block,count_main_sequence,first_trial_timestamp,fname,response_catch_response,response_time_catch_response,subject_nr,time_stimulus,time_to_pad,timing
P,NA,251186,vowelstep1_catch.wav,None,1000,2,251199,0,
P,NA,251186,sinestep7_catch.wav,None,1000,2,253199,430,
P,NA,251186,vowelstep5_catch.wav,None,1000,2,255199,432,
P,NA,251186,sinestep7.wav,None,1000,2,257199,435,
P,NA,251186,sinestep7.wav,None,1000,2,259200,443,
P,NA,251186,sinestep3.wav,None,1000,2,261200,444,
P,NA,251186,sinestep1.wav,None,1000,2,263199,444,
P,NA,251186,vowelstep7.wav,None,1000,2,265199,419,
P,NA,251186,vowelstep3.wav,None,1000,2,267199,434,
P,NA,251186,silence.wav,None,1000,2,269199,434,
P,NA,251186,sinestep1.wav,None,1000,2,271199,434,
P,NA,251186,vowelstep1.wav,None,1000,2,273199,444,
P,NA,251186,sinestep5.wav,None,1000,2,275200,444,
P,NA,251186,sinestep1.wav,None,1000,2,277200,443,
P,NA,251186,sinestep1.wav,None,1000,2,279200,452,
P,NA,251186,vowelstep1.wav,None,1000,2,281200,433,
P,NA,251186,silence.wav,None,1000,2,283200,432,
P,NA,251186,silence.wav,None,1000,2,285200,432,
P,NA,251186,silence.wav,None,1000,2,287199,443,
P,NA,251186,sinestep3_catch.wav,2,262,2,289199,443,
P,NA,251186,vowelstep7.wav,None,1000,2,291199,1180,
P,NA,251186,silence.wav,None,1000,2,293200,453,
P,NA,251186,vowelstep7.wav,None,1000,2,295200,431,
P,NA,251186,vowelstep3.wav,None,1000,2,297200,432,
P,NA,251186,silence.wav,None,1000,2,299200,429,
P,NA,251186,vowelstep1.wav,None,1000,2,301200,442,
P,NA,251186,sinestep3.wav,None,1000,2,303200,439,
P,NA,251186,vowelstep1.wav,None,1000,2,305200,441,
P,NA,251186,silence.wav,None,1000,2,307200,452,
P,NA,251186,sinestep7.wav,None,1000,2,309200,432,
P,NA,251186,sinestep5_catch.wav,2,8,2,311200,431,
P,NA,251186,silence.wav,None,1000,2,313200,1422,
P,NA,251186,sinestep7.wav,None,1000,2,315200,431,
P,NA,251186,sinestep5.wav,None,1000,2,317200,441,
P,NA,251186,sinestep3.wav,None,1000,2,319200,439,
P,NA,251186,sinestep1_catch.wav,2,110,2,321200,451,
P,NA,251186,vowelstep3_catch.wav,2,267,2,323200,1310,
P,NA,251186,vowelstep5_catch.wav,2,280,2,325200,1163,
P,NA,251186,vowelstep7.wav,None,1000,2,327200,1150,
P,NA,251186,silence.wav,None,1000,2,329201,440,
P,NA,251186,vowelstep7_catch.wav,2,218,2,331201,439,
P,NA,251186,vowelstep3.wav,None,1000,2,333201,1218,
P,NA,251186,silence.wav,None,1000,2,335200,449,
P,NA,251186,sinestep7_catch.wav,2,175,2,337200,430,
P,NA,251186,sinestep7.wav,None,1000,2,339200,1254,
P,NA,251186,vowelstep5.wav,None,1000,2,341200,429,
P,NA,251186,vowelstep3.wav,None,1000,2,343200,439,
P,NA,251186,sinestep5.wav,None,1000,2,345201,440,
P,NA,251186,sinestep5_catch.wav,None,1000,2,347201,438,
P,NA,251186,sinestep3.wav,None,1000,2,349201,448,
P,NA,251186,silence.wav,None,1000,2,351201,418,
P,NA,251186,vowelstep7.wav,None,1000,2,353201,429,
P,NA,251186,sinestep3_catch.wav,2,21,2,355201,428,
P,NA,251186,vowelstep5.wav,None,1000,2,357201,1417,
P,NA,251186,silence.wav,None,1000,2,359201,438,
P,NA,251186,sinestep1.wav,None,1000,2,361200,437,
P,NA,251186,vowelstep1.wav,None,1000,2,363201,448,
P,NA,251186,silence.wav,None,1000,2,365201,447,
P,NA,251186,silence.wav,None,1000,2,367201,447,
P,NA,251186,silence.wav,None,1000,2,369201,448,
P,NA,251186,sinestep1_catch.wav,2,72,2,371201,437,
P,NA,251186,sinestep1.wav,None,1000,2,373201,1365,
P,NA,251186,silence.wav,None,1000,2,375201,437,
P,NA,251186,vowelstep1_catch.wav,2,130,2,377201,437,
P,NA,251186,vowelstep5.wav,None,1000,2,379201,1316,
P,NA,251186,sinestep5.wav,None,1000,2,381202,447,
P,NA,251186,vowelstep3.wav,None,1000,2,383202,445,
P,NA,251186,silence.wav,None,1000,2,385201,425,
P,NA,251186,silence.wav,None,1000,2,387201,435,
P,NA,251186,sinestep7.wav,None,1000,2,389201,437,
P,NA,251186,vowelstep5.wav,None,1000,2,391201,436,
P,NA,251186,silence.wav,None,1000,2,393201,446,
P,NA,251186,vowelstep3_catch.wav,2,60,2,395201,446,
P,NA,251186,silence.wav,None,1000,2,397201,1385,
P,NA,251186,vowelstep5.wav,None,1000,2,399202,425,
P,NA,251186,vowelstep5_catch.wav,2,101,2,401202,435,
P,NA,251186,vowelstep7_catch.wav,2,235,2,403202,1333,
P,NA,251186,sinestep3.wav,None,1000,2,405202,1200,
P,NA,251186,vowelstep5.wav,None,1000,2,407202,445,
P,NA,251186,vowelstep3.wav,None,1000,2,409201,445,
P,NA,251186,silence.wav,None,1000,2,411201,445,
P,NA,251186,sinestep3.wav,None,1000,2,413201,425,
P,NA,251186,silence.wav,None,1000,2,415202,432,
P,NA,251186,sinestep7_catch.wav,2,67,2,417202,434,
P,NA,251186,sinestep5_catch.wav,2,382,2,419202,1367,
P,NA,251186,sinestep5.wav,None,1000,2,421202,1062,
P,NA,251186,sinestep5.wav,None,1000,2,423202,444,
P,NA,251186,vowelstep7.wav,None,1000,2,425202,444,
P,NA,251186,sinestep3_catch.wav,2,75,2,427202,454,
P,NA,251186,vowelstep1.wav,None,1000,2,429202,1358,
H,0,820085,sinestep3.wav,None,1000,2,820092,0,1.285
H,0,820085,sinestep7.wav,None,1000,2,822092,323,3.285
H,0,820085,sinestep3.wav,None,1000,2,824092,338,5.285
H,0,820085,vowelstep3.wav,2,132,2,826092,337,7.285
H,0,820085,vowelstep1.wav,None,1000,2,828091,1216,9.285
H,0,820085,sinestep7.wav,None,1000,2,830091,348,11.285
H,0,820085,vowelstep3.wav,None,1000,2,832091,348,13.285
H,0,820085,silence.wav,None,1000,2,834091,354,15.285
H,0,820085,vowelstep1.wav,None,1000,2,836092,338,17.285
H,0,820085,sinestep5.wav,None,1000,2,838092,338,19.285
H,0,820085,sinestep7.wav,None,1000,2,840092,336,21.285
H,0,820085,vowelstep7.wav,None,1000,2,842092,347,23.285
H,0,820085,vowelstep1_catch.wav,2,193,2,844092,346,25.285
H,0,820085,sinestep5.wav,None,1000,2,846092,1149,27.285
H,0,820085,vowelstep5.wav,None,1000,2,848092,358,29.285
H,0,820085,silence.wav,None,1000,2,850092,337,31.285
H,0,820085,vowelstep3_catch.wav,2,200,2,852092,332,33.285
H,0,820085,sinestep7.wav,None,1000,2,854092,1136,35.285
H,0,820085,sinestep5.wav,None,1000,2,856092,346,37.285
H,0,820085,silence.wav,None,1000,2,858092,348,39.285
H,0,820085,vowelstep3.wav,None,1000,2,860092,346,41.285
H,0,820085,vowelstep1.wav,None,1000,2,862092,356,43.285
H,0,820085,vowelstep1.wav,None,1000,2,864092,337,45.285
H,0,820085,vowelstep3.wav,None,1000,2,866092,336,47.285
H,0,820085,sinestep3.wav,None,1000,2,868092,336,49.285
H,0,820085,vowelstep1.wav,None,1000,2,870093,345,51.285
H,0,820085,sinestep7.wav,None,1000,2,872093,345,53.285
H,0,820085,vowelstep7.wav,None,1000,2,874093,344,55.285
H,0,820085,vowelstep5_catch.wav,2,88,2,876092,340,57.285
H,0,820085,vowelstep5.wav,None,1000,2,878092,1246,59.285
H,0,820085,vowelstep3.wav,None,1000,2,880092,334,61.285
H,0,820085,vowelstep7_catch.wav,2,173,2,882092,331,63.285
H,0,820085,sinestep3.wav,None,1000,2,884092,1159,65.285
H,0,820085,sinestep1.wav,None,1000,2,886092,345,67.285
H,0,820085,sinestep7.wav,None,1000,2,888093,345,69.285
H,0,820085,silence.wav,None,1000,2,890093,354,71.285
H,0,820085,vowelstep1.wav,None,1000,2,892093,324,73.285
H,0,820085,vowelstep7.wav,None,1000,2,894093,335,75.285
H,0,820085,sinestep7.wav,None,1000,2,896093,328,77.285
H,0,820085,sinestep1.wav,None,1000,2,898093,344,79.285
H,0,820085,sinestep7.wav,None,1000,2,900092,344,81.285
H,0,820085,sinestep1.wav,None,1000,2,902092,344,83.285
H,0,820085,vowelstep5.wav,None,1000,2,904092,343,85.285
H,0,820085,sinestep3.wav,None,1000,2,906093,353,87.285
H,0,820085,vowelstep5.wav,None,1000,2,908093,333,89.285
H,0,820085,silence.wav,None,1000,2,910093,333,91.285
H,0,820085,silence.wav,None,1000,2,912093,333,93.285
H,0,820085,sinestep5.wav,None,1000,2,914093,343,95.285
H,0,820085,sinestep3.wav,None,1000,2,916093,343,97.285
H,0,820085,sinestep7.wav,None,1000,2,918093,343,99.285
H,0,820085,sinestep7_catch.wav,2,49,2,920093,321,101.285
H,0,820085,silence.wav,None,1000,2,922094,1284,103.285
H,0,820085,sinestep3.wav,None,1000,2,924093,332,105.285
H,0,820085,silence.wav,None,1000,2,926093,332,107.285
H,0,820085,vowelstep1.wav,None,1000,2,928093,341,109.285
H,0,820085,vowelstep7.wav,None,1000,2,930093,342,111.285
H,0,820085,sinestep5.wav,None,1000,2,932093,342,113.285
H,0,820085,silence.wav,None,1000,2,934093,350,115.285
H,0,820085,vowelstep7.wav,None,1000,2,936093,352,117.285
