"acc","block","correct_response","count_logger","fname","response_response","response_time_response","session_number","subject_nr"
"100","pretest_discrimination","1","0","i-y-u_step2-step2.wav","g","758","1","501"
"100","pretest_discrimination","1","1","i-y-u_step5-step5.wav","g","278","1","501"
"100","pretest_discrimination","1","2","i-y-u_step5-step5.wav","g","356","1","501"
"100","pretest_discrimination","1","3","i-y-u_step3-step3.wav","g","319","1","501"
"100","pretest_discrimination","1","4","i-y-u_step_5-step_7.wav","a","1021","1","501"
"83.3333333333","pretest_discrimination","0","5","i-y-u_step_2-step_4.wav","g","350","1","501"
"85.7142857143","pretest_discrimination","1","6","i-y-u_step5-step5.wav","g","1057","1","501"
"75","pretest_discrimination","0","7","i-y-u_step3-step3.wav","a","542","1","501"
"66.6666666667","pretest_discrimination","0","8","i-y-u_step_3-step_5.wav","g","427","1","501"
"70","pretest_discrimination","1","9","i-y-u_step_3-step_1.wav","a","453","1","501"
"63.6363636364","pretest_discrimination","0","10","i-y-u_step3-step3.wav","a","622","1","501"
"66.6666666667","pretest_discrimination","1","11","i-y-u_step_5-step_3.wav","a","253","1","501"
"69.2307692308","pretest_discrimination","1","12","i-y-u_step1-step1.wav","g","272","1","501"
"64.2857142857","pretest_discrimination","0","13","i-y-u_step_7-step_5.wav","g","330","1","501"
"66.6666666667","pretest_discrimination","1","14","i-y-u_step_3-step_1.wav","a","208","1","501"
"68.75","pretest_discrimination","1","15","i-y-u_step1-step1.wav","g","251","1","501"
"70.5882352941","pretest_discrimination","1","16","i-y-u_step_5-step_3.wav","a","225","1","501"
"72.2222222222","pretest_discrimination","1","17","i-y-u_step_5-step_7.wav","a","340","1","501"
"73.6842105263","pretest_discrimination","1","18","i-y-u_step_4-step_2.wav","a","840","1","501"
"70","pretest_discrimination","0","19","i-y-u_step_4-step_2.wav","g","303","1","501"
"66.6666666667","pretest_discrimination","0","20","i-y-u_step_7-step_5.wav","g","518","1","501"
"63.6363636364","pretest_discrimination","0","21","i-y-u_step7-step7.wav","a","291","1","501"
"65.2173913043","pretest_discrimination","1","22","i-y-u_step_1-step_3.wav","a","624","1","501"
"62.5","pretest_discrimination","0","23","i-y-u_step_7-step_5.wav","g","1498","1","501"
"60","pretest_discrimination","0","24","i-y-u_step3-step3.wav","a","938","1","501"
"57.6923076923","pretest_discrimination","0","25","i-y-u_step7-step7.wav","a","421","1","501"
"55.5555555556","pretest_discrimination","0","26","i-y-u_step7-step7.wav","a","532","1","501"
"57.1428571429","pretest_discrimination","1","27","i-y-u_step2-step2.wav","g","749","1","501"
"55.1724137931","pretest_discrimination","0","28","i-y-u_step_4-step_6.wav","g","853","1","501"
"56.6666666667","pretest_discrimination","1","29","i-y-u_step_6-step_4.wav","a","471","1","501"
"54.8387096774","pretest_discrimination","0","30","i-y-u_step_5-step_3.wav","g","1503","1","501"
"56.25","pretest_discrimination","1","31","i-y-u_step_5-step_3.wav","a","511","1","501"
"57.5757575758","pretest_discrimination","1","32","i-y-u_step_2-step_4.wav","a","918","1","501"
"55.8823529412","pretest_discrimination","0","33","i-y-u_step_7-step_5.wav","g","808","1","501"
"54.2857142857","pretest_discrimination","0","34","i-y-u_step5-step5.wav","a","584","1","501"
"55.5555555556","pretest_discrimination","1","35","i-y-u_step_3-step_5.wav","a","428","1","501"
"56.7567567568","pretest_discrimination","1","36","i-y-u_step4-step4.wav","g","623","1","501"
"57.8947368421","pretest_discrimination","1","37","i-y-u_step_5-step_7.wav","a","205","1","501"
"56.4102564103","pretest_discrimination","0","38","i-y-u_step5-step5.wav","a","337","1","501"
"55","pretest_discrimination","0","39","i-y-u_step7-step7.wav","a","209","1","501"
"53.6585365854","pretest_discrimination","0","40","i-y-u_step6-step6.wav","a","274","1","501"
"54.7619047619","pretest_discrimination","1","41","i-y-u_step4-step4.wav","g","215","1","501"
"55.8139534884","pretest_discrimination","1","42","i-y-u_step_4-step_6.wav","a","212","1","501"
"56.8181818182","pretest_discrimination","1","43","i-y-u_step_3-step_1.wav","a","1615","1","501"
"57.7777777778","pretest_discrimination","1","44","i-y-u_step_5-step_7.wav","a","231","1","501"
"56.5217391304","pretest_discrimination","0","45","i-y-u_step2-step2.wav","a","392","1","501"
"57.4468085106","pretest_discrimination","1","46","i-y-u_step1-step1.wav","g","1675","1","501"
"58.3333333333","pretest_discrimination","1","47","i-y-u_step4-step4.wav","g","1003","1","501"
"59.1836734694","pretest_discrimination","1","48","i-y-u_step_4-step_2.wav","a","252","1","501"
"60","pretest_discrimination","1","49","i-y-u_step_6-step_4.wav","a","460","1","501"
"58.8235294118","pretest_discrimination","0","50","i-y-u_step2-step2.wav","a","397","1","501"
"59.6153846154","pretest_discrimination","1","51","i-y-u_step_3-step_5.wav","a","239","1","501"
"60.3773584906","pretest_discrimination","1","52","i-y-u_step_2-step_4.wav","a","220","1","501"
"61.1111111111","pretest_discrimination","1","53","i-y-u_step2-step2.wav","g","175","1","501"
"60","pretest_discrimination","0","54","i-y-u_step_6-step_4.wav","g","323","1","501"
"60.7142857143","pretest_discrimination","1","55","i-y-u_step_3-step_1.wav","a","629","1","501"
"59.649122807","pretest_discrimination","0","56","i-y-u_step_3-step_1.wav","g","937","1","501"
"58.6206896552","pretest_discrimination","0","57","i-y-u_step5-step5.wav","a","1462","1","501"
"57.6271186441","pretest_discrimination","0","58","i-y-u_step_2-step_4.wav","g","1034","1","501"
"56.6666666667","pretest_discrimination","0","59","i-y-u_step_7-step_5.wav","g","1985","1","501"
"57.3770491803","pretest_discrimination","1","60","i-y-u_step_4-step_2.wav","a","1714","1","501"
"58.064516129","pretest_discrimination","1","61","i-y-u_step6-step6.wav","g","552","1","501"
"57.1428571429","pretest_discrimination","0","62","i-y-u_step7-step7.wav","a","104","1","501"
"56.25","pretest_discrimination","0","63","i-y-u_step_5-step_3.wav","g","409","1","501"
"55.3846153846","pretest_discrimination","0","64","i-y-u_step4-step4.wav","a","367","1","501"
"54.5454545455","pretest_discrimination","0","65","i-y-u_step_6-step_4.wav","g","594","1","501"
"55.223880597","pretest_discrimination","1","66","i-y-u_step_3-step_5.wav","a","486","1","501"
"55.8823529412","pretest_discrimination","1","67","i-y-u_step_5-step_7.wav","a","424","1","501"
"55.0724637681","pretest_discrimination","0","68","i-y-u_step_1-step_3.wav","g","1751","1","501"
"54.2857142857","pretest_discrimination","0","69","i-y-u_step6-step6.wav","a","632","1","501"
"53.5211267606","pretest_discrimination","0","70","i-y-u_step7-step7.wav","a","1639","1","501"
"52.7777777778","pretest_discrimination","0","71","i-y-u_step_5-step_3.wav","g","343","1","501"
"52.0547945205","pretest_discrimination","0","72","i-y-u_step_7-step_5.wav","g","811","1","501"
"52.7027027027","pretest_discrimination","1","73","i-y-u_step_6-step_4.wav","a","412","1","501"
"53.3333333333","pretest_discrimination","1","74","i-y-u_step_4-step_2.wav","a","910","1","501"
"53.9473684211","pretest_discrimination","1","75","i-y-u_step1-step1.wav","g","686","1","501"
"54.5454545455","pretest_discrimination","1","76","i-y-u_step_1-step_3.wav","a","689","1","501"
"53.8461538462","pretest_discrimination","0","77","i-y-u_step_3-step_5.wav","g","1912","1","501"
"54.4303797468","pretest_discrimination","1","78","i-y-u_step5-step5.wav","g","558","1","501"
"55","pretest_discrimination","1","79","i-y-u_step_3-step_5.wav","a","268","1","501"
"54.3209876543","pretest_discrimination","0","80","i-y-u_step6-step6.wav","a","768","1","501"
"53.6585365854","pretest_discrimination","0","81","i-y-u_step4-step4.wav","a","945","1","501"
"54.2168674699","pretest_discrimination","1","82","i-y-u_step2-step2.wav","g","669","1","501"
"54.7619047619","pretest_discrimination","1","83","i-y-u_step_5-step_3.wav","a","1041","1","501"
"55.2941176471","pretest_discrimination","1","84","i-y-u_step_6-step_4.wav","a","634","1","501"
"55.8139534884","pretest_discrimination","1","85","i-y-u_step_4-step_6.wav","a","582","1","501"
"56.3218390805","pretest_discrimination","1","86","i-y-u_step_4-step_6.wav","a","357","1","501"
"56.8181818182","pretest_discrimination","1","87","i-y-u_step_5-step_3.wav","a","278","1","501"
"57.3033707865","pretest_discrimination","1","88","i-y-u_step_2-step_4.wav","a","281","1","501"
"57.7777777778","pretest_discrimination","1","89","i-y-u_step_4-step_2.wav","a","365","1","501"
"57.1428571429","pretest_discrimination","0","90","i-y-u_step5-step5.wav","a","712","1","501"
"57.6086956522","pretest_discrimination","1","91","i-y-u_step_5-step_3.wav","a","526","1","501"
"56.9892473118","pretest_discrimination","0","92","i-y-u_step6-step6.wav","a","451","1","501"
"57.4468085106","pretest_discrimination","1","93","i-y-u_step_3-step_5.wav","a","358","1","501"
"57.8947368421","pretest_discrimination","1","94","i-y-u_step_1-step_3.wav","a","427","1","501"
