block,count_main_sequence,first_trial_timestamp,fname,response_catch_response,response_time_catch_response,subject_nr,time_stimulus,time_to_pad,timing
P,NA,240588,vowelstep1_catch.wav,None,1000,28,240601,0,
P,NA,240588,sinestep7_catch.wav,None,1000,28,242601,377,
P,NA,240588,vowelstep5_catch.wav,None,1000,28,244602,430,
P,NA,240588,sinestep7.wav,None,1000,28,246602,440,
P,NA,240588,sinestep7.wav,None,1000,28,248602,440,
P,NA,240588,sinestep3.wav,None,1000,28,250602,440,
P,NA,240588,sinestep1.wav,None,1000,28,252602,440,
P,NA,240588,vowelstep7.wav,None,1000,28,254602,420,
P,NA,240588,vowelstep3.wav,None,1000,28,256601,431,
P,NA,240588,silence.wav,None,1000,28,258601,430,
P,NA,240588,sinestep1.wav,None,1000,28,260601,460,
P,NA,240588,vowelstep1.wav,None,1000,28,262602,441,
P,NA,240588,sinestep5.wav,None,1000,28,264602,439,
P,NA,240588,sinestep1.wav,None,1000,28,266602,439,
P,NA,240588,sinestep1.wav,None,1000,28,268602,449,
P,NA,240588,vowelstep1.wav,None,1000,28,270602,449,
P,NA,240588,silence.wav,None,1000,28,272602,447,
P,NA,240588,silence.wav,None,1000,28,274602,459,
P,NA,240588,silence.wav,None,1000,28,276602,439,
P,NA,240588,sinestep3_catch.wav,None,1000,28,278602,439,
P,NA,240588,vowelstep7.wav,1,558,28,280602,439,
P,NA,240588,silence.wav,None,1000,28,282602,881,
P,NA,240588,vowelstep7.wav,None,1000,28,284602,448,
P,NA,240588,vowelstep3.wav,None,1000,28,286602,448,
P,NA,240588,silence.wav,None,1000,28,288602,458,
P,NA,240588,vowelstep1.wav,None,1000,28,290602,429,
P,NA,240588,sinestep3.wav,None,1000,28,292602,438,
P,NA,240588,vowelstep1.wav,None,1000,28,294602,438,
P,NA,240588,silence.wav,1,55,28,296602,433,
P,NA,240588,sinestep7.wav,None,1000,28,298603,1385,
P,NA,240588,sinestep5_catch.wav,None,1000,28,300603,446,
P,NA,240588,silence.wav,None,1000,28,302603,455,
P,NA,240588,sinestep7.wav,None,1000,28,304602,425,
P,NA,240588,sinestep5.wav,None,1000,28,306602,436,
