"block","count_main_sequence","first_trial_timestamp","fname","response_catch_response","response_time_catch_response","subject_nr","time_stimulus","time_to_pad"
"P","NA","257035","vowelstep1_catch.wav","None","1000","26","257043","0"
"P","NA","257035","sinestep7_catch.wav","None","1000","26","259043","437"
"P","NA","257035","vowelstep5_catch.wav","None","1000","26","261043","440"
"P","NA","257035","sinestep7.wav","None","1000","26","263044","449"
"P","NA","257035","sinestep7.wav","None","1000","26","265044","449"
"P","NA","257035","sinestep3.wav","None","1000","26","267044","449"
"P","NA","257035","sinestep1.wav","None","1000","26","269044","458"
"P","NA","257035","vowelstep7.wav","2","331","26","271044","438"
"P","NA","257035","vowelstep3.wav","2","794","26","273043","1107"
"P","NA","257035","silence.wav","None","1000","26","275043","644"
"P","NA","257035","sinestep1.wav","None","1000","26","277043","449"
"P","NA","257035","vowelstep1.wav","None","1000","26","279044","446"
"P","NA","257035","sinestep5.wav","None","1000","26","281044","448"
"P","NA","257035","sinestep1.wav","None","1000","26","283044","426"
"P","NA","257035","sinestep1.wav","None","1000","26","285044","438"
"P","NA","257035","vowelstep1.wav","None","1000","26","287044","438"
"P","NA","257035","silence.wav","None","1000","26","289044","438"
"P","NA","257035","silence.wav","None","1000","26","291044","448"
"P","NA","257035","silence.wav","None","1000","26","293044","448"
"P","NA","257035","sinestep3_catch.wav","None","1000","26","295044","448"
"P","NA","257035","vowelstep7.wav","2","754","26","297045","448"
"P","NA","257035","silence.wav","None","1000","26","299044","682"
"P","NA","257035","vowelstep7.wav","None","1000","26","301044","436"
"P","NA","257035","vowelstep3.wav","None","1000","26","303044","437"
"P","NA","257035","silence.wav","None","1000","26","305044","437"
"P","NA","257035","vowelstep1.wav","2","453","26","307044","446"
"P","NA","257035","sinestep3.wav","None","1000","26","309044","993"
"P","NA","257035","vowelstep1.wav","None","1000","26","311044","457"
"P","NA","257035","silence.wav","None","1000","26","313044","437"
"P","NA","257035","sinestep7.wav","None","1000","26","315045","436"
"P","NA","257035","sinestep5_catch.wav","None","1000","26","317045","436"
"P","NA","257035","silence.wav","None","1000","26","319045","445"
"P","NA","257035","sinestep7.wav","None","1000","26","321045","446"
"P","NA","257035","sinestep5.wav","None","1000","26","323044","444"
"P","NA","257035","sinestep3.wav","None","1000","26","325044","455"
"P","NA","257035","sinestep1_catch.wav","None","1000","26","327044","436"
"P","NA","257035","vowelstep3_catch.wav","None","1000","26","329044","436"
"P","NA","257035","vowelstep5_catch.wav","None","1000","26","331044","436"
"P","NA","257035","vowelstep7.wav","None","1000","26","333045","434"
"P","NA","257035","silence.wav","None","1000","26","335045","444"
"P","NA","257035","vowelstep7_catch.wav","None","1000","26","337045","444"
"P","NA","257035","vowelstep3.wav","None","1000","26","339045","454"
"P","NA","257035","silence.wav","None","1000","26","341045","454"
"P","NA","257035","sinestep7_catch.wav","None","1000","26","343045","435"
"P","NA","257035","sinestep7.wav","None","1000","26","345045","434"
"P","NA","257035","vowelstep5.wav","None","1000","26","347044","432"
"P","NA","257035","vowelstep3.wav","None","1000","26","349045","442"
"P","NA","257035","sinestep5.wav","None","1000","26","351045","441"
"P","NA","257035","sinestep5_catch.wav","None","1000","26","353045","443"
"P","NA","257035","sinestep3.wav","None","1000","26","355045","453"
"P","NA","257035","silence.wav","None","1000","26","357045","431"
"P","NA","257035","vowelstep7.wav","None","1000","26","359045","453"
"P","NA","257035","sinestep3_catch.wav","None","1000","26","361045","432"
"P","NA","257035","vowelstep5.wav","None","1000","26","363045","443"
"P","NA","257035","silence.wav","None","1000","26","365045","443"
"P","NA","257035","sinestep1.wav","None","1000","26","367046","443"
"P","NA","257035","vowelstep1.wav","None","1000","26","369046","452"
"P","NA","257035","silence.wav","None","1000","26","371045","452"
"P","NA","257035","silence.wav","None","1000","26","373045","452"
"P","NA","257035","silence.wav","None","1000","26","375045","432"
"P","NA","257035","sinestep1_catch.wav","None","1000","26","377045","442"
"P","NA","257035","sinestep1.wav","None","1000","26","379045","442"
"P","NA","257035","silence.wav","None","1000","26","381045","452"
"P","NA","257035","vowelstep1_catch.wav","None","1000","26","383045","453"
"P","NA","257035","vowelstep5.wav","None","1000","26","385046","453"
"P","NA","257035","sinestep5.wav","None","1000","26","387046","452"
"P","NA","257035","vowelstep3.wav","None","1000","26","389046","441"
"P","NA","257035","silence.wav","None","1000","26","391046","441"
"P","NA","257035","silence.wav","None","1000","26","393046","439"
"P","NA","257035","sinestep7.wav","None","1000","26","395045","441"
"P","NA","257035","vowelstep5.wav","None","1000","26","397045","439"
"P","NA","257035","silence.wav","None","1000","26","399045","451"
"P","NA","257035","vowelstep3_catch.wav","None","1000","26","401045","451"
"P","NA","257035","silence.wav","None","1000","26","403046","460"
"P","NA","257035","vowelstep5.wav","2","190","26","405046","439"
"P","NA","257035","vowelstep5_catch.wav","None","1000","26","407046","1249"
"P","NA","257035","vowelstep7_catch.wav","None","1000","26","409046","438"
"P","NA","257035","sinestep3.wav","None","1000","26","411046","450"
"P","NA","257035","vowelstep5.wav","None","1000","26","413046","450"
"P","NA","257035","vowelstep3.wav","None","1000","26","415046","450"
"P","NA","257035","silence.wav","None","1000","26","417046","431"
"P","NA","257035","sinestep3.wav","None","1000","26","419046","440"
"P","NA","257035","silence.wav","None","1000","26","421046","436"
"P","NA","257035","sinestep7_catch.wav","None","1000","26","423046","439"
"P","NA","257035","sinestep5_catch.wav","None","1000","26","425046","447"
"P","NA","257035","sinestep5.wav","None","1000","26","427046","448"
"P","NA","257035","sinestep5.wav","None","1000","26","429046","448"
"P","NA","257035","vowelstep7.wav","None","1000","26","431046","458"
"P","NA","257035","sinestep3_catch.wav","None","1000","26","433046","439"
"P","NA","257035","vowelstep1.wav","None","1000","26","435046","439"
"D","0","818806","sinestep5.wav","None","1000","26","818819","0"
"D","0","818806","vowelstep1_catch.wav","None","1000","26","820820","341"
"D","0","818806","sinestep7.wav","2","948","26","822820","345"
"D","0","818806","vowelstep3.wav","None","1000","26","824819","396"
