block,count_main_sequence,first_trial_timestamp,fname,response_catch_response,response_time_catch_response,subject_nr,time_stimulus,time_to_pad,timing
E,0,136159,vowelstep7.wav,None,1000,6,136168,0,1.285
E,0,136159,sinestep3.wav,None,1000,6,138168,326,3.285
E,0,136159,sinestep5.wav,None,1000,6,140169,344,5.285
E,0,136159,sinestep1.wav,None,1000,6,142169,344,7.285
E,0,136159,sinestep5.wav,None,1000,6,144169,354,9.285
E,0,136159,silence.wav,None,1000,6,146169,355,11.285
E,0,136159,vowelstep1.wav,None,1000,6,148169,335,13.285
E,0,136159,vowelstep7.wav,None,1000,6,150169,334,15.285
E,0,136159,vowelstep1.wav,None,1000,6,152169,333,17.285
E,0,136159,sinestep1_catch.wav,1,171,6,154168,344,19.285
E,0,136159,vowelstep5.wav,None,1000,6,156168,1172,21.285
E,0,136159,sinestep5.wav,None,1000,6,158169,344,23.285
E,0,136159,vowelstep5.wav,None,1000,6,160169,353,25.285
E,0,136159,vowelstep3.wav,None,1000,6,162169,353,27.285
E,0,136159,sinestep1.wav,None,1000,6,164169,353,29.285
E,0,136159,vowelstep5.wav,None,1000,6,166169,333,31.285
E,0,136159,silence.wav,None,1000,6,168169,343,33.285
E,0,136159,silence.wav,None,1000,6,170169,342,35.285
E,0,136159,sinestep3.wav,None,1000,6,172169,344,37.285
E,0,136159,sinestep3.wav,None,1000,6,174169,353,39.285
E,0,136159,sinestep3.wav,None,1000,6,176170,351,41.285
E,0,136159,sinestep1.wav,None,1000,6,178169,352,43.285
E,0,136159,vowelstep1.wav,None,1000,6,180169,342,45.285
E,0,136159,sinestep1.wav,None,1000,6,182169,341,47.285
E,0,136159,vowelstep7.wav,None,1000,6,184169,342,49.285
E,0,136159,vowelstep5.wav,None,1000,6,186169,342,51.285
E,0,136159,sinestep7.wav,None,1000,6,188169,351,53.285
E,0,136159,sinestep1.wav,None,1000,6,190169,352,55.285
E,0,136159,vowelstep5.wav,None,1000,6,192170,352,57.285
E,0,136159,sinestep3.wav,None,1000,6,194170,331,59.285
E,0,136159,vowelstep1.wav,None,1000,6,196170,341,61.285
E,0,136159,vowelstep5.wav,None,1000,6,198170,341,63.285
E,0,136159,vowelstep3.wav,None,1000,6,200170,340,65.285
E,0,136159,sinestep1.wav,None,1000,6,202169,351,67.285
E,0,136159,vowelstep3.wav,None,1000,6,204169,351,69.285
E,0,136159,silence.wav,None,1000,6,206169,351,71.285
E,0,136159,vowelstep3.wav,None,1000,6,208169,361,73.285
E,0,136159,sinestep3_catch.wav,1,309,6,210170,341,75.285
E,0,136159,sinestep3.wav,None,1000,6,212170,1030,77.285
E,0,136159,vowelstep3.wav,None,1000,6,214170,340,79.285
E,0,136159,vowelstep7.wav,None,1000,6,216170,340,81.285
E,0,136159,silence.wav,None,1000,6,218170,349,83.285
E,0,136159,sinestep3.wav,None,1000,6,220170,349,85.285
E,0,136159,silence.wav,None,1000,6,222170,359,87.285
E,0,136159,sinestep1.wav,None,1000,6,224170,340,89.285
E,0,136159,sinestep5_catch.wav,1,183,6,226169,340,91.285
E,0,136159,vowelstep3.wav,None,1000,6,228170,1155,93.285
E,0,136159,sinestep5.wav,None,1000,6,230170,348,95.285
E,0,136159,vowelstep7.wav,None,1000,6,232170,347,97.285
E,0,136159,sinestep1.wav,None,1000,6,234170,349,99.285
E,0,136159,sinestep5.wav,None,1000,6,236170,358,101.285
E,0,136159,sinestep5.wav,None,1000,6,238170,329,103.285
E,0,136159,vowelstep7.wav,None,1000,6,240170,339,105.285
E,0,136159,vowelstep3.wav,None,1000,6,242170,340,107.285
E,0,136159,vowelstep7.wav,None,1000,6,244170,350,109.285
E,0,136159,sinestep5.wav,None,1000,6,246171,348,111.285
E,0,136159,vowelstep3.wav,None,1000,6,248171,347,113.285
E,0,136159,vowelstep7.wav,None,1000,6,250170,347,115.285
E,0,136159,sinestep3.wav,None,1000,6,252170,327,117.285
E,0,136159,vowelstep7.wav,None,1000,6,254170,338,119.285
E,0,136159,silence.wav,None,1000,6,256170,337,121.285
E,0,136159,silence.wav,None,1000,6,258170,338,123.285
E,0,136159,sinestep7.wav,None,1000,6,260170,347,125.285
E,0,136159,sinestep7_catch.wav,1,202,6,262171,346,127.285
E,0,136159,sinestep7.wav,None,1000,6,264171,1143,129.285
E,0,136159,silence.wav,None,1000,6,266171,326,131.285
E,0,136159,sinestep7_catch.wav,1,284,6,268171,336,133.285
E,0,136159,sinestep7.wav,None,1000,6,270171,1052,135.285
E,0,136159,sinestep5_catch.wav,None,1000,6,272171,336,137.285
E,0,136159,sinestep1.wav,None,1000,6,274170,346,139.285
E,0,136159,sinestep1.wav,None,1000,6,276170,346,141.285
