block,count_main_sequence,first_trial_timestamp,fname,response_catch_response,response_time_catch_response,subject_nr,time_stimulus,time_to_pad,timing
P,NA,235848,vowelstep1_catch.wav,1,420,24,235865,0,
P,NA,235848,sinestep7_catch.wav,1,778,24,237864,1000,
P,NA,235848,vowelstep5_catch.wav,1,574,24,239864,655,
P,NA,235848,sinestep7.wav,None,1000,24,241864,859,
P,NA,235848,sinestep7.wav,None,1000,24,243864,443,
P,NA,235848,sinestep3.wav,None,1000,24,245865,443,
P,NA,235848,sinestep1.wav,None,1000,24,247865,442,
P,NA,235848,vowelstep7.wav,None,1000,24,249865,441,
P,NA,235848,vowelstep3.wav,None,1000,24,251865,432,
P,NA,235848,silence.wav,None,1000,24,253865,432,
P,NA,235848,sinestep1.wav,None,1000,24,255865,429,
P,NA,235848,vowelstep1.wav,None,1000,24,257865,432,
P,NA,235848,sinestep5.wav,None,1000,24,259865,442,
P,NA,235848,sinestep1.wav,None,1000,24,261865,442,
P,NA,235848,sinestep1.wav,None,1000,24,263865,451,
P,NA,235848,vowelstep1.wav,None,1000,24,265865,451,
P,NA,235848,silence.wav,None,1000,24,267865,432,
P,NA,235848,silence.wav,None,1000,24,269865,431,
P,NA,235848,silence.wav,None,1000,24,271865,431,
P,NA,235848,sinestep3_catch.wav,1,276,24,273865,441,
P,NA,235848,vowelstep7.wav,None,1000,24,275865,1165,
P,NA,235848,silence.wav,None,1000,24,277865,441,
P,NA,235848,vowelstep7.wav,None,1000,24,279866,450,
P,NA,235848,vowelstep3.wav,None,1000,24,281866,430,
P,NA,235848,silence.wav,None,1000,24,283866,430,
P,NA,235848,vowelstep1.wav,None,1000,24,285866,429,
P,NA,235848,sinestep3.wav,None,1000,24,287865,440,
P,NA,235848,vowelstep1.wav,None,1000,24,289865,440,
P,NA,235848,silence.wav,None,1000,24,291865,441,
P,NA,235848,sinestep7.wav,None,1000,24,293865,450,
P,NA,235848,sinestep5_catch.wav,1,215,24,295865,430,
P,NA,235848,silence.wav,None,1000,24,297866,1214,
P,NA,235848,sinestep7.wav,None,1000,24,299866,428,
P,NA,235848,sinestep5.wav,None,1000,24,301866,439,
P,NA,235848,sinestep3.wav,None,1000,24,303866,439,
P,NA,235848,sinestep1_catch.wav,1,251,24,305866,439,
P,NA,235848,vowelstep3_catch.wav,1,475,24,307866,1197,
P,NA,235848,vowelstep5_catch.wav,1,191,24,309866,953,
P,NA,235848,vowelstep7.wav,None,1000,24,311866,1237,
P,NA,235848,silence.wav,None,1000,24,313865,430,
P,NA,235848,vowelstep7_catch.wav,1,275,24,315866,438,
P,NA,235848,vowelstep3.wav,None,1000,24,317866,1163,
P,NA,235848,silence.wav,None,1000,24,319866,437,
P,NA,235848,sinestep7_catch.wav,1,213,24,321866,448,
P,NA,235848,sinestep7.wav,None,1000,24,323866,1214,
P,NA,235848,vowelstep5.wav,None,1000,24,325866,428,
P,NA,235848,vowelstep3.wav,None,1000,24,327866,428,
P,NA,235848,sinestep5.wav,None,1000,24,329866,438,
P,NA,235848,sinestep5_catch.wav,1,133,24,331867,438,
P,NA,235848,sinestep3.wav,None,1000,24,333867,1304,
P,NA,235848,silence.wav,None,1000,24,335866,444,
P,NA,235848,vowelstep7.wav,None,1000,24,337866,427,
P,NA,235848,sinestep3_catch.wav,1,184,24,339866,427,
P,NA,235848,vowelstep5.wav,None,1000,24,341866,1242,
P,NA,235848,silence.wav,None,1000,24,343866,408,
P,NA,235848,sinestep1.wav,None,1000,24,345866,437,
P,NA,235848,vowelstep1.wav,None,1000,24,347866,437,
P,NA,235848,silence.wav,None,1000,24,349867,438,
P,NA,235848,silence.wav,None,1000,24,351867,416,
P,NA,235848,silence.wav,None,1000,24,353867,425,
P,NA,235848,sinestep1_catch.wav,1,212,24,355867,426,
P,NA,235848,sinestep1.wav,None,1000,24,357867,1213,
P,NA,235848,silence.wav,None,1000,24,359866,436,
P,NA,235848,vowelstep1_catch.wav,1,900,24,361866,436,
P,NA,235848,vowelstep5.wav,None,1000,24,363866,535,
P,NA,235848,sinestep5.wav,None,1000,24,365866,446,
P,NA,235848,vowelstep3.wav,None,1000,24,367867,426,
P,NA,235848,silence.wav,None,1000,24,369867,425,
P,NA,235848,silence.wav,None,1000,24,371867,424,
P,NA,235848,sinestep7.wav,None,1000,24,373867,434,
P,NA,235848,vowelstep5.wav,None,1000,24,375867,434,
P,NA,235848,silence.wav,None,1000,24,377867,435,
P,NA,235848,vowelstep3_catch.wav,1,269,24,379867,415,
P,NA,235848,silence.wav,None,1000,24,381867,1155,
P,NA,235848,vowelstep5.wav,None,1000,24,383866,424,
P,NA,235848,vowelstep5_catch.wav,1,215,24,385867,424,
P,NA,235848,vowelstep7_catch.wav,1,282,24,387867,1219,
P,NA,235848,sinestep3.wav,None,1000,24,389867,1151,
P,NA,235848,vowelstep5.wav,None,1000,24,391867,434,
P,NA,235848,vowelstep3.wav,None,1000,24,393867,445,
P,NA,235848,silence.wav,None,1000,24,395867,424,
P,NA,235848,sinestep3.wav,None,1000,24,397867,420,
P,NA,235848,silence.wav,None,1000,24,399867,423,
P,NA,235848,sinestep7_catch.wav,1,227,24,401851,434,
P,NA,235848,sinestep5_catch.wav,1,135,24,403851,1224,
P,NA,235848,sinestep5.wav,None,1000,24,405851,1297,
P,NA,235848,sinestep5.wav,None,1000,24,407851,443,
P,NA,235848,vowelstep7.wav,None,1000,24,409851,442,
P,NA,235848,sinestep3_catch.wav,1,254,24,411867,442,
P,NA,235848,vowelstep1.wav,None,1000,24,413867,1167,
I,0,826651,vowelstep7.wav,None,1000,24,826658,0,1.285
I,0,826651,sinestep1_catch.wav,1,191,24,828658,337,3.285
I,0,826651,sinestep3.wav,None,1000,24,830657,1150,5.285
I,0,826651,silence.wav,None,1000,24,832657,341,7.285
I,0,826651,vowelstep7.wav,None,1000,24,834657,353,9.285
I,0,826651,sinestep3_catch.wav,1,115,24,836657,352,11.285
I,0,826651,vowelstep3.wav,None,1000,24,838657,1233,13.285
I,0,826651,vowelstep3.wav,None,1000,24,840658,331,15.285
I,0,826651,silence.wav,None,1000,24,842658,342,17.285
I,0,826651,vowelstep1.wav,None,1000,24,844658,342,19.285
I,0,826651,vowelstep5.wav,None,1000,24,846658,348,21.285
I,0,826651,vowelstep7.wav,None,1000,24,848658,351,23.285
I,0,826651,sinestep1.wav,None,1000,24,850658,352,25.285
I,0,826651,vowelstep1.wav,None,1000,24,852658,347,27.285
I,0,826651,sinestep5_catch.wav,1,146,24,854657,340,29.285
I,0,826651,sinestep5.wav,None,1000,24,856658,1194,31.285
I,0,826651,vowelstep1.wav,None,1000,24,858658,339,33.285
I,0,826651,sinestep7.wav,None,1000,24,860658,337,35.285
I,0,826651,vowelstep3.wav,None,1000,24,862658,348,37.285
I,0,826651,vowelstep1.wav,None,1000,24,864658,348,39.285
I,0,826651,vowelstep1.wav,None,1000,24,866658,347,41.285
I,0,826651,sinestep3.wav,None,1000,24,868658,360,43.285
I,0,826651,sinestep5.wav,None,1000,24,870658,339,45.285
I,0,826651,sinestep5.wav,None,1000,24,872658,339,47.285
I,0,826651,vowelstep3.wav,None,1000,24,874659,339,49.285
I,0,826651,silence.wav,None,1000,24,876659,348,51.285
I,0,826651,sinestep7_catch.wav,1,162,24,878658,347,53.285
I,0,826651,silence.wav,None,1000,24,880658,1186,55.285
I,0,826651,sinestep1.wav,None,1000,24,882658,358,57.285
I,0,826651,vowelstep1.wav,None,1000,24,884658,338,59.285
I,0,826651,sinestep1.wav,None,1000,24,886658,335,61.285
I,0,826651,sinestep1.wav,None,1000,24,888658,339,63.285
I,0,826651,vowelstep7.wav,None,1000,24,890658,348,65.285
I,0,826651,sinestep5.wav,None,1000,24,892659,349,67.285
I,0,826651,sinestep5_catch.wav,1,179,24,894659,347,69.285
I,0,826651,vowelstep7.wav,None,1000,24,896659,1167,71.285
I,0,826651,vowelstep5.wav,None,1000,24,898659,338,73.285
I,0,826651,sinestep3.wav,None,1000,24,900659,336,75.285
I,0,826651,vowelstep1.wav,None,1000,24,902658,334,77.285
I,0,826651,sinestep3.wav,None,1000,24,904658,336,79.285
I,0,826651,sinestep5.wav,None,1000,24,906658,347,81.285
I,0,826651,sinestep5.wav,None,1000,24,908658,347,83.285
I,0,826651,vowelstep5.wav,None,1000,24,910659,356,85.285
I,0,826651,vowelstep7.wav,None,1000,24,912659,326,87.285
I,0,826651,sinestep3.wav,None,1000,24,914659,336,89.285
I,0,826651,vowelstep3.wav,None,1000,24,916659,337,91.285
I,0,826651,sinestep3.wav,None,1000,24,918659,346,93.285
I,0,826651,vowelstep5.wav,None,1000,24,920659,346,95.285
I,0,826651,sinestep7.wav,None,1000,24,922659,346,97.285
I,0,826651,sinestep3_catch.wav,1,139,24,924659,343,99.285
I,0,826651,sinestep1_catch.wav,1,141,24,926659,1215,101.285
I,0,826651,vowelstep3.wav,None,1000,24,928659,1193,103.285
I,0,826651,vowelstep3.wav,None,1000,24,930659,334,105.285
I,0,826651,vowelstep5.wav,None,1000,24,932659,336,107.285
I,0,826651,sinestep5.wav,None,1000,24,934659,344,109.285
I,0,826651,vowelstep5.wav,None,1000,24,936659,345,111.285
I,0,826651,vowelstep5.wav,None,1000,24,938659,355,113.285
I,0,826651,vowelstep1.wav,None,1000,24,940659,323,115.285
I,0,826651,vowelstep1_catch.wav,1,223,24,942659,330,117.285
I,0,826651,sinestep7.wav,None,1000,24,944660,1111,119.285
I,0,826651,vowelstep3.wav,None,1000,24,946660,344,121.285
I,0,826651,sinestep7.wav,None,1000,24,948660,344,123.285
I,0,826651,sinestep7.wav,None,1000,24,950659,344,125.285
I,0,826651,vowelstep7.wav,None,1000,24,952659,354,127.285
I,0,826651,vowelstep3.wav,None,1000,24,954659,355,129.285
I,0,826651,sinestep5.wav,None,1000,24,956659,334,131.285
I,0,826651,sinestep5.wav,None,1000,24,958659,333,133.285
I,0,826651,vowelstep3.wav,None,1000,24,960659,344,135.285
I,0,826651,sinestep5.wav,None,1000,24,962660,344,137.285
I,0,826651,sinestep1.wav,None,1000,24,964660,343,139.285
I,0,826651,vowelstep7.wav,None,1000,24,966660,338,141.285
I,0,826651,silence.wav,None,1000,24,968660,352,143.285
I,0,826651,vowelstep7.wav,None,1000,24,970660,332,145.285
I,0,826651,silence.wav,None,1000,24,972660,333,147.285
I,0,826651,sinestep1.wav,None,1000,24,974660,333,149.285
I,0,826651,vowelstep1.wav,None,1000,24,976659,343,151.285
I,0,826651,vowelstep3.wav,None,1000,24,978660,343,153.285
I,0,826651,silence.wav,None,1000,24,980660,342,155.285
I,0,826651,silence.wav,None,1000,24,982660,319,157.285
I,0,826651,vowelstep1.wav,None,1000,24,984660,332,159.285
I,0,826651,sinestep1.wav,None,1000,24,986660,332,161.285
I,0,826651,vowelstep3_catch.wav,1,176,24,988660,340,163.285
I,0,826651,sinestep1.wav,None,1000,24,990660,1165,165.285
I,0,826651,vowelstep5.wav,None,1000,24,992660,343,167.285
I,0,826651,vowelstep5_catch.wav,1,207,24,994660,342,169.285
I,0,826651,sinestep1.wav,None,1000,24,996661,1145,171.285
I,0,826651,silence.wav,None,1000,24,998661,331,173.285
I,0,826651,vowelstep5.wav,None,1000,24,1000660,332,175.285
I,0,826651,sinestep3.wav,None,1000,24,1002660,332,177.285
I,0,826651,sinestep3.wav,None,1000,24,1004660,342,179.285
I,0,826651,silence.wav,None,1000,24,1006660,341,181.285
I,0,826651,silence.wav,None,1000,24,1008660,342,183.285
I,0,826651,vowelstep3.wav,None,1000,24,1010660,351,185.285
I,0,826651,vowelstep7.wav,None,1000,24,1012660,352,187.285
I,0,826651,vowelstep7.wav,None,1000,24,1014661,328,189.285
I,0,826651,silence.wav,None,1000,24,1016661,360,191.285
I,0,826651,sinestep3.wav,None,1000,24,1018661,339,193.285
I,0,826651,sinestep3.wav,None,1000,24,1020661,341,195.285
I,0,826651,vowelstep5.wav,None,1000,24,1022661,336,197.285
I,0,826651,vowelstep1.wav,None,1000,24,1024660,351,199.285
I,0,826651,vowelstep1.wav,None,1000,24,1026660,349,201.285
I,0,826651,sinestep5.wav,None,1000,24,1028660,351,203.285
I,0,826651,silence.wav,None,1000,24,1030660,361,205.285
I,0,826651,sinestep5.wav,None,1000,24,1032661,339,207.285
I,0,826651,sinestep7.wav,None,1000,24,1034661,339,209.285
I,0,826651,sinestep1.wav,None,1000,24,1036661,339,211.285
I,0,826651,sinestep5.wav,None,1000,24,1038661,349,213.285
I,0,826651,vowelstep5.wav,None,1000,24,1040661,350,215.285
I,0,826651,sinestep7.wav,None,1000,24,1042661,349,217.285
I,0,826651,sinestep5.wav,None,1000,24,1044661,360,219.285
I,0,826651,sinestep3.wav,None,1000,24,1046661,329,221.285
I,0,826651,silence.wav,None,1000,24,1048661,339,223.285
I,0,826651,vowelstep7_catch.wav,1,229,24,1050661,339,225.285
I,0,826651,sinestep7.wav,None,1000,24,1052661,1119,227.285
I,0,826651,sinestep7.wav,None,1000,24,1054661,348,229.285
I,0,826651,sinestep3.wav,None,1000,24,1056661,349,231.285
I,0,826651,vowelstep3.wav,None,1000,24,1058661,348,233.285
I,0,826651,silence.wav,None,1000,24,1060661,328,235.285
I,0,826651,sinestep3.wav,None,1000,24,1062661,338,237.285
I,0,826651,sinestep5.wav,None,1000,24,1064661,337,239.285
I,0,826651,silence.wav,None,1000,24,1066662,338,241.285
I,0,826651,vowelstep3.wav,None,1000,24,1068662,347,243.285
I,0,826651,sinestep1.wav,None,1000,24,1070662,342,245.285
I,0,826651,sinestep1.wav,None,1000,24,1072661,357,247.285
I,0,826651,sinestep7.wav,None,1000,24,1074661,325,249.285
I,0,826651,vowelstep7.wav,None,1000,24,1076661,337,251.285
I,0,826651,vowelstep5.wav,None,1000,24,1078661,337,253.285
I,0,826651,silence.wav,None,1000,24,1080661,346,255.285
I,0,826651,sinestep3.wav,None,1000,24,1082661,347,257.285
