accuracy,block,correct_response,count_logger,fname,response_response,response_time_response,session_number,subject_nr
0,pretest_discrimination,0,0,iyu_step_5-step_7.wav,g,3819,S3,303
50,pretest_discrimination,1,1,iyu_step_5-step_5.wav,g,479,S3,303
66.66666667,pretest_discrimination,1,2,iyu_step_1-step_3.wav,a,1285,S3,303
75,pretest_discrimination,1,3,iyu_step_7-step_7.wav,g,512,S3,303
80,pretest_discrimination,1,4,iyu_step_5-step_5.wav,g,1131,S3,303
83.33333333,pretest_discrimination,1,5,iyu_step_4-step_2.wav,a,448,S3,303
85.71428571,pretest_discrimination,1,6,iyu_step_2-step_2.wav,g,377,S3,303
87.5,pretest_discrimination,1,7,iyu_step_6-step_6.wav,g,719,S3,303
88.88888889,pretest_discrimination,1,8,iyu_step_2-step_4.wav,a,323,S3,303
90,pretest_discrimination,1,9,iyu_step_1-step_1.wav,g,396,S3,303
90.90909091,pretest_discrimination,1,10,iyu_step_4-step_4.wav,g,501,S3,303
91.66666667,pretest_discrimination,1,11,iyu_step_7-step_5.wav,a,1602,S3,303
92.30769231,pretest_discrimination,1,12,iyu_step_3-step_3.wav,g,429,S3,303
92.85714286,pretest_discrimination,1,13,iyu_step_5-step_3.wav,a,702,S3,303
93.33333333,pretest_discrimination,1,14,iyu_step_5-step_3.wav,a,622,S3,303
87.5,pretest_discrimination,0,15,iyu_step_3-step_1.wav,g,679,S3,303
88.23529412,pretest_discrimination,1,16,iyu_step_7-step_5.wav,a,952,S3,303
88.88888889,pretest_discrimination,1,17,iyu_step_1-step_1.wav,g,362,S3,303
89.47368421,pretest_discrimination,1,18,iyu_step_6-step_4.wav,a,620,S3,303
90,pretest_discrimination,1,19,iyu_step_3-step_5.wav,a,418,S3,303
85.71428571,pretest_discrimination,0,20,iyu_step_4-step_2.wav,g,2170,S3,303
86.36363636,pretest_discrimination,1,21,iyu_step_6-step_6.wav,g,446,S3,303
86.95652174,pretest_discrimination,1,22,iyu_step_6-step_6.wav,g,391,S3,303
87.5,pretest_discrimination,1,23,iyu_step_3-step_3.wav,g,611,S3,303
88,pretest_discrimination,1,24,iyu_step_1-step_3.wav,a,387,S3,303
88.46153846,pretest_discrimination,1,25,iyu_step_7-step_5.wav,a,438,S3,303
88.88888889,pretest_discrimination,1,26,iyu_step_1-step_3.wav,a,1026,S3,303
89.28571429,pretest_discrimination,1,27,iyu_step_3-step_5.wav,a,824,S3,303
86.20689655,pretest_discrimination,0,28,iyu_step_2-step_4.wav,g,439,S3,303
83.33333333,pretest_discrimination,0,29,iyu_step_6-step_6.wav,a,396,S3,303
83.87096774,pretest_discrimination,1,30,iyu_step_5-step_5.wav,g,994,S3,303
