"acc","block","correct_response","count_logger","fname","response_response","response_time_response","session_number","subject_nr"
"100","pretest_discrimination","1","0","i-y-u_step_6-step_4.wav","g","1125","3","603"
"100","pretest_discrimination","1","1","i-y-u_step_3-step_5.wav","g","1748","3","603"
"100","pretest_discrimination","1","2","i-y-u_step_5-step_7.wav","g","342","3","603"
"75","pretest_discrimination","0","3","i-y-u_step_1-step_3.wav","a","591","3","603"
"80","pretest_discrimination","1","4","i-y-u_step_4-step_6.wav","g","992","3","603"
"66.6666666667","pretest_discrimination","0","5","i-y-u_step_5-step_3.wav","a","302","3","603"
"71.4285714286","pretest_discrimination","1","6","i-y-u_step_4-step_2.wav","g","500","3","603"
"75","pretest_discrimination","1","7","i-y-u_step3-step3.wav","a","600","3","603"
"66.6666666667","pretest_discrimination","0","8","i-y-u_step4-step4.wav","g","741","3","603"
"70","pretest_discrimination","1","9","i-y-u_step7-step7.wav","a","1188","3","603"
"72.7272727273","pretest_discrimination","1","10","i-y-u_step_4-step_2.wav","g","1300","3","603"
"66.6666666667","pretest_discrimination","0","11","i-y-u_step_1-step_3.wav","a","1399","3","603"
"69.2307692308","pretest_discrimination","1","12","i-y-u_step_7-step_5.wav","g","820","3","603"
"71.4285714286","pretest_discrimination","1","13","i-y-u_step3-step3.wav","a","979","3","603"
"73.3333333333","pretest_discrimination","1","14","i-y-u_step_5-step_3.wav","g","1388","3","603"
"75","pretest_discrimination","1","15","i-y-u_step_3-step_1.wav","g","1065","3","603"
"76.4705882353","pretest_discrimination","1","16","i-y-u_step_4-step_2.wav","g","1169","3","603"
"77.7777777778","pretest_discrimination","1","17","i-y-u_step6-step6.wav","a","656","3","603"
"78.9473684211","pretest_discrimination","1","18","i-y-u_step1-step1.wav","a","2730","3","603"
"80","pretest_discrimination","1","19","i-y-u_step6-step6.wav","a","4901","3","603"
"80.9523809524","pretest_discrimination","1","20","i-y-u_step_5-step_7.wav","g","701","3","603"
"81.8181818182","pretest_discrimination","1","21","i-y-u_step3-step3.wav","a","1157","3","603"
"82.6086956522","pretest_discrimination","1","22","i-y-u_step_5-step_3.wav","g","1631","3","603"
"79.1666666667","pretest_discrimination","0","23","i-y-u_step_5-step_7.wav","a","2226","3","603"
"80","pretest_discrimination","1","24","i-y-u_step5-step5.wav","a","2785","3","603"
"76.9230769231","pretest_discrimination","0","25","i-y-u_step_5-step_7.wav","a","1711","3","603"
"77.7777777778","pretest_discrimination","1","26","i-y-u_step7-step7.wav","a","1093","3","603"
"78.5714285714","pretest_discrimination","1","27","i-y-u_step4-step4.wav","a","634","3","603"
"79.3103448276","pretest_discrimination","1","28","i-y-u_step_5-step_7.wav","g","515","3","603"
"80","pretest_discrimination","1","29","i-y-u_step_7-step_5.wav","g","1837","3","603"
"80.6451612903","pretest_discrimination","1","30","i-y-u_step4-step4.wav","a","1123","3","603"
"81.25","pretest_discrimination","1","31","i-y-u_step_4-step_6.wav","g","438","3","603"
"81.8181818182","pretest_discrimination","1","32","i-y-u_step5-step5.wav","a","377","3","603"
"82.3529411765","pretest_discrimination","1","33","i-y-u_step7-step7.wav","a","689","3","603"
"80","pretest_discrimination","0","34","i-y-u_step_3-step_1.wav","a","495","3","603"
"77.7777777778","pretest_discrimination","0","35","i-y-u_step_7-step_5.wav","a","543","3","603"
"75.6756756757","pretest_discrimination","0","36","i-y-u_step_6-step_4.wav","a","373","3","603"
"73.6842105263","pretest_discrimination","0","37","i-y-u_step_5-step_7.wav","a","684","3","603"
"74.358974359","pretest_discrimination","1","38","i-y-u_step_3-step_1.wav","g","715","3","603"
"75","pretest_discrimination","1","39","i-y-u_step_3-step_5.wav","g","659","3","603"
"73.1707317073","pretest_discrimination","0","40","i-y-u_step_2-step_4.wav","a","1020","3","603"
"73.8095238095","pretest_discrimination","1","41","i-y-u_step_6-step_4.wav","g","1385","3","603"
"74.4186046512","pretest_discrimination","1","42","i-y-u_step1-step1.wav","a","741","3","603"
"75","pretest_discrimination","1","43","i-y-u_step5-step5.wav","a","2290","3","603"
"73.3333333333","pretest_discrimination","0","44","i-y-u_step_3-step_1.wav","a","637","3","603"
"71.7391304348","pretest_discrimination","0","45","i-y-u_step_4-step_6.wav","a","770","3","603"
"70.2127659574","pretest_discrimination","0","46","i-y-u_step_4-step_6.wav","a","620","3","603"
"70.8333333333","pretest_discrimination","1","47","i-y-u_step_1-step_3.wav","g","471","3","603"
"69.387755102","pretest_discrimination","0","48","i-y-u_step_7-step_5.wav","a","358","3","603"
"68","pretest_discrimination","0","49","i-y-u_step_6-step_4.wav","a","313","3","603"
"66.6666666667","pretest_discrimination","0","50","i-y-u_step_3-step_5.wav","a","469","3","603"
"67.3076923077","pretest_discrimination","1","51","i-y-u_step_6-step_4.wav","g","528","3","603"
"66.0377358491","pretest_discrimination","0","52","i-y-u_step4-step4.wav","g","286","3","603"
"64.8148148148","pretest_discrimination","0","53","i-y-u_step_3-step_1.wav","a","597","3","603"
"63.6363636364","pretest_discrimination","0","54","i-y-u_step_3-step_5.wav","a","926","3","603"
"64.2857142857","pretest_discrimination","1","55","i-y-u_step4-step4.wav","a","1042","3","603"
"63.1578947368","pretest_discrimination","0","56","i-y-u_step_1-step_3.wav","a","697","3","603"
"63.7931034483","pretest_discrimination","1","57","i-y-u_step6-step6.wav","a","634","3","603"
"64.406779661","pretest_discrimination","1","58","i-y-u_step_7-step_5.wav","g","579","3","603"
"65","pretest_discrimination","1","59","i-y-u_step7-step7.wav","a","725","3","603"
"65.5737704918","pretest_discrimination","1","60","i-y-u_step1-step1.wav","a","437","3","603"
"66.1290322581","pretest_discrimination","1","61","i-y-u_step4-step4.wav","a","301","3","603"
"66.6666666667","pretest_discrimination","1","62","i-y-u_step7-step7.wav","a","235","3","603"
"67.1875","pretest_discrimination","1","63","i-y-u_step7-step7.wav","a","314","3","603"
"67.6923076923","pretest_discrimination","1","64","i-y-u_step_3-step_5.wav","g","618","3","603"
"68.1818181818","pretest_discrimination","1","65","i-y-u_step3-step3.wav","a","487","3","603"
"67.1641791045","pretest_discrimination","0","66","i-y-u_step_2-step_4.wav","a","521","3","603"
"67.6470588235","pretest_discrimination","1","67","i-y-u_step2-step2.wav","a","1705","3","603"
"68.115942029","pretest_discrimination","1","68","i-y-u_step_3-step_1.wav","g","542","3","603"
"68.5714285714","pretest_discrimination","1","69","i-y-u_step5-step5.wav","a","683","3","603"
"69.014084507","pretest_discrimination","1","70","i-y-u_step_7-step_5.wav","g","561","3","603"
"68.0555555556","pretest_discrimination","0","71","i-y-u_step_5-step_3.wav","a","706","3","603"
"68.4931506849","pretest_discrimination","1","72","i-y-u_step2-step2.wav","a","632","3","603"
"68.9189189189","pretest_discrimination","1","73","i-y-u_step6-step6.wav","a","933","3","603"
"69.3333333333","pretest_discrimination","1","74","i-y-u_step2-step2.wav","a","1135","3","603"
"68.4210526316","pretest_discrimination","0","75","i-y-u_step_2-step_4.wav","a","1242","3","603"
"68.8311688312","pretest_discrimination","1","76","i-y-u_step6-step6.wav","a","334","3","603"
"67.9487179487","pretest_discrimination","0","77","i-y-u_step_4-step_2.wav","a","754","3","603"
"67.0886075949","pretest_discrimination","0","78","i-y-u_step_4-step_6.wav","a","1872","3","603"
"66.25","pretest_discrimination","0","79","i-y-u_step_3-step_5.wav","a","859","3","603"
"65.4320987654","pretest_discrimination","0","80","i-y-u_step_4-step_6.wav","a","1430","3","603"
"65.8536585366","pretest_discrimination","1","81","i-y-u_step5-step5.wav","a","1128","3","603"
"66.265060241","pretest_discrimination","1","82","i-y-u_step3-step3.wav","a","563","3","603"
"66.6666666667","pretest_discrimination","1","83","i-y-u_step_6-step_4.wav","g","654","3","603"
"67.0588235294","pretest_discrimination","1","84","i-y-u_step6-step6.wav","a","773","3","603"
"66.2790697674","pretest_discrimination","0","85","i-y-u_step_4-step_6.wav","a","740","3","603"
"66.6666666667","pretest_discrimination","1","86","i-y-u_step_5-step_3.wav","g","469","3","603"
"67.0454545455","pretest_discrimination","1","87","i-y-u_step5-step5.wav","a","647","3","603"
