accuracy,block,correct_response,count_logger,fname,response_response,response_time_response,session_number,subject_nr
100,pretest_discrimination,1,0,iyu_step_3-step_5.wav,A,806,S3,2003
100,pretest_discrimination,1,1,iyu_step_4-step_6.wav,A,2082,S3,2003
66.66666667,pretest_discrimination,0,2,iyu_step_6-step_6.wav,A,326,S3,2003
75,pretest_discrimination,1,3,iyu_step_3-step_1.wav,A,816,S3,2003
60,pretest_discrimination,0,4,iyu_step_3-step_1.wav,G,770,S3,2003
66.66666667,pretest_discrimination,1,5,iyu_step_5-step_7.wav,A,772,S3,2003
57.14285714,pretest_discrimination,0,6,iyu_step_4-step_2.wav,G,663,S3,2003
62.5,pretest_discrimination,1,7,iyu_step_3-step_3.wav,G,1236,S3,2003
55.55555556,pretest_discrimination,0,8,iyu_step_4-step_2.wav,G,552,S3,2003
50,pretest_discrimination,0,9,iyu_step_6-step_4.wav,G,1220,S3,2003
45.45454545,pretest_discrimination,0,10,iyu_step_2-step_2.wav,A,272,S3,2003
41.66666667,pretest_discrimination,0,11,iyu_step_1-step_1.wav,A,379,S3,2003
46.15384615,pretest_discrimination,1,12,iyu_step_7-step_5.wav,A,527,S3,2003
42.85714286,pretest_discrimination,0,13,iyu_step_1-step_1.wav,A,941,S3,2003
46.66666667,pretest_discrimination,1,14,iyu_step_6-step_4.wav,A,897,S3,2003
50,pretest_discrimination,1,15,iyu_step_1-step_3.wav,A,923,S3,2003
52.94117647,pretest_discrimination,1,16,iyu_step_2-step_4.wav,A,535,S3,2003
50,pretest_discrimination,0,17,iyu_step_4-step_2.wav,G,512,S3,2003
47.36842105,pretest_discrimination,0,18,iyu_step_1-step_1.wav,A,349,S3,2003
45,pretest_discrimination,0,19,iyu_step_6-step_4.wav,G,1041,S3,2003
42.85714286,pretest_discrimination,0,20,iyu_step_4-step_2.wav,G,480,S3,2003
45.45454545,pretest_discrimination,1,21,iyu_step_4-step_6.wav,A,1718,S3,2003
43.47826087,pretest_discrimination,0,22,iyu_step_2-step_4.wav,G,895,S3,2003
41.66666667,pretest_discrimination,0,23,iyu_step_6-step_6.wav,A,355,S3,2003
44,pretest_discrimination,1,24,iyu_step_7-step_5.wav,A,643,S3,2003
