accuracy,block,correct_response,count_logger,fname,response_response,response_time_response,session,subject_nr
0,pretest_discrimination,0,0,iyu_step_3-step_1.wav,g,484,S3,2703
0,pretest_discrimination,0,1,iyu_step_2-step_4.wav,g,433,S3,2703
33.33333333,pretest_discrimination,1,2,iyu_step_4-step_6.wav,a,534,S3,2703
50,pretest_discrimination,1,3,iyu_step_5-step_5.wav,g,300,S3,2703
60,pretest_discrimination,1,4,iyu_step_2-step_4.wav,a,341,S3,2703
66.66666667,pretest_discrimination,1,5,iyu_step_3-step_1.wav,a,314,S3,2703
57.14285714,pretest_discrimination,0,6,iyu_step_4-step_4.wav,a,439,S3,2703
62.5,pretest_discrimination,1,7,iyu_step_3-step_1.wav,a,482,S3,2703
55.55555556,pretest_discrimination,0,8,iyu_step_2-step_2.wav,a,540,S3,2703
60,pretest_discrimination,1,9,iyu_step_7-step_5.wav,a,308,S3,2703
54.54545455,pretest_discrimination,0,10,iyu_step_1-step_3.wav,g,448,S3,2703
50,pretest_discrimination,0,11,iyu_step_4-step_6.wav,g,572,S3,2703
53.84615385,pretest_discrimination,1,12,iyu_step_7-step_7.wav,g,355,S3,2703
57.14285714,pretest_discrimination,1,13,iyu_step_3-step_5.wav,a,715,S3,2703
53.33333333,pretest_discrimination,0,14,iyu_step_3-step_1.wav,g,2418,S3,2703
56.25,pretest_discrimination,1,15,iyu_step_4-step_4.wav,g,232,S3,2703
58.82352941,pretest_discrimination,1,16,iyu_step_4-step_6.wav,a,182,S3,2703
61.11111111,pretest_discrimination,1,17,iyu_step_5-step_7.wav,a,347,S3,2703
63.15789474,pretest_discrimination,1,18,iyu_step_7-step_5.wav,a,430,S3,2703
65,pretest_discrimination,1,19,iyu_step_4-step_2.wav,a,437,S3,2703
66.66666667,pretest_discrimination,1,20,iyu_step_3-step_5.wav,a,230,S3,2703
68.18181818,pretest_discrimination,1,21,iyu_step_4-step_2.wav,a,169,S3,2703
69.56521739,pretest_discrimination,1,22,iyu_step_5-step_3.wav,a,370,S3,2703
70.83333333,pretest_discrimination,1,23,iyu_step_2-step_4.wav,a,405,S3,2703
72,pretest_discrimination,1,24,iyu_step_2-step_4.wav,a,311,S3,2703
69.23076923,pretest_discrimination,0,25,iyu_step_1-step_1.wav,a,1061,S3,2703
70.37037037,pretest_discrimination,1,26,iyu_step_3-step_1.wav,a,796,S3,2703
71.42857143,pretest_discrimination,1,27,iyu_step_7-step_7.wav,g,507,S3,2703
72.4137931,pretest_discrimination,1,28,iyu_step_4-step_6.wav,a,715,S3,2703
73.33333333,pretest_discrimination,1,29,iyu_step_6-step_6.wav,g,512,S3,2703
70.96774194,pretest_discrimination,0,30,iyu_step_3-step_3.wav,a,358,S3,2703
71.875,pretest_discrimination,1,31,iyu_step_5-step_7.wav,a,1053,S3,2703
72.72727273,pretest_discrimination,1,32,iyu_step_5-step_5.wav,g,379,S3,2703
73.52941176,pretest_discrimination,1,33,iyu_step_4-step_2.wav,a,354,S3,2703
74.28571429,pretest_discrimination,1,34,iyu_step_7-step_7.wav,g,174,S3,2703
72.22222222,pretest_discrimination,0,35,iyu_step_3-step_3.wav,a,367,S3,2703
70.27027027,pretest_discrimination,0,36,iyu_step_3-step_3.wav,a,1093,S3,2703
71.05263158,pretest_discrimination,1,37,iyu_step_2-step_2.wav,g,334,S3,2703
71.79487179,pretest_discrimination,1,38,iyu_step_1-step_1.wav,g,182,S3,2703
70,pretest_discrimination,0,39,iyu_step_5-step_5.wav,a,610,S3,2703
70.73170732,pretest_discrimination,1,40,iyu_step_4-step_6.wav,a,197,S3,2703
71.42857143,pretest_discrimination,1,41,iyu_step_2-step_4.wav,a,180,S3,2703
72.09302326,pretest_discrimination,1,42,iyu_step_4-step_6.wav,a,318,S3,2703
72.72727273,pretest_discrimination,1,43,iyu_step_4-step_2.wav,a,239,S3,2703
73.33333333,pretest_discrimination,1,44,iyu_step_7-step_7.wav,g,246,S3,2703
73.91304348,pretest_discrimination,1,45,iyu_step_5-step_7.wav,a,273,S3,2703
74.46808511,pretest_discrimination,1,46,iyu_step_5-step_5.wav,g,1156,S3,2703
75,pretest_discrimination,1,47,iyu_step_5-step_3.wav,a,290,S3,2703
75.51020408,pretest_discrimination,1,48,iyu_step_4-step_2.wav,a,283,S3,2703
76,pretest_discrimination,1,49,iyu_step_3-step_5.wav,a,319,S3,2703
76.47058824,pretest_discrimination,1,50,iyu_step_7-step_5.wav,a,389,S3,2703
75,pretest_discrimination,0,51,iyu_step_2-step_2.wav,a,598,S3,2703
75.47169811,pretest_discrimination,1,52,iyu_step_5-step_3.wav,a,376,S3,2703
74.07407407,pretest_discrimination,0,53,iyu_step_1-step_3.wav,g,298,S3,2703
72.72727273,pretest_discrimination,0,54,iyu_step_3-step_1.wav,g,344,S3,2703
73.21428571,pretest_discrimination,1,55,iyu_step_3-step_5.wav,a,1109,S3,2703
73.68421053,pretest_discrimination,1,56,iyu_step_2-step_4.wav,a,381,S3,2703
74.13793103,pretest_discrimination,1,57,iyu_step_2-step_4.wav,a,424,S3,2703
74.57627119,pretest_discrimination,1,58,iyu_step_3-step_3.wav,g,581,S3,2703
75,pretest_discrimination,1,59,iyu_step_4-step_6.wav,a,313,S3,2703
73.7704918,pretest_discrimination,0,60,iyu_step_1-step_1.wav,a,419,S3,2703
74.19354839,pretest_discrimination,1,61,iyu_step_6-step_4.wav,a,345,S3,2703
74.6031746,pretest_discrimination,1,62,iyu_step_5-step_5.wav,g,552,S3,2703
73.4375,pretest_discrimination,0,63,iyu_step_1-step_1.wav,a,304,S3,2703
73.84615385,pretest_discrimination,1,64,iyu_step_1-step_3.wav,a,318,S3,2703
74.24242424,pretest_discrimination,1,65,iyu_step_7-step_5.wav,a,368,S3,2703
73.13432836,pretest_discrimination,0,66,iyu_step_2-step_2.wav,a,460,S3,2703
73.52941176,pretest_discrimination,1,67,iyu_step_2-step_4.wav,a,260,S3,2703
73.91304348,pretest_discrimination,1,68,iyu_step_3-step_5.wav,a,284,S3,2703
74.28571429,pretest_discrimination,1,69,iyu_step_6-step_6.wav,g,369,S3,2703
73.23943662,pretest_discrimination,0,70,iyu_step_1-step_3.wav,g,820,S3,2703
72.22222222,pretest_discrimination,0,71,iyu_step_1-step_1.wav,a,211,S3,2703
72.60273973,pretest_discrimination,1,72,iyu_step_7-step_7.wav,g,379,S3,2703
72.97297297,pretest_discrimination,1,73,iyu_step_5-step_7.wav,a,330,S3,2703
73.33333333,pretest_discrimination,1,74,iyu_step_7-step_5.wav,a,406,S3,2703
73.68421053,pretest_discrimination,1,75,iyu_step_6-step_6.wav,g,275,S3,2703
74.02597403,pretest_discrimination,1,76,iyu_step_2-step_2.wav,g,742,S3,2703
73.07692308,pretest_discrimination,0,77,iyu_step_3-step_3.wav,a,396,S3,2703
73.41772152,pretest_discrimination,1,78,iyu_step_4-step_4.wav,g,800,S3,2703
73.75,pretest_discrimination,1,79,iyu_step_7-step_7.wav,g,276,S3,2703
74.07407407,pretest_discrimination,1,80,iyu_step_2-step_4.wav,a,202,S3,2703
74.3902439,pretest_discrimination,1,81,iyu_step_4-step_2.wav,a,206,S3,2703
73.4939759,pretest_discrimination,0,82,iyu_step_1-step_1.wav,a,185,S3,2703
73.80952381,pretest_discrimination,1,83,iyu_step_3-step_5.wav,a,416,S3,2703
72.94117647,pretest_discrimination,0,84,iyu_step_5-step_3.wav,g,232,S3,2703
73.25581395,pretest_discrimination,1,85,iyu_step_4-step_4.wav,g,215,S3,2703
73.56321839,pretest_discrimination,1,86,iyu_step_4-step_2.wav,a,265,S3,2703
73.86363636,pretest_discrimination,1,87,iyu_step_6-step_4.wav,a,291,S3,2703
74.15730337,pretest_discrimination,1,88,iyu_step_7-step_7.wav,g,509,S3,2703
73.33333333,pretest_discrimination,0,89,iyu_step_4-step_4.wav,a,238,S3,2703
72.52747253,pretest_discrimination,0,90,iyu_step_5-step_5.wav,a,540,S3,2703
72.82608696,pretest_discrimination,1,91,iyu_step_2-step_4.wav,a,445,S3,2703
73.11827957,pretest_discrimination,1,92,iyu_step_4-step_2.wav,a,397,S3,2703
