acc,block,correct_response,count_logger,fname,response_response,response_time_response,session_number,subject_nr
0,pretest_discrimination,0,0,i-y-u_step_7-step_5.wav,a,1763,3,3203
50,pretest_discrimination,1,1,i-y-u_step5-step5.wav,a,925,3,3203
33.33333333,pretest_discrimination,0,2,i-y-u_step_4-step_6.wav,a,786,3,3203
50,pretest_discrimination,1,3,i-y-u_step6-step6.wav,a,1997,3,3203
60,pretest_discrimination,1,4,i-y-u_step6-step6.wav,a,873,3,3203
50,pretest_discrimination,0,5,i-y-u_step_6-step_4.wav,a,389,3,3203
42.85714286,pretest_discrimination,0,6,i-y-u_step_2-step_4.wav,a,528,3,3203
37.5,pretest_discrimination,0,7,i-y-u_step_5-step_3.wav,a,310,3,3203
44.44444444,pretest_discrimination,1,8,i-y-u_step3-step3.wav,a,221,3,3203
50,pretest_discrimination,1,9,i-y-u_step1-step1.wav,a,209,3,3203
54.54545455,pretest_discrimination,1,10,i-y-u_step4-step4.wav,a,480,3,3203
50,pretest_discrimination,0,11,i-y-u_step_5-step_7.wav,a,2717,3,3203
53.84615385,pretest_discrimination,1,12,i-y-u_step_5-step_7.wav,g,1495,3,3203
50,pretest_discrimination,0,13,i-y-u_step7-step7.wav,g,642,3,3203
46.66666667,pretest_discrimination,0,14,i-y-u_step_4-step_6.wav,a,529,3,3203
50,pretest_discrimination,1,15,i-y-u_step2-step2.wav,a,508,3,3203
52.94117647,pretest_discrimination,1,16,i-y-u_step_4-step_6.wav,g,568,3,3203
50,pretest_discrimination,0,17,i-y-u_step_5-step_3.wav,a,243,3,3203
47.36842105,pretest_discrimination,0,18,i-y-u_step_5-step_3.wav,a,552,3,3203
45,pretest_discrimination,0,19,i-y-u_step_1-step_3.wav,a,1290,3,3203
42.85714286,pretest_discrimination,0,20,i-y-u_step_6-step_4.wav,a,1001,3,3203
40.90909091,pretest_discrimination,0,21,i-y-u_step1-step1.wav,g,1197,3,3203
39.13043478,pretest_discrimination,0,22,i-y-u_step_3-step_1.wav,a,613,3,3203
37.5,pretest_discrimination,0,23,i-y-u_step_3-step_5.wav,a,304,3,3203
40,pretest_discrimination,1,24,i-y-u_step7-step7.wav,a,590,3,3203
42.30769231,pretest_discrimination,1,25,i-y-u_step_6-step_4.wav,g,952,3,3203
40.74074074,pretest_discrimination,0,26,i-y-u_step_6-step_4.wav,a,292,3,3203
39.28571429,pretest_discrimination,0,27,i-y-u_step5-step5.wav,g,744,3,3203
37.93103448,pretest_discrimination,0,28,i-y-u_step_6-step_4.wav,a,242,3,3203
36.66666667,pretest_discrimination,0,29,i-y-u_step_3-step_5.wav,a,311,3,3203
35.48387097,pretest_discrimination,0,30,i-y-u_step_1-step_3.wav,a,684,3,3203
34.375,pretest_discrimination,0,31,i-y-u_step_4-step_2.wav,a,411,3,3203
33.33333333,pretest_discrimination,0,32,i-y-u_step5-step5.wav,g,555,3,3203
32.35294118,pretest_discrimination,0,33,i-y-u_step_6-step_4.wav,a,585,3,3203
34.28571429,pretest_discrimination,1,34,i-y-u_step4-step4.wav,a,567,3,3203
33.33333333,pretest_discrimination,0,35,i-y-u_step3-step3.wav,g,602,3,3203
35.13513514,pretest_discrimination,1,36,i-y-u_step3-step3.wav,a,257,3,3203
36.84210526,pretest_discrimination,1,37,i-y-u_step2-step2.wav,a,580,3,3203
35.8974359,pretest_discrimination,0,38,i-y-u_step_3-step_1.wav,a,378,3,3203
37.5,pretest_discrimination,1,39,i-y-u_step2-step2.wav,a,976,3,3203
39.02439024,pretest_discrimination,1,40,i-y-u_step3-step3.wav,a,356,3,3203
40.47619048,pretest_discrimination,1,41,i-y-u_step5-step5.wav,a,316,3,3203
41.86046512,pretest_discrimination,1,42,i-y-u_step5-step5.wav,a,275,3,3203
