"acc","block","correct_response","count_logger","fname","response_response","response_time_response","session_number","subject_nr"
"0","pretest_discrimination","0","0","i-y-u_step_4-step_6.wav","g","868","2","3102"
"50","pretest_discrimination","1","1","i-y-u_step_4-step_2.wav","a","460","2","3102"
"66.6666666667","pretest_discrimination","1","2","i-y-u_step7-step7.wav","g","273","2","3102"
"75","pretest_discrimination","1","3","i-y-u_step6-step6.wav","g","280","2","3102"
"80","pretest_discrimination","1","4","i-y-u_step7-step7.wav","g","318","2","3102"
"66.6666666667","pretest_discrimination","0","5","i-y-u_step_3-step_1.wav","g","331","2","3102"
"57.1428571429","pretest_discrimination","0","6","i-y-u_step_4-step_6.wav","g","453","2","3102"
"62.5","pretest_discrimination","1","7","i-y-u_step7-step7.wav","g","286","2","3102"
"66.6666666667","pretest_discrimination","1","8","i-y-u_step_1-step_3.wav","a","488","2","3102"
"70","pretest_discrimination","1","9","i-y-u_step_2-step_4.wav","a","375","2","3102"
"63.6363636364","pretest_discrimination","0","10","i-y-u_step_5-step_7.wav","g","250","2","3102"
"66.6666666667","pretest_discrimination","1","11","i-y-u_step_1-step_3.wav","a","292","2","3102"
"61.5384615385","pretest_discrimination","0","12","i-y-u_step_5-step_7.wav","g","330","2","3102"
"57.1428571429","pretest_discrimination","0","13","i-y-u_step_5-step_7.wav","g","241","2","3102"
"60","pretest_discrimination","1","14","i-y-u_step6-step6.wav","g","329","2","3102"
"62.5","pretest_discrimination","1","15","i-y-u_step7-step7.wav","g","176","2","3102"
"64.7058823529","pretest_discrimination","1","16","i-y-u_step_1-step_3.wav","a","389","2","3102"
"66.6666666667","pretest_discrimination","1","17","i-y-u_step6-step6.wav","g","249","2","3102"
"63.1578947368","pretest_discrimination","0","18","i-y-u_step_7-step_5.wav","g","249","2","3102"
"65","pretest_discrimination","1","19","i-y-u_step3-step3.wav","g","720","2","3102"
"61.9047619048","pretest_discrimination","0","20","i-y-u_step_3-step_5.wav","g","830","2","3102"
"63.6363636364","pretest_discrimination","1","21","i-y-u_step1-step1.wav","g","512","2","3102"
"65.2173913043","pretest_discrimination","1","22","i-y-u_step_5-step_3.wav","a","758","2","3102"
"66.6666666667","pretest_discrimination","1","23","i-y-u_step_1-step_3.wav","a","435","2","3102"
"64","pretest_discrimination","0","24","i-y-u_step_6-step_4.wav","g","311","2","3102"
"65.3846153846","pretest_discrimination","1","25","i-y-u_step1-step1.wav","g","816","2","3102"
"62.962962963","pretest_discrimination","0","26","i-y-u_step_6-step_4.wav","g","951","2","3102"
"64.2857142857","pretest_discrimination","1","27","i-y-u_step7-step7.wav","g","178","2","3102"
"62.0689655172","pretest_discrimination","0","28","i-y-u_step_4-step_6.wav","g","1294","2","3102"
"60","pretest_discrimination","0","29","i-y-u_step_3-step_1.wav","g","1920","2","3102"
"58.064516129","pretest_discrimination","0","30","i-y-u_step_6-step_4.wav","g","414","2","3102"
"59.375","pretest_discrimination","1","31","i-y-u_step4-step4.wav","g","289","2","3102"
"60.6060606061","pretest_discrimination","1","32","i-y-u_step5-step5.wav","g","321","2","3102"
"58.8235294118","pretest_discrimination","0","33","i-y-u_step_6-step_4.wav","g","240","2","3102"
"57.1428571429","pretest_discrimination","0","34","i-y-u_step_3-step_1.wav","g","514","2","3102"
"58.3333333333","pretest_discrimination","1","35","i-y-u_step_3-step_1.wav","a","194","2","3102"
"59.4594594595","pretest_discrimination","1","36","i-y-u_step1-step1.wav","g","245","2","3102"
"60.5263157895","pretest_discrimination","1","37","i-y-u_step7-step7.wav","g","274","2","3102"
"61.5384615385","pretest_discrimination","1","38","i-y-u_step2-step2.wav","g","501","2","3102"
"60","pretest_discrimination","0","39","i-y-u_step_1-step_3.wav","g","1212","2","3102"
"58.5365853659","pretest_discrimination","0","40","i-y-u_step_7-step_5.wav","g","339","2","3102"
"57.1428571429","pretest_discrimination","0","41","i-y-u_step_7-step_5.wav","g","331","2","3102"
"58.1395348837","pretest_discrimination","1","42","i-y-u_step5-step5.wav","g","326","2","3102"
"59.0909090909","pretest_discrimination","1","43","i-y-u_step_3-step_5.wav","a","299","2","3102"
"60","pretest_discrimination","1","44","i-y-u_step5-step5.wav","g","246","2","3102"
"60.8695652174","pretest_discrimination","1","45","i-y-u_step_4-step_2.wav","a","788","2","3102"
"61.7021276596","pretest_discrimination","1","46","i-y-u_step3-step3.wav","g","291","2","3102"
"62.5","pretest_discrimination","1","47","i-y-u_step_2-step_4.wav","a","498","2","3102"
"63.2653061224","pretest_discrimination","1","48","i-y-u_step_2-step_4.wav","a","520","2","3102"
"64","pretest_discrimination","1","49","i-y-u_step4-step4.wav","g","592","2","3102"
"64.7058823529","pretest_discrimination","1","50","i-y-u_step1-step1.wav","g","1257","2","3102"
"63.4615384615","pretest_discrimination","0","51","i-y-u_step_4-step_6.wav","g","1168","2","3102"
"62.2641509434","pretest_discrimination","0","52","i-y-u_step_3-step_1.wav","g","1371","2","3102"
"62.962962963","pretest_discrimination","1","53","i-y-u_step2-step2.wav","g","258","2","3102"
"61.8181818182","pretest_discrimination","0","54","i-y-u_step_4-step_2.wav","g","1261","2","3102"
