accuracy,block,correct_response,count_logger,fname,response_response,session_number,response_time_response,subject_nr
0,pretest_discrimination,0,0,iyu_step_6-step_4.wav,g,S3,2010,103
50,pretest_discrimination,1,1,iyu_step_2-step_4.wav,a,S3,1014,103
33.33333333,pretest_discrimination,0,2,iyu_step_5-step_5.wav,g,S3,645,103
50,pretest_discrimination,1,3,iyu_step_3-step_3.wav,g,S3,1471,103
60,pretest_discrimination,1,4,iyu_step_1-step_1.wav,g,S3,605,103
50,pretest_discrimination,0,5,iyu_step_5-step_5.wav,g,S3,681,103
42.85714286,pretest_discrimination,0,6,iyu_step_1-step_3.wav,g,S3,706,103
50,pretest_discrimination,1,7,iyu_step_3-step_5.wav,a,S3,457,103
44.44444444,pretest_discrimination,0,8,iyu_step_5-step_5.wav,g,S3,872,103
50,pretest_discrimination,1,9,iyu_step_4-step_6.wav,a,S3,512,103
54.54545455,pretest_discrimination,1,10,iyu_step_3-step_1.wav,a,S3,671,103
58.33333333,pretest_discrimination,1,11,iyu_step_3-step_5.wav,a,S3,772,103
61.53846154,pretest_discrimination,1,12,iyu_step_1-step_1.wav,g,S3,488,103
64.28571429,pretest_discrimination,1,13,iyu_step_2-step_4.wav,a,S3,376,103
66.66666667,pretest_discrimination,1,14,iyu_step_6-step_4.wav,a,S3,825,103
68.75,pretest_discrimination,1,15,iyu_step_7-step_5.wav,a,S3,656,103
70.58823529,pretest_discrimination,1,16,iyu_step_3-step_1.wav,a,S3,1773,103
66.66666667,pretest_discrimination,0,17,iyu_step_6-step_4.wav,g,S3,1021,103
68.42105263,pretest_discrimination,1,18,iyu_step_7-step_7.wav,g,S3,609,103
65,pretest_discrimination,0,19,iyu_step_3-step_1.wav,g,S3,618,103
61.9047619,pretest_discrimination,0,20,iyu_step_5-step_5.wav,a,S3,297,103
63.63636364,pretest_discrimination,1,21,iyu_step_3-step_5.wav,a,S3,826,103
65.2173913,pretest_discrimination,1,22,iyu_step_3-step_3.wav,g,S3,452,103
66.66666667,pretest_discrimination,1,23,iyu_step_7-step_7.wav,g,S3,381,103
64,pretest_discrimination,0,24,iyu_step_5-step_3.wav,g,S3,1035,103
65.38461538,pretest_discrimination,1,25,iyu_step_4-step_4.wav,g,S3,540,103
62.96296296,pretest_discrimination,0,26,iyu_step_5-step_5.wav,g,S3,450,103
64.28571429,pretest_discrimination,1,27,iyu_step_4-step_6.wav,a,S3,400,103
65.51724138,pretest_discrimination,1,28,iyu_step_6-step_6.wav,g,S3,606,103
66.66666667,pretest_discrimination,1,29,iyu_step_1-step_1.wav,g,S3,440,103
67.74193548,pretest_discrimination,1,30,iyu_step_2-step_2.wav,g,S3,395,103
65.625,pretest_discrimination,0,31,iyu_step_1-step_3.wav,g,S3,1232,103
66.66666667,pretest_discrimination,1,32,iyu_step_1-step_3.wav,a,S3,416,103
67.64705882,pretest_discrimination,1,33,iyu_step_7-step_7.wav,g,S3,481,103
68.57142857,pretest_discrimination,1,34,iyu_step_4-step_2.wav,a,S3,521,103
69.44444444,pretest_discrimination,1,35,iyu_step_2-step_2.wav,g,S3,339,103
70.27027027,pretest_discrimination,1,36,iyu_step_3-step_3.wav,g,S3,1024,103
71.05263158,pretest_discrimination,1,37,iyu_step_3-step_3.wav,g,S3,391,103
71.79487179,pretest_discrimination,1,38,iyu_step_2-step_2.wav,g,S3,383,103
72.5,pretest_discrimination,1,39,iyu_step_4-step_6.wav,a,S3,354,103
73.17073171,pretest_discrimination,1,40,iyu_step_6-step_6.wav,g,S3,309,103
73.80952381,pretest_discrimination,1,41,iyu_step_6-step_6.wav,g,S3,440,103
74.41860465,pretest_discrimination,1,42,iyu_step_3-step_5.wav,a,S3,307,103
75,pretest_discrimination,1,43,iyu_step_5-step_7.wav,a,S3,686,103
75.55555556,pretest_discrimination,1,44,iyu_step_6-step_4.wav,a,S3,402,103
76.08695652,pretest_discrimination,1,45,iyu_step_4-step_4.wav,g,S3,326,103
76.59574468,pretest_discrimination,1,46,iyu_step_7-step_7.wav,g,S3,300,103
75,pretest_discrimination,0,47,iyu_step_5-step_5.wav,g,S3,450,103
75.51020408,pretest_discrimination,1,48,iyu_step_3-step_3.wav,g,S3,402,103
76,pretest_discrimination,1,49,iyu_step_6-step_6.wav,g,S3,471,103
76.47058824,pretest_discrimination,1,50,iyu_step_3-step_5.wav,a,S3,687,103
76.92307692,pretest_discrimination,1,51,iyu_step_1-step_3.wav,a,S3,386,103
75.47169811,pretest_discrimination,0,52,iyu_step_7-step_5.wav,g,S3,1505,103
75.92592593,pretest_discrimination,1,53,iyu_step_3-step_3.wav,g,S3,351,103
74.54545455,pretest_discrimination,0,54,iyu_step_1-step_3.wav,g,S3,499,103
73.21428571,pretest_discrimination,0,55,iyu_step_1-step_3.wav,g,S3,495,103
73.68421053,pretest_discrimination,1,56,iyu_step_4-step_6.wav,a,S3,324,103
74.13793103,pretest_discrimination,1,57,iyu_step_3-step_1.wav,a,S3,1002,103
72.88135593,pretest_discrimination,0,58,iyu_step_7-step_5.wav,g,S3,909,103
73.33333333,pretest_discrimination,1,59,iyu_step_6-step_4.wav,a,S3,1442,103
72.13114754,pretest_discrimination,0,60,iyu_step_5-step_7.wav,g,S3,1137,103
72.58064516,pretest_discrimination,1,61,iyu_step_5-step_3.wav,a,S3,428,103
73.01587302,pretest_discrimination,1,62,iyu_step_4-step_2.wav,a,S3,680,103
73.4375,pretest_discrimination,1,63,iyu_step_5-step_3.wav,a,S3,582,103
72.30769231,pretest_discrimination,0,64,iyu_step_4-step_6.wav,g,S3,1674,103
72.72727273,pretest_discrimination,1,65,iyu_step_3-step_5.wav,a,S3,601,103
73.13432836,pretest_discrimination,1,66,iyu_step_2-step_4.wav,a,S3,409,103
73.52941176,pretest_discrimination,1,67,iyu_step_2-step_2.wav,g,S3,356,103
73.91304348,pretest_discrimination,1,68,iyu_step_1-step_1.wav,g,S3,421,103
74.28571429,pretest_discrimination,1,69,iyu_step_4-step_6.wav,a,S3,361,103
73.23943662,pretest_discrimination,0,70,iyu_step_5-step_5.wav,g,S3,363,103
73.61111111,pretest_discrimination,1,71,iyu_step_1-step_1.wav,g,S3,355,103
73.97260274,pretest_discrimination,1,72,iyu_step_6-step_6.wav,g,S3,333,103
74.32432432,pretest_discrimination,1,73,iyu_step_2-step_2.wav,g,S3,414,103
74.66666667,pretest_discrimination,1,74,iyu_step_5-step_7.wav,a,S3,170,103
75,pretest_discrimination,1,75,iyu_step_7-step_7.wav,g,S3,318,103
75.32467532,pretest_discrimination,1,76,iyu_step_5-step_3.wav,a,S3,404,103
75.64102564,pretest_discrimination,1,77,iyu_step_3-step_1.wav,a,S3,474,103
75.94936709,pretest_discrimination,1,78,iyu_step_6-step_4.wav,a,S3,911,103
76.25,pretest_discrimination,1,79,iyu_step_2-step_2.wav,g,S3,370,103
76.54320988,pretest_discrimination,1,80,iyu_step_3-step_1.wav,a,S3,434,103
76.82926829,pretest_discrimination,1,81,iyu_step_3-step_5.wav,a,S3,321,103
77.10843373,pretest_discrimination,1,82,iyu_step_2-step_4.wav,a,S3,306,103
77.38095238,pretest_discrimination,1,83,iyu_step_3-step_1.wav,a,S3,760,103
77.64705882,pretest_discrimination,1,84,iyu_step_7-step_7.wav,g,S3,249,103
76.74418605,pretest_discrimination,0,85,iyu_step_5-step_5.wav,g,S3,380,103
77.01149425,pretest_discrimination,1,86,iyu_step_4-step_2.wav,a,S3,348,103
77.27272727,pretest_discrimination,1,87,iyu_step_4-step_2.wav,a,S3,351,103
77.52808989,pretest_discrimination,1,88,iyu_step_3-step_1.wav,a,S3,426,103
77.77777778,pretest_discrimination,1,89,iyu_step_1-step_1.wav,g,S3,428,103
78.02197802,pretest_discrimination,1,90,iyu_step_7-step_7.wav,g,S3,380,103
78.26086957,pretest_discrimination,1,91,iyu_step_7-step_5.wav,a,S3,477,103
77.41935484,pretest_discrimination,0,92,iyu_step_7-step_5.wav,g,S3,472,103
77.65957447,pretest_discrimination,1,93,iyu_step_4-step_6.wav,a,S3,304,103
77.89473684,pretest_discrimination,1,94,iyu_step_5-step_3.wav,a,S3,357,103
77.08333333,pretest_discrimination,0,95,iyu_step_5-step_5.wav,g,S3,342,103
76.28865979,pretest_discrimination,0,96,iyu_step_5-step_7.wav,g,S3,498,103
75.51020408,pretest_discrimination,0,97,iyu_step_5-step_5.wav,g,S3,1016,103
75.75757576,pretest_discrimination,1,98,iyu_step_4-step_4.wav,g,S3,402,103
76,pretest_discrimination,1,99,iyu_step_7-step_7.wav,g,S3,448,103
76.23762376,pretest_discrimination,1,100,iyu_step_7-step_7.wav,g,S3,1626,103
76.47058824,pretest_discrimination,1,101,iyu_step_4-step_4.wav,g,S3,452,103
76.69902913,pretest_discrimination,1,102,iyu_step_2-step_2.wav,g,S3,386,103
76.92307692,pretest_discrimination,1,103,iyu_step_7-step_5.wav,a,S3,1185,103
77.14285714,pretest_discrimination,1,104,iyu_step_4-step_2.wav,a,S3,331,103
77.35849057,pretest_discrimination,1,105,iyu_step_6-step_6.wav,g,S3,468,103
77.57009346,pretest_discrimination,1,106,iyu_step_4-step_2.wav,a,S3,362,103
77.77777778,pretest_discrimination,1,107,iyu_step_2-step_4.wav,a,S3,417,103
77.98165138,pretest_discrimination,1,108,iyu_step_5-step_3.wav,a,S3,537,103
78.18181818,pretest_discrimination,1,109,iyu_step_3-step_1.wav,a,S3,486,103
78.37837838,pretest_discrimination,1,110,iyu_step_1-step_1.wav,g,S3,371,103
78.57142857,pretest_discrimination,1,111,iyu_step_1-step_3.wav,a,S3,427,103
78.76106195,pretest_discrimination,1,112,iyu_step_1-step_3.wav,a,S3,429,103
78.94736842,pretest_discrimination,1,113,iyu_step_1-step_3.wav,a,S3,597,103
79.13043478,pretest_discrimination,1,114,iyu_step_4-step_4.wav,g,S3,351,103
79.31034483,pretest_discrimination,1,115,iyu_step_4-step_6.wav,a,S3,378,103
79.48717949,pretest_discrimination,1,116,iyu_step_1-step_1.wav,g,S3,452,103
79.66101695,pretest_discrimination,1,117,iyu_step_5-step_3.wav,a,S3,494,103
79.83193277,pretest_discrimination,1,118,iyu_step_3-step_3.wav,g,S3,453,103
80,pretest_discrimination,1,119,iyu_step_5-step_7.wav,a,S3,578,103
80.16528926,pretest_discrimination,1,120,iyu_step_5-step_7.wav,a,S3,678,103
80.32786885,pretest_discrimination,1,121,iyu_step_1-step_3.wav,a,S3,499,103
80.48780488,pretest_discrimination,1,122,iyu_step_3-step_1.wav,a,S3,606,103
80.64516129,pretest_discrimination,1,123,iyu_step_4-step_2.wav,a,S3,580,103
80.8,pretest_discrimination,1,124,iyu_step_6-step_4.wav,a,S3,560,103
80.95238095,pretest_discrimination,1,125,iyu_step_2-step_4.wav,a,S3,458,103
81.1023622,pretest_discrimination,1,126,iyu_step_4-step_4.wav,g,S3,299,103
81.25,pretest_discrimination,1,127,iyu_step_6-step_6.wav,g,S3,321,103
81.39534884,pretest_discrimination,1,128,iyu_step_6-step_4.wav,a,S3,362,103
81.53846154,pretest_discrimination,1,129,iyu_step_6-step_6.wav,g,S3,352,103
81.67938931,pretest_discrimination,1,130,iyu_step_5-step_3.wav,a,S3,311,103
81.81818182,pretest_discrimination,1,131,iyu_step_3-step_5.wav,a,S3,387,103
81.95488722,pretest_discrimination,1,132,iyu_step_4-step_4.wav,g,S3,434,103
81.34328358,pretest_discrimination,0,133,iyu_step_1-step_3.wav,g,S3,641,103
81.48148148,pretest_discrimination,1,134,iyu_step_4-step_6.wav,a,S3,378,103
81.61764706,pretest_discrimination,1,135,iyu_step_4-step_2.wav,a,S3,352,103
81.75182482,pretest_discrimination,1,136,iyu_step_6-step_4.wav,a,S3,431,103
81.88405797,pretest_discrimination,1,137,iyu_step_1-step_1.wav,g,S3,482,103
82.01438849,pretest_discrimination,1,138,iyu_step_7-step_7.wav,g,S3,431,103
82.14285714,pretest_discrimination,1,139,iyu_step_6-step_4.wav,a,S3,393,103
82.26950355,pretest_discrimination,1,140,iyu_step_7-step_5.wav,a,S3,684,103
82.3943662,pretest_discrimination,1,141,iyu_step_4-step_4.wav,g,S3,426,103
82.51748252,pretest_discrimination,1,142,iyu_step_2-step_2.wav,g,S3,406,103
82.63888889,pretest_discrimination,1,143,iyu_step_7-step_5.wav,a,S3,611,103
82.75862069,pretest_discrimination,1,144,iyu_step_7-step_5.wav,a,S3,2259,103
82.87671233,pretest_discrimination,1,145,iyu_step_4-step_2.wav,a,S3,395,103
82.31292517,pretest_discrimination,0,146,iyu_step_7-step_5.wav,g,S3,686,103
82.43243243,pretest_discrimination,1,147,iyu_step_4-step_4.wav,g,S3,454,103
82.55033557,pretest_discrimination,1,148,iyu_step_4-step_4.wav,g,S3,389,103
82.66666667,pretest_discrimination,1,149,iyu_step_5-step_7.wav,a,S3,955,103
82.78145695,pretest_discrimination,1,150,iyu_step_5-step_7.wav,a,S3,822,103
82.89473684,pretest_discrimination,1,151,iyu_step_2-step_4.wav,a,S3,563,103
83.00653595,pretest_discrimination,1,152,iyu_step_3-step_5.wav,a,S3,401,103
83.11688312,pretest_discrimination,1,153,iyu_step_3-step_3.wav,g,S3,346,103
83.22580645,pretest_discrimination,1,154,iyu_step_3-step_3.wav,g,S3,418,103
83.33333333,pretest_discrimination,1,155,iyu_step_3-step_3.wav,g,S3,476,103
83.43949045,pretest_discrimination,1,156,iyu_step_4-step_2.wav,a,S3,451,103
83.5443038,pretest_discrimination,1,157,iyu_step_2-step_2.wav,g,S3,410,103
83.64779874,pretest_discrimination,1,158,iyu_step_3-step_3.wav,g,S3,397,103
83.75,pretest_discrimination,1,159,iyu_step_4-step_4.wav,g,S3,450,103
83.85093168,pretest_discrimination,1,160,iyu_step_6-step_6.wav,g,S3,340,103
83.95061728,pretest_discrimination,1,161,iyu_step_2-step_4.wav,a,S3,379,103
84.04907975,pretest_discrimination,1,162,iyu_step_6-step_4.wav,a,S3,581,103
84.14634146,pretest_discrimination,1,163,iyu_step_2-step_2.wav,g,S3,328,103
84.24242424,pretest_discrimination,1,164,iyu_step_2-step_2.wav,g,S3,305,103
84.3373494,pretest_discrimination,1,165,iyu_step_5-step_7.wav,a,S3,408,103
84.43113772,pretest_discrimination,1,166,iyu_step_1-step_1.wav,g,S3,723,103
84.52380952,pretest_discrimination,1,167,iyu_step_3-step_5.wav,a,S3,362,103
84.02366864,pretest_discrimination,0,168,iyu_step_7-step_5.wav,g,S3,468,103
83.52941176,pretest_discrimination,0,169,iyu_step_5-step_7.wav,g,S3,805,103
83.62573099,pretest_discrimination,1,170,iyu_step_4-step_2.wav,a,S3,397,103
83.72093023,pretest_discrimination,1,171,iyu_step_3-step_5.wav,a,S3,505,103
83.8150289,pretest_discrimination,1,172,iyu_step_5-step_3.wav,a,S3,430,103
83.90804598,pretest_discrimination,1,173,iyu_step_1-step_1.wav,g,S3,416,103
84,pretest_discrimination,1,174,iyu_step_6-step_6.wav,g,S3,360,103
83.52272727,pretest_discrimination,0,175,iyu_step_5-step_5.wav,g,S3,373,103
83.61581921,pretest_discrimination,1,176,iyu_step_5-step_7.wav,a,S3,438,103
83.70786517,pretest_discrimination,1,177,iyu_step_4-step_6.wav,a,S3,417,103
83.79888268,pretest_discrimination,1,178,iyu_step_2-step_4.wav,a,S3,397,103
83.88888889,pretest_discrimination,1,179,iyu_step_4-step_6.wav,a,S3,366,103
83.97790055,pretest_discrimination,1,180,iyu_step_2-step_4.wav,a,S3,375,103
84.06593407,pretest_discrimination,1,181,iyu_step_6-step_6.wav,g,S3,289,103
84.15300546,pretest_discrimination,1,182,iyu_step_3-step_1.wav,a,S3,456,103
84.23913043,pretest_discrimination,1,183,iyu_step_5-step_3.wav,a,S3,432,103
84.32432432,pretest_discrimination,1,184,iyu_step_2-step_4.wav,a,S3,464,103
84.40860215,pretest_discrimination,1,185,iyu_step_7-step_7.wav,g,S3,344,103
84.49197861,pretest_discrimination,1,186,iyu_step_5-step_3.wav,a,S3,436,103
84.57446809,training1,1,187,sinestep1.wav,a,S3,419,103
100,training1,1,188,sinestep1.wav,a,S3,748,103
100,training1,1,189,sinestep7.wav,g,S3,472,103
100,training1,1,190,sinestep1.wav,a,S3,484,103
100,training1,1,191,sinestep7.wav,g,S3,447,103
100,training1,1,192,sinestep1.wav,a,S3,967,103
100,training1,1,193,sinestep1.wav,a,S3,647,103
100,training1,1,194,sinestep1.wav,a,S3,727,103
100,training1,1,195,sinestep7.wav,g,S3,604,103
100,training1,1,196,sinestep1.wav,a,S3,588,103
100,training1,1,197,sinestep7.wav,g,S3,651,103
100,training1,1,198,sinestep1.wav,a,S3,602,103
100,training1,1,199,sinestep1.wav,a,S3,640,103
100,training1,1,200,sinestep1.wav,a,S3,880,103
100,training1,1,201,sinestep1.wav,a,S3,603,103
100,training1,1,202,sinestep7.wav,g,S3,670,103
100,training1,1,203,sinestep1.wav,a,S3,549,103
100,training1,1,204,sinestep7.wav,g,S3,525,103
100,training1,1,205,sinestep7.wav,g,S3,518,103
100,training1,1,206,sinestep7.wav,g,S3,746,103
100,training1,1,207,sinestep7.wav,g,S3,596,103
100,training1,1,208,sinestep1.wav,a,S3,632,103
100,training1,1,209,sinestep7.wav,g,S3,549,103
100,training1,1,210,sinestep1.wav,a,S3,1105,103
100,training1,1,211,sinestep1.wav,a,S3,646,103
100,training1,1,212,sinestep1.wav,a,S3,657,103
100,training1,1,213,sinestep7.wav,g,S3,599,103
100,training1,1,214,sinestep7.wav,g,S3,549,103
100,training1,1,215,sinestep7.wav,g,S3,658,103
100,training1,1,216,sinestep7.wav,g,S3,544,103
100,training1,1,217,sinestep7.wav,g,S3,572,103
100,training1,1,218,sinestep1.wav,a,S3,536,103
100,training1,1,219,sinestep7.wav,g,S3,450,103
100,training1,1,220,sinestep7.wav,g,S3,540,103
100,training1,1,221,sinestep7.wav,g,S3,678,103
100,training1,1,222,sinestep1.wav,a,S3,630,103
100,training1,1,223,sinestep1.wav,a,S3,568,103
100,training1,1,224,sinestep7.wav,g,S3,577,103
100,training1,1,225,sinestep7.wav,g,S3,645,103
