accuracy,block,correct_response,count_logger,fname,response_response,response_time_response,session_number,subject_nr
100,pretest_discrimination,1,0,iyu_step_7-step_7.wav,a,3586,S3,203
50,pretest_discrimination,0,1,iyu_step_4-step_6.wav,a,4757,S3,203
33.33333333,pretest_discrimination,0,2,iyu_step_1-step_3.wav,a,871,S3,203
50,pretest_discrimination,1,3,iyu_step_2-step_2.wav,a,327,S3,203
60,pretest_discrimination,1,4,iyu_step_5-step_7.wav,g,1152,S3,203
66.66666667,pretest_discrimination,1,5,iyu_step_2-step_2.wav,a,4658,S3,203
71.42857143,pretest_discrimination,1,6,iyu_step_7-step_5.wav,g,882,S3,203
62.5,pretest_discrimination,0,7,iyu_step_5-step_3.wav,a,487,S3,203
66.66666667,pretest_discrimination,1,8,iyu_step_1-step_1.wav,a,226,S3,203
70,pretest_discrimination,1,9,iyu_step_5-step_5.wav,a,441,S3,203
72.72727273,pretest_discrimination,1,10,iyu_step_5-step_7.wav,g,277,S3,203
75,pretest_discrimination,1,11,iyu_step_1-step_1.wav,a,376,S3,203
76.92307692,pretest_discrimination,1,12,iyu_step_4-step_4.wav,a,351,S3,203
71.42857143,pretest_discrimination,0,13,iyu_step_2-step_4.wav,a,389,S3,203
66.66666667,pretest_discrimination,0,14,iyu_step_5-step_3.wav,a,297,S3,203
68.75,pretest_discrimination,1,15,iyu_step_7-step_7.wav,a,429,S3,203
64.70588235,pretest_discrimination,0,16,iyu_step_3-step_5.wav,a,402,S3,203
66.66666667,pretest_discrimination,1,17,iyu_step_2-step_2.wav,a,414,S3,203
68.42105263,pretest_discrimination,1,18,iyu_step_6-step_4.wav,g,387,S3,203
70,pretest_discrimination,1,19,iyu_step_5-step_7.wav,g,381,S3,203
71.42857143,pretest_discrimination,1,20,iyu_step_3-step_5.wav,g,2676,S3,203
72.72727273,pretest_discrimination,1,21,iyu_step_2-step_2.wav,a,355,S3,203
73.91304348,pretest_discrimination,1,22,iyu_step_7-step_7.wav,a,401,S3,203
75,pretest_discrimination,1,23,iyu_step_2-step_2.wav,a,375,S3,203
76,pretest_discrimination,1,24,iyu_step_7-step_5.wav,g,392,S3,203
76.92307692,pretest_discrimination,1,25,iyu_step_7-step_7.wav,a,320,S3,203
74.07407407,pretest_discrimination,0,26,iyu_step_3-step_5.wav,a,399,S3,203
71.42857143,pretest_discrimination,0,27,iyu_step_6-step_4.wav,a,1949,S3,203
72.4137931,pretest_discrimination,1,28,iyu_step_4-step_6.wav,g,404,S3,203
73.33333333,pretest_discrimination,1,29,iyu_step_3-step_3.wav,a,359,S3,203
74.19354839,pretest_discrimination,1,30,iyu_step_5-step_7.wav,g,224,S3,203
75,pretest_discrimination,1,31,iyu_step_7-step_7.wav,a,454,S3,203
72.72727273,pretest_discrimination,0,32,iyu_step_4-step_2.wav,a,385,S3,203
73.52941176,pretest_discrimination,1,33,iyu_step_7-step_5.wav,g,1107,S3,203
74.28571429,pretest_discrimination,1,34,iyu_step_4-step_4.wav,a,2760,S3,203
75,pretest_discrimination,1,35,iyu_step_4-step_2.wav,g,859,S3,203
72.97297297,pretest_discrimination,0,36,iyu_step_3-step_1.wav,a,366,S3,203
73.68421053,pretest_discrimination,1,37,iyu_step_3-step_3.wav,a,331,S3,203
74.35897436,pretest_discrimination,1,38,iyu_step_4-step_4.wav,a,241,S3,203
72.5,pretest_discrimination,0,39,iyu_step_3-step_1.wav,a,355,S3,203
73.17073171,pretest_discrimination,1,40,iyu_step_3-step_3.wav,a,415,S3,203
73.80952381,pretest_discrimination,1,41,iyu_step_6-step_6.wav,a,424,S3,203
72.09302326,pretest_discrimination,0,42,iyu_step_1-step_3.wav,a,346,S3,203
72.72727273,pretest_discrimination,1,43,iyu_step_6-step_6.wav,a,319,S3,203
71.11111111,pretest_discrimination,0,44,iyu_step_4-step_2.wav,a,375,S3,203
71.73913043,pretest_discrimination,1,45,iyu_step_6-step_6.wav,a,407,S3,203
72.34042553,pretest_discrimination,1,46,iyu_step_7-step_5.wav,g,551,S3,203
72.91666667,pretest_discrimination,1,47,iyu_step_7-step_5.wav,g,408,S3,203
73.46938776,pretest_discrimination,1,48,iyu_step_4-step_4.wav,a,313,S3,203
74,pretest_discrimination,1,49,iyu_step_3-step_3.wav,a,1737,S3,203
74.50980392,pretest_discrimination,1,50,iyu_step_6-step_6.wav,a,403,S3,203
75,pretest_discrimination,1,51,iyu_step_5-step_5.wav,a,2566,S3,203
73.58490566,pretest_discrimination,0,52,iyu_step_2-step_4.wav,a,549,S3,203
74.07407407,pretest_discrimination,1,53,iyu_step_1-step_1.wav,a,371,S3,203
74.54545455,pretest_discrimination,1,54,iyu_step_7-step_5.wav,g,481,S3,203
73.21428571,pretest_discrimination,0,55,iyu_step_1-step_3.wav,a,380,S3,203
73.68421053,pretest_discrimination,1,56,iyu_step_1-step_1.wav,a,2900,S3,203
72.4137931,pretest_discrimination,0,57,iyu_step_4-step_2.wav,a,323,S3,203
71.18644068,pretest_discrimination,0,58,iyu_step_3-step_5.wav,a,990,S3,203
71.66666667,pretest_discrimination,1,59,iyu_step_4-step_6.wav,g,399,S3,203
70.49180328,pretest_discrimination,0,60,iyu_step_1-step_3.wav,a,366,S3,203
70.96774194,pretest_discrimination,1,61,iyu_step_6-step_4.wav,g,276,S3,203
71.42857143,pretest_discrimination,1,62,iyu_step_4-step_4.wav,a,321,S3,203
71.875,pretest_discrimination,1,63,iyu_step_7-step_7.wav,a,396,S3,203
70.76923077,pretest_discrimination,0,64,iyu_step_3-step_1.wav,a,336,S3,203
71.21212121,pretest_discrimination,1,65,iyu_step_3-step_3.wav,a,353,S3,203
71.64179104,pretest_discrimination,1,66,iyu_step_3-step_3.wav,a,376,S3,203
72.05882353,pretest_discrimination,1,67,iyu_step_7-step_7.wav,a,418,S3,203
71.01449275,pretest_discrimination,0,68,iyu_step_1-step_3.wav,a,462,S3,203
70,pretest_discrimination,0,69,iyu_step_3-step_1.wav,a,402,S3,203
69.01408451,pretest_discrimination,0,70,iyu_step_2-step_4.wav,a,324,S3,203
69.44444444,pretest_discrimination,1,71,iyu_step_6-step_4.wav,g,643,S3,203
68.49315068,pretest_discrimination,0,72,iyu_step_2-step_4.wav,a,378,S3,203
68.91891892,pretest_discrimination,1,73,iyu_step_6-step_6.wav,a,359,S3,203
69.33333333,pretest_discrimination,1,74,iyu_step_3-step_3.wav,a,260,S3,203
68.42105263,pretest_discrimination,0,75,iyu_step_4-step_2.wav,a,401,S3,203
68.83116883,pretest_discrimination,1,76,iyu_step_3-step_3.wav,a,358,S3,203
67.94871795,pretest_discrimination,0,77,iyu_step_5-step_3.wav,a,318,S3,203
68.35443038,pretest_discrimination,1,78,iyu_step_5-step_7.wav,g,498,S3,203
67.5,pretest_discrimination,0,79,iyu_step_3-step_5.wav,a,299,S3,203
66.66666667,pretest_discrimination,0,80,iyu_step_4-step_6.wav,a,1319,S3,203
67.07317073,pretest_discrimination,1,81,iyu_step_4-step_6.wav,g,815,S3,203
