accuracy,block,correct_response,count_logger,fname,response_response,response_time_response,session_number,subject_nr
0,pretest_discrimination,0,0,iyu_step_6-step_4.wav,g,1849,S3,1203
0,pretest_discrimination,0,1,iyu_step_4-step_2.wav,g,560,S3,1203
33.33333333,pretest_discrimination,1,2,iyu_step_6-step_6.wav,g,376,S3,1203
25,pretest_discrimination,0,3,iyu_step_4-step_6.wav,g,359,S3,1203
20,pretest_discrimination,0,4,iyu_step_4-step_2.wav,g,260,S3,1203
16.66666667,pretest_discrimination,0,5,iyu_step_4-step_2.wav,g,187,S3,1203
28.57142857,pretest_discrimination,1,6,iyu_step_2-step_2.wav,g,246,S3,1203
37.5,pretest_discrimination,1,7,iyu_step_7-step_5.wav,a,579,S3,1203
33.33333333,pretest_discrimination,0,8,iyu_step_3-step_1.wav,g,329,S3,1203
40,pretest_discrimination,1,9,iyu_step_5-step_5.wav,g,306,S3,1203
36.36363636,pretest_discrimination,0,10,iyu_step_5-step_3.wav,g,241,S3,1203
41.66666667,pretest_discrimination,1,11,iyu_step_5-step_5.wav,g,233,S3,1203
38.46153846,pretest_discrimination,0,12,iyu_step_6-step_4.wav,g,243,S3,1203
42.85714286,pretest_discrimination,1,13,iyu_step_3-step_3.wav,g,192,S3,1203
46.66666667,pretest_discrimination,1,14,iyu_step_6-step_6.wav,g,903,S3,1203
43.75,pretest_discrimination,0,15,iyu_step_3-step_1.wav,g,284,S3,1203
41.17647059,pretest_discrimination,0,16,iyu_step_2-step_4.wav,g,345,S3,1203
44.44444444,pretest_discrimination,1,17,iyu_step_3-step_3.wav,g,305,S3,1203
42.10526316,pretest_discrimination,0,18,iyu_step_4-step_6.wav,g,432,S3,1203
45,pretest_discrimination,1,19,iyu_step_7-step_7.wav,g,412,S3,1203
42.85714286,pretest_discrimination,0,20,iyu_step_3-step_5.wav,g,380,S3,1203
45.45454545,pretest_discrimination,1,21,iyu_step_1-step_1.wav,g,296,S3,1203
47.82608696,pretest_discrimination,1,22,iyu_step_6-step_6.wav,g,351,S3,1203
50,pretest_discrimination,1,23,iyu_step_7-step_7.wav,g,297,S3,1203
52,pretest_discrimination,1,24,iyu_step_3-step_3.wav,g,289,S3,1203
53.84615385,pretest_discrimination,1,25,iyu_step_7-step_7.wav,g,276,S3,1203
55.55555556,pretest_discrimination,1,26,iyu_step_7-step_5.wav,a,286,S3,1203
57.14285714,pretest_discrimination,1,27,iyu_step_4-step_4.wav,g,603,S3,1203
58.62068966,pretest_discrimination,1,28,iyu_step_7-step_5.wav,a,531,S3,1203
56.66666667,pretest_discrimination,0,29,iyu_step_3-step_1.wav,g,323,S3,1203
58.06451613,pretest_discrimination,1,30,iyu_step_1-step_1.wav,g,283,S3,1203
59.375,pretest_discrimination,1,31,iyu_step_4-step_6.wav,a,356,S3,1203
60.60606061,pretest_discrimination,1,32,iyu_step_4-step_4.wav,g,313,S3,1203
61.76470588,pretest_discrimination,1,33,iyu_step_2-step_2.wav,g,210,S3,1203
62.85714286,pretest_discrimination,1,34,iyu_step_4-step_2.wav,a,369,S3,1203
61.11111111,pretest_discrimination,0,35,iyu_step_1-step_3.wav,g,283,S3,1203
59.45945946,pretest_discrimination,0,36,iyu_step_2-step_4.wav,g,308,S3,1203
