accuracy,block,correct_response,count_logger,fname,response_response,response_time_response,session,subject_nr
100,pretest_discrimination,1,0,iyu_step_6-step_4.wav,a,5849,S3,2803
50,pretest_discrimination,0,1,iyu_step_5-step_3.wav,g,5535,S3,2803
33.33333333,pretest_discrimination,0,2,iyu_step_6-step_6.wav,a,1127,S3,2803
25,pretest_discrimination,0,3,iyu_step_1-step_1.wav,a,459,S3,2803
40,pretest_discrimination,1,4,iyu_step_5-step_5.wav,g,697,S3,2803
33.33333333,pretest_discrimination,0,5,iyu_step_2-step_2.wav,a,389,S3,2803
28.57142857,pretest_discrimination,0,6,iyu_step_4-step_6.wav,g,461,S3,2803
25,pretest_discrimination,0,7,iyu_step_6-step_6.wav,a,464,S3,2803
22.22222222,pretest_discrimination,0,8,iyu_step_6-step_6.wav,a,380,S3,2803
30,pretest_discrimination,1,9,iyu_step_7-step_7.wav,g,410,S3,2803
36.36363636,pretest_discrimination,1,10,iyu_step_5-step_3.wav,a,630,S3,2803
33.33333333,pretest_discrimination,0,11,iyu_step_4-step_6.wav,g,364,S3,2803
30.76923077,pretest_discrimination,0,12,iyu_step_3-step_5.wav,g,416,S3,2803
35.71428571,pretest_discrimination,1,13,iyu_step_2-step_4.wav,a,367,S3,2803
40,pretest_discrimination,1,14,iyu_step_1-step_3.wav,a,4350,S3,2803
43.75,pretest_discrimination,1,15,iyu_step_3-step_3.wav,g,669,S3,2803
47.05882353,pretest_discrimination,1,16,iyu_step_2-step_4.wav,a,709,S3,2803
50,pretest_discrimination,1,17,iyu_step_6-step_4.wav,a,621,S3,2803
47.36842105,pretest_discrimination,0,18,iyu_step_5-step_7.wav,g,766,S3,2803
50,pretest_discrimination,1,19,iyu_step_7-step_5.wav,a,248,S3,2803
47.61904762,pretest_discrimination,0,20,iyu_step_4-step_2.wav,g,663,S3,2803
45.45454545,pretest_discrimination,0,21,iyu_step_2-step_2.wav,a,439,S3,2803
43.47826087,pretest_discrimination,0,22,iyu_step_5-step_5.wav,a,2872,S3,2803
41.66666667,pretest_discrimination,0,23,iyu_step_5-step_3.wav,g,553,S3,2803
44,pretest_discrimination,1,24,iyu_step_7-step_7.wav,g,1413,S3,2803
42.30769231,pretest_discrimination,0,25,iyu_step_2-step_2.wav,a,560,S3,2803
40.74074074,pretest_discrimination,0,26,iyu_step_3-step_3.wav,a,1521,S3,2803
42.85714286,pretest_discrimination,1,27,iyu_step_1-step_3.wav,a,524,S3,2803
41.37931034,pretest_discrimination,0,28,iyu_step_4-step_4.wav,a,575,S3,2803
43.33333333,pretest_discrimination,1,29,iyu_step_1-step_1.wav,g,700,S3,2803
45.16129032,pretest_discrimination,1,30,iyu_step_6-step_4.wav,a,389,S3,2803
43.75,pretest_discrimination,0,31,iyu_step_6-step_4.wav,g,608,S3,2803
42.42424242,pretest_discrimination,0,32,iyu_step_4-step_2.wav,g,742,S3,2803
41.17647059,pretest_discrimination,0,33,iyu_step_1-step_1.wav,a,298,S3,2803
40,pretest_discrimination,0,34,iyu_step_4-step_6.wav,g,305,S3,2803
41.66666667,pretest_discrimination,1,35,iyu_step_3-step_1.wav,a,375,S3,2803
40.54054054,pretest_discrimination,0,36,iyu_step_2-step_4.wav,g,372,S3,2803
42.10526316,pretest_discrimination,1,37,iyu_step_7-step_5.wav,a,433,S3,2803
43.58974359,pretest_discrimination,1,38,iyu_step_7-step_7.wav,g,304,S3,2803
42.5,pretest_discrimination,0,39,iyu_step_3-step_3.wav,a,433,S3,2803
41.46341463,pretest_discrimination,0,40,iyu_step_5-step_7.wav,g,427,S3,2803
40.47619048,pretest_discrimination,0,41,iyu_step_6-step_6.wav,a,332,S3,2803
41.86046512,pretest_discrimination,1,42,iyu_step_3-step_3.wav,g,799,S3,2803
40.90909091,pretest_discrimination,0,43,iyu_step_4-step_4.wav,a,348,S3,2803
40,pretest_discrimination,0,44,iyu_step_6-step_6.wav,a,467,S3,2803
39.13043478,pretest_discrimination,0,45,iyu_step_5-step_3.wav,g,444,S3,2803
38.29787234,pretest_discrimination,0,46,iyu_step_1-step_3.wav,g,415,S3,2803
39.58333333,pretest_discrimination,1,47,iyu_step_3-step_3.wav,g,284,S3,2803
40.81632653,pretest_discrimination,1,48,iyu_step_6-step_6.wav,g,422,S3,2803
40,pretest_discrimination,0,49,iyu_step_5-step_5.wav,a,243,S3,2803
39.21568627,pretest_discrimination,0,50,iyu_step_4-step_2.wav,g,321,S3,2803
40.38461538,pretest_discrimination,1,51,iyu_step_3-step_5.wav,a,314,S3,2803
41.50943396,pretest_discrimination,1,52,iyu_step_6-step_6.wav,g,366,S3,2803
42.59259259,pretest_discrimination,1,53,iyu_step_5-step_3.wav,a,387,S3,2803
41.81818182,pretest_discrimination,0,54,iyu_step_6-step_4.wav,g,256,S3,2803
41.07142857,pretest_discrimination,0,55,iyu_step_6-step_4.wav,g,327,S3,2803
42.10526316,pretest_discrimination,1,56,iyu_step_7-step_5.wav,a,303,S3,2803
43.10344828,pretest_discrimination,1,57,iyu_step_3-step_1.wav,a,402,S3,2803
42.37288136,pretest_discrimination,0,58,iyu_step_4-step_2.wav,g,497,S3,2803
41.66666667,pretest_discrimination,0,59,iyu_step_5-step_5.wav,a,441,S3,2803
40.98360656,pretest_discrimination,0,60,iyu_step_3-step_1.wav,g,322,S3,2803
40.32258065,pretest_discrimination,0,61,iyu_step_3-step_1.wav,g,461,S3,2803
41.26984127,pretest_discrimination,1,62,iyu_step_6-step_6.wav,g,355,S3,2803
42.1875,pretest_discrimination,1,63,iyu_step_5-step_3.wav,a,479,S3,2803
41.53846154,pretest_discrimination,0,64,iyu_step_1-step_1.wav,a,344,S3,2803
42.42424242,pretest_discrimination,1,65,iyu_step_7-step_7.wav,g,348,S3,2803
43.28358209,pretest_discrimination,1,66,iyu_step_4-step_4.wav,g,455,S3,2803
44.11764706,pretest_discrimination,1,67,iyu_step_6-step_4.wav,a,364,S3,2803
43.47826087,pretest_discrimination,0,68,iyu_step_3-step_5.wav,g,523,S3,2803
44.28571429,pretest_discrimination,1,69,iyu_step_3-step_5.wav,a,247,S3,2803
43.66197183,pretest_discrimination,0,70,iyu_step_5-step_5.wav,a,351,S3,2803
43.05555556,pretest_discrimination,0,71,iyu_step_6-step_6.wav,a,324,S3,2803
43.83561644,pretest_discrimination,1,72,iyu_step_5-step_7.wav,a,329,S3,2803
43.24324324,pretest_discrimination,0,73,iyu_step_4-step_4.wav,a,260,S3,2803
44,pretest_discrimination,1,74,iyu_step_7-step_5.wav,a,357,S3,2803
44.73684211,pretest_discrimination,1,75,iyu_step_7-step_7.wav,g,303,S3,2803
45.45454545,pretest_discrimination,1,76,iyu_step_3-step_1.wav,a,582,S3,2803
46.15384615,pretest_discrimination,1,77,iyu_step_3-step_1.wav,a,270,S3,2803
45.56962025,pretest_discrimination,0,78,iyu_step_1-step_1.wav,a,422,S3,2803
45,pretest_discrimination,0,79,iyu_step_7-step_5.wav,g,323,S3,2803
45.67901235,pretest_discrimination,1,80,iyu_step_4-step_4.wav,g,352,S3,2803
46.34146341,pretest_discrimination,1,81,iyu_step_4-step_2.wav,a,266,S3,2803
45.78313253,pretest_discrimination,0,82,iyu_step_6-step_6.wav,a,360,S3,2803
46.42857143,pretest_discrimination,1,83,iyu_step_4-step_6.wav,a,402,S3,2803
47.05882353,pretest_discrimination,1,84,iyu_step_1-step_1.wav,g,234,S3,2803
47.6744186,pretest_discrimination,1,85,iyu_step_1-step_1.wav,g,206,S3,2803
48.27586207,pretest_discrimination,1,86,iyu_step_7-step_5.wav,a,299,S3,2803
48.86363636,pretest_discrimination,1,87,iyu_step_7-step_5.wav,a,332,S3,2803
48.31460674,pretest_discrimination,0,88,iyu_step_2-step_2.wav,a,218,S3,2803
47.77777778,pretest_discrimination,0,89,iyu_step_4-step_4.wav,a,298,S3,2803
48.35164835,pretest_discrimination,1,90,iyu_step_3-step_5.wav,a,310,S3,2803
48.91304348,pretest_discrimination,1,91,iyu_step_5-step_7.wav,a,324,S3,2803
48.38709677,pretest_discrimination,0,92,iyu_step_2-step_2.wav,a,332,S3,2803
48.93617021,pretest_discrimination,1,93,iyu_step_3-step_5.wav,a,244,S3,2803
49.47368421,pretest_discrimination,1,94,iyu_step_5-step_5.wav,g,463,S3,2803
50,pretest_discrimination,1,95,iyu_step_5-step_3.wav,a,348,S3,2803
50.51546392,pretest_discrimination,1,96,iyu_step_5-step_7.wav,a,603,S3,2803
51.02040816,pretest_discrimination,1,97,iyu_step_1-step_3.wav,a,665,S3,2803
51.51515152,pretest_discrimination,1,98,iyu_step_2-step_4.wav,a,198,S3,2803
52,pretest_discrimination,1,99,iyu_step_5-step_5.wav,g,602,S3,2803
52.47524752,pretest_discrimination,1,100,iyu_step_5-step_7.wav,a,243,S3,2803
52.94117647,pretest_discrimination,1,101,iyu_step_7-step_5.wav,a,401,S3,2803
53.39805825,pretest_discrimination,1,102,iyu_step_2-step_4.wav,a,386,S3,2803
53.84615385,pretest_discrimination,1,103,iyu_step_2-step_4.wav,a,298,S3,2803
53.33333333,pretest_discrimination,0,104,iyu_step_3-step_3.wav,a,341,S3,2803
52.83018868,pretest_discrimination,0,105,iyu_step_1-step_3.wav,g,295,S3,2803
53.27102804,pretest_discrimination,1,106,iyu_step_1-step_1.wav,g,284,S3,2803
53.7037037,pretest_discrimination,1,107,iyu_step_4-step_2.wav,a,298,S3,2803
53.21100917,pretest_discrimination,0,108,iyu_step_6-step_6.wav,a,272,S3,2803
53.63636364,pretest_discrimination,1,109,iyu_step_5-step_7.wav,a,105,S3,2803
54.05405405,pretest_discrimination,1,110,iyu_step_2-step_2.wav,g,283,S3,2803
54.46428571,pretest_discrimination,1,111,iyu_step_6-step_4.wav,a,230,S3,2803
