accuracy,block,correct_response,count_logger,fname,response_response,response_time_response,session_number,subject_nr
100,pretest_discrimination,1,0,iyu_step_2-step_2.wav,G,1638,S3,1703
100,pretest_discrimination,1,1,iyu_step_7-step_7.wav,G,421,S3,1703
100,pretest_discrimination,1,2,iyu_step_6-step_6.wav,G,461,S3,1703
75,pretest_discrimination,0,3,iyu_step_1-step_3.wav,G,394,S3,1703
80,pretest_discrimination,1,4,iyu_step_1-step_1.wav,G,307,S3,1703
66.66666667,pretest_discrimination,0,5,iyu_step_4-step_2.wav,G,1529,S3,1703
71.42857143,pretest_discrimination,1,6,iyu_step_2-step_2.wav,G,283,S3,1703
62.5,pretest_discrimination,0,7,iyu_step_3-step_1.wav,G,363,S3,1703
66.66666667,pretest_discrimination,1,8,iyu_step_1-step_1.wav,G,313,S3,1703
70,pretest_discrimination,1,9,iyu_step_7-step_7.wav,G,1221,S3,1703
63.63636364,pretest_discrimination,0,10,iyu_step_3-step_1.wav,G,399,S3,1703
58.33333333,pretest_discrimination,0,11,iyu_step_4-step_2.wav,G,421,S3,1703
61.53846154,pretest_discrimination,1,12,iyu_step_7-step_7.wav,G,368,S3,1703
57.14285714,pretest_discrimination,0,13,iyu_step_4-step_6.wav,G,3399,S3,1703
60,pretest_discrimination,1,14,iyu_step_6-step_6.wav,G,387,S3,1703
56.25,pretest_discrimination,0,15,iyu_step_5-step_3.wav,G,2240,S3,1703
52.94117647,pretest_discrimination,0,16,iyu_step_4-step_6.wav,G,844,S3,1703
55.55555556,pretest_discrimination,1,17,iyu_step_6-step_6.wav,G,625,S3,1703
57.89473684,pretest_discrimination,1,18,iyu_step_6-step_6.wav,G,308,S3,1703
60,pretest_discrimination,1,19,iyu_step_6-step_6.wav,G,223,S3,1703
61.9047619,pretest_discrimination,1,20,iyu_step_6-step_4.wav,A,1030,S3,1703
63.63636364,pretest_discrimination,1,21,iyu_step_5-step_3.wav,A,715,S3,1703
65.2173913,pretest_discrimination,1,22,iyu_step_5-step_7.wav,A,394,S3,1703
62.5,pretest_discrimination,0,23,iyu_step_5-step_5.wav,G,464,S3,1703
64,pretest_discrimination,1,24,iyu_step_7-step_7.wav,G,1948,S3,1703
61.53846154,pretest_discrimination,0,25,iyu_step_5-step_7.wav,G,522,S3,1703
