"acc","block","correct_response","count_logger","fname","response_response","response_time_response","session_number","subject_nr"
"100","training_vowel","1","0","vowelstep3.wav","a","444","4","1704"
"100","training_vowel","1","1","vowelstep1.wav","a","93","4","1704"
"100","training_vowel","1","2","vowelstep5.wav","g","201","4","1704"
"100","training_vowel","1","3","vowelstep7.wav","g","236","4","1704"
"100","training_vowel","1","4","vowelstep3.wav","a","290","4","1704"
"100","training_vowel","1","5","vowelstep3.wav","a","286","4","1704"
"100","training_vowel","1","6","vowelstep7.wav","g","285","4","1704"
"100","training_vowel","1","7","vowelstep1.wav","a","277","4","1704"
"100","training_vowel","1","8","vowelstep7.wav","g","279","4","1704"
"100","training_vowel","1","9","vowelstep5.wav","g","281","4","1704"
"100","training_vowel","1","10","vowelstep7.wav","g","299","4","1704"
"100","training_vowel","1","11","vowelstep3.wav","a","256","4","1704"
"100","training_vowel","1","12","vowelstep5.wav","g","273","4","1704"
"100","training_vowel","1","13","vowelstep5.wav","g","314","4","1704"
"100","training_vowel","1","14","vowelstep1.wav","a","354","4","1704"
"100","training_vowel","1","15","vowelstep1.wav","a","338","4","1704"
"100","training_vowel","1","16","vowelstep1.wav","a","293","4","1704"
"100","training_vowel","1","17","vowelstep1.wav","a","289","4","1704"
"100","training_vowel","1","18","vowelstep7.wav","g","273","4","1704"
"100","training_vowel","1","19","vowelstep5.wav","g","291","4","1704"
"100","training_vowel","1","20","vowelstep7.wav","g","300","4","1704"
"100","training_vowel","1","21","vowelstep7.wav","g","305","4","1704"
"100","training_vowel","1","22","vowelstep5.wav","g","328","4","1704"
"100","training_vowel","1","23","vowelstep1.wav","a","298","4","1704"
"100","training_vowel","1","24","vowelstep5.wav","g","325","4","1704"
"100","training_vowel","1","25","vowelstep7.wav","g","262","4","1704"
"100","training_vowel","1","26","vowelstep7.wav","g","241","4","1704"
"100","training_vowel","1","27","vowelstep5.wav","g","273","4","1704"
"100","training_vowel","1","28","vowelstep7.wav","g","267","4","1704"
"100","training_vowel","1","29","vowelstep5.wav","g","258","4","1704"
"100","training_vowel","1","30","vowelstep7.wav","g","317","4","1704"
"100","training_vowel","1","31","vowelstep7.wav","g","255","4","1704"
"100","training_vowel","1","32","vowelstep7.wav","g","309","4","1704"
"100","training_vowel","1","33","vowelstep7.wav","g","272","4","1704"
"100","training_vowel","1","34","vowelstep7.wav","g","304","4","1704"
"100","training_vowel","1","35","vowelstep1.wav","a","309","4","1704"
"100","training_vowel","1","36","vowelstep3.wav","a","285","4","1704"
"100","training_vowel","1","37","vowelstep1.wav","a","247","4","1704"
"100","training_vowel","1","38","vowelstep3.wav","a","255","4","1704"
"100","training_vowel","1","39","vowelstep3.wav","a","271","4","1704"
"100","training_vowel","1","40","vowelstep1.wav","a","294","4","1704"
"100","training_vowel","1","41","vowelstep7.wav","g","270","4","1704"
"100","training_vowel","1","42","vowelstep5.wav","g","271","4","1704"
"100","training_vowel","1","43","vowelstep1.wav","a","266","4","1704"
"100","training_vowel","1","44","vowelstep3.wav","a","273","4","1704"
"100","training_vowel","1","45","vowelstep5.wav","g","284","4","1704"
"100","training_vowel","1","46","vowelstep5.wav","g","312","4","1704"
"100","training_vowel","1","47","vowelstep5.wav","g","294","4","1704"
"100","training_vowel","1","48","vowelstep1.wav","a","292","4","1704"
"100","training_vowel","1","49","vowelstep5.wav","g","278","4","1704"
"100","training_vowel","1","50","vowelstep7.wav","g","300","4","1704"
"100","training_vowel","1","51","vowelstep7.wav","g","295","4","1704"
"100","training_vowel","1","52","vowelstep5.wav","g","273","4","1704"
"100","training_vowel","1","53","vowelstep3.wav","a","286","4","1704"
"100","training_vowel","1","54","vowelstep1.wav","a","271","4","1704"
"100","training_vowel","1","55","vowelstep5.wav","g","272","4","1704"
"100","training_vowel","1","56","vowelstep1.wav","a","264","4","1704"
"100","training_vowel","1","57","vowelstep3.wav","a","370","4","1704"
"100","training_vowel","1","58","vowelstep3.wav","a","336","4","1704"
"100","training_vowel","1","59","vowelstep7.wav","g","223","4","1704"
"100","training_vowel","1","60","vowelstep3.wav","a","344","4","1704"
"100","training_vowel","1","61","vowelstep1.wav","a","169","4","1704"
"100","training_vowel","1","62","vowelstep3.wav","a","253","4","1704"
