accuracy,block,correct_response,count_logger,fname,response_response,response_time_response,session_number,subject_nr
100,pretest_discrimination,1,0,iyu_step_7-step_7.wav,G,3466,S3,1603
100,pretest_discrimination,1,1,iyu_step_5-step_3.wav,A,509,S3,1603
100,pretest_discrimination,1,2,iyu_step_3-step_5.wav,A,435,S3,1603
100,pretest_discrimination,1,3,iyu_step_5-step_5.wav,G,635,S3,1603
100,pretest_discrimination,1,4,iyu_step_4-step_6.wav,A,420,S3,1603
100,pretest_discrimination,1,5,iyu_step_5-step_7.wav,A,772,S3,1603
100,pretest_discrimination,1,6,iyu_step_3-step_3.wav,G,551,S3,1603
100,pretest_discrimination,1,7,iyu_step_7-step_7.wav,G,2046,S3,1603
100,pretest_discrimination,1,8,iyu_step_4-step_4.wav,G,428,S3,1603
100,pretest_discrimination,1,9,iyu_step_7-step_5.wav,A,248,S3,1603
100,pretest_discrimination,1,10,iyu_step_6-step_6.wav,G,594,S3,1603
100,pretest_discrimination,1,11,iyu_step_3-step_3.wav,G,572,S3,1603
100,pretest_discrimination,1,12,iyu_step_1-step_1.wav,G,401,S3,1603
100,pretest_discrimination,1,13,iyu_step_1-step_3.wav,A,324,S3,1603
100,pretest_discrimination,1,14,iyu_step_7-step_7.wav,G,647,S3,1603
100,pretest_discrimination,1,15,iyu_step_7-step_5.wav,A,425,S3,1603
100,pretest_discrimination,1,16,iyu_step_6-step_4.wav,A,419,S3,1603
94.44444444,pretest_discrimination,0,17,iyu_step_7-step_5.wav,G,446,S3,1603
94.73684211,pretest_discrimination,1,18,iyu_step_4-step_4.wav,G,193,S3,1603
95,pretest_discrimination,1,19,iyu_step_3-step_1.wav,A,507,S3,1603
95.23809524,pretest_discrimination,1,20,iyu_step_5-step_5.wav,G,704,S3,1603
95.45454545,pretest_discrimination,1,21,iyu_step_3-step_5.wav,A,588,S3,1603
95.65217391,pretest_discrimination,1,22,iyu_step_6-step_4.wav,A,933,S3,1603
95.83333333,pretest_discrimination,1,23,iyu_step_3-step_1.wav,A,669,S3,1603
96,pretest_discrimination,1,24,iyu_step_5-step_7.wav,A,549,S3,1603
96.15384615,pretest_discrimination,1,25,iyu_step_5-step_5.wav,G,1438,S3,1603
96.2962963,pretest_discrimination,1,26,iyu_step_2-step_2.wav,G,547,S3,1603
96.42857143,pretest_discrimination,1,27,iyu_step_6-step_6.wav,G,2193,S3,1603
96.55172414,pretest_discrimination,1,28,iyu_step_1-step_3.wav,A,304,S3,1603
96.66666667,pretest_discrimination,1,29,iyu_step_3-step_1.wav,A,717,S3,1603
96.77419355,pretest_discrimination,1,30,iyu_step_3-step_5.wav,A,440,S3,1603
96.875,pretest_discrimination,1,31,iyu_step_6-step_6.wav,G,418,S3,1603
96.96969697,pretest_discrimination,1,32,iyu_step_4-step_2.wav,A,295,S3,1603
97.05882353,pretest_discrimination,1,33,iyu_step_7-step_5.wav,A,358,S3,1603
97.14285714,pretest_discrimination,1,34,iyu_step_7-step_5.wav,A,233,S3,1603
97.22222222,pretest_discrimination,1,35,iyu_step_3-step_3.wav,G,524,S3,1603
97.2972973,pretest_discrimination,1,36,iyu_step_2-step_2.wav,G,569,S3,1603
97.36842105,pretest_discrimination,1,37,iyu_step_5-step_5.wav,G,594,S3,1603
97.43589744,pretest_discrimination,1,38,iyu_step_4-step_6.wav,A,371,S3,1603
97.5,pretest_discrimination,1,39,iyu_step_3-step_5.wav,A,394,S3,1603
97.56097561,pretest_discrimination,1,40,iyu_step_2-step_2.wav,G,627,S3,1603
97.61904762,pretest_discrimination,1,41,iyu_step_5-step_3.wav,A,710,S3,1603
97.6744186,pretest_discrimination,1,42,iyu_step_7-step_5.wav,A,283,S3,1603
97.72727273,pretest_discrimination,1,43,iyu_step_3-step_3.wav,G,286,S3,1603
97.77777778,pretest_discrimination,1,44,iyu_step_4-step_4.wav,G,409,S3,1603
97.82608696,pretest_discrimination,1,45,iyu_step_4-step_2.wav,A,276,S3,1603
97.87234043,pretest_discrimination,1,46,iyu_step_1-step_3.wav,A,975,S3,1603
97.91666667,pretest_discrimination,1,47,iyu_step_4-step_4.wav,G,591,S3,1603
97.95918367,pretest_discrimination,1,48,iyu_step_1-step_1.wav,G,473,S3,1603
98,pretest_discrimination,1,49,iyu_step_5-step_5.wav,G,1684,S3,1603
98.03921569,pretest_discrimination,1,50,iyu_step_1-step_1.wav,G,800,S3,1603
