accuracy,block,correct_response,count_logger,fname,response_response,response_time_response,session,subject_nr
0,pretest_discrimination,0,0,iyu_step_6-step_4.wav,None,6000,S3,3403
50,pretest_discrimination,1,1,iyu_step_6-step_6.wav,a,439,S3,3403
33.33333333,pretest_discrimination,0,2,iyu_step_4-step_2.wav,a,525,S3,3403
25,pretest_discrimination,0,3,iyu_step_7-step_5.wav,a,633,S3,3403
40,pretest_discrimination,1,4,iyu_step_4-step_2.wav,g,513,S3,3403
50,pretest_discrimination,1,5,iyu_step_3-step_3.wav,a,283,S3,3403
57.14285714,pretest_discrimination,1,6,iyu_step_1-step_3.wav,g,1017,S3,3403
62.5,pretest_discrimination,1,7,iyu_step_6-step_4.wav,g,687,S3,3403
66.66666667,pretest_discrimination,1,8,iyu_step_7-step_7.wav,a,457,S3,3403
70,pretest_discrimination,1,9,iyu_step_4-step_2.wav,g,610,S3,3403
63.63636364,pretest_discrimination,0,10,iyu_step_4-step_6.wav,a,733,S3,3403
66.66666667,pretest_discrimination,1,11,iyu_step_6-step_6.wav,a,2257,S3,3403
61.53846154,pretest_discrimination,0,12,iyu_step_1-step_3.wav,a,740,S3,3403
64.28571429,pretest_discrimination,1,13,iyu_step_5-step_3.wav,g,361,S3,3403
66.66666667,pretest_discrimination,1,14,iyu_step_7-step_7.wav,a,465,S3,3403
68.75,pretest_discrimination,1,15,iyu_step_7-step_7.wav,a,517,S3,3403
70.58823529,pretest_discrimination,1,16,iyu_step_4-step_4.wav,a,394,S3,3403
72.22222222,pretest_discrimination,1,17,iyu_step_5-step_3.wav,g,280,S3,3403
73.68421053,pretest_discrimination,1,18,iyu_step_5-step_5.wav,a,913,S3,3403
75,pretest_discrimination,1,19,iyu_step_4-step_2.wav,g,336,S3,3403
76.19047619,pretest_discrimination,1,20,iyu_step_2-step_2.wav,a,367,S3,3403
77.27272727,pretest_discrimination,1,21,iyu_step_5-step_7.wav,g,768,S3,3403
78.26086957,pretest_discrimination,1,22,iyu_step_1-step_3.wav,g,670,S3,3403
79.16666667,pretest_discrimination,1,23,iyu_step_4-step_4.wav,a,363,S3,3403
76,pretest_discrimination,0,24,iyu_step_4-step_6.wav,a,378,S3,3403
76.92307692,pretest_discrimination,1,25,iyu_step_6-step_6.wav,a,603,S3,3403
77.77777778,pretest_discrimination,1,26,iyu_step_4-step_2.wav,g,310,S3,3403
75,pretest_discrimination,0,27,iyu_step_3-step_1.wav,a,814,S3,3403
75.86206897,pretest_discrimination,1,28,iyu_step_3-step_3.wav,a,323,S3,3403
73.33333333,pretest_discrimination,0,29,iyu_step_4-step_6.wav,a,1620,S3,3403
74.19354839,pretest_discrimination,1,30,iyu_step_6-step_6.wav,a,442,S3,3403
75,pretest_discrimination,1,31,iyu_step_5-step_3.wav,g,254,S3,3403
75.75757576,pretest_discrimination,1,32,iyu_step_5-step_5.wav,a,1196,S3,3403
73.52941176,pretest_discrimination,0,33,iyu_step_3-step_1.wav,a,2378,S3,3403
71.42857143,pretest_discrimination,0,34,iyu_step_6-step_4.wav,a,1149,S3,3403
72.22222222,pretest_discrimination,1,35,iyu_step_4-step_4.wav,a,412,S3,3403
72.97297297,pretest_discrimination,1,36,iyu_step_5-step_7.wav,g,293,S3,3403
73.68421053,pretest_discrimination,1,37,iyu_step_4-step_6.wav,g,429,S3,3403
74.35897436,pretest_discrimination,1,38,iyu_step_2-step_4.wav,g,417,S3,3403
75,pretest_discrimination,1,39,iyu_step_6-step_4.wav,g,342,S3,3403
75.6097561,pretest_discrimination,1,40,iyu_step_5-step_7.wav,g,402,S3,3403
73.80952381,pretest_discrimination,0,41,iyu_step_2-step_2.wav,g,1277,S3,3403
74.41860465,pretest_discrimination,1,42,iyu_step_6-step_4.wav,g,803,S3,3403
75,pretest_discrimination,1,43,iyu_step_2-step_2.wav,a,376,S3,3403
73.33333333,pretest_discrimination,0,44,iyu_step_3-step_5.wav,a,589,S3,3403
73.91304348,pretest_discrimination,1,45,iyu_step_4-step_6.wav,g,430,S3,3403
74.46808511,pretest_discrimination,1,46,iyu_step_3-step_5.wav,g,538,S3,3403
75,pretest_discrimination,1,47,iyu_step_3-step_3.wav,a,318,S3,3403
75.51020408,pretest_discrimination,1,48,iyu_step_6-step_4.wav,g,378,S3,3403
76,pretest_discrimination,1,49,iyu_step_7-step_5.wav,g,524,S3,3403
76.47058824,pretest_discrimination,1,50,iyu_step_4-step_2.wav,g,511,S3,3403
76.92307692,pretest_discrimination,1,51,iyu_step_4-step_2.wav,g,392,S3,3403
77.35849057,pretest_discrimination,1,52,iyu_step_3-step_3.wav,a,392,S3,3403
77.77777778,pretest_discrimination,1,53,iyu_step_1-step_1.wav,a,386,S3,3403
78.18181818,pretest_discrimination,1,54,iyu_step_1-step_3.wav,g,342,S3,3403
78.57142857,pretest_discrimination,1,55,iyu_step_1-step_1.wav,a,351,S3,3403
78.94736842,pretest_discrimination,1,56,iyu_step_6-step_6.wav,a,373,S3,3403
79.31034483,pretest_discrimination,1,57,iyu_step_4-step_2.wav,g,329,S3,3403
79.66101695,pretest_discrimination,1,58,iyu_step_5-step_5.wav,a,345,S3,3403
78.33333333,pretest_discrimination,0,59,iyu_step_6-step_4.wav,a,360,S3,3403
78.68852459,pretest_discrimination,1,60,iyu_step_5-step_3.wav,g,325,S3,3403
79.03225806,pretest_discrimination,1,61,iyu_step_7-step_5.wav,g,293,S3,3403
79.36507937,pretest_discrimination,1,62,iyu_step_1-step_1.wav,a,254,S3,3403
79.6875,pretest_discrimination,1,63,iyu_step_1-step_3.wav,g,95,S3,3403
80,pretest_discrimination,1,64,iyu_step_2-step_2.wav,a,80,S3,3403
80.3030303,pretest_discrimination,1,65,iyu_step_6-step_4.wav,g,167,S3,3403
80.59701493,pretest_discrimination,1,66,iyu_step_6-step_6.wav,a,322,S3,3403
80.88235294,pretest_discrimination,1,67,iyu_step_1-step_3.wav,g,298,S3,3403
81.15942029,pretest_discrimination,1,68,iyu_step_7-step_7.wav,a,331,S3,3403
80,pretest_discrimination,0,69,iyu_step_3-step_3.wav,g,1440,S3,3403
78.87323944,pretest_discrimination,0,70,iyu_step_3-step_5.wav,a,459,S3,3403
77.77777778,pretest_discrimination,0,71,iyu_step_6-step_4.wav,a,1249,S3,3403
78.08219178,pretest_discrimination,1,72,iyu_step_3-step_1.wav,g,333,S3,3403
78.37837838,pretest_discrimination,1,73,iyu_step_7-step_7.wav,a,225,S3,3403
78.66666667,pretest_discrimination,1,74,iyu_step_3-step_5.wav,g,215,S3,3403
78.94736842,pretest_discrimination,1,75,iyu_step_2-step_4.wav,g,2258,S3,3403
79.22077922,pretest_discrimination,1,76,iyu_step_5-step_3.wav,g,316,S3,3403
79.48717949,pretest_discrimination,1,77,iyu_step_2-step_4.wav,g,322,S3,3403
79.74683544,pretest_discrimination,1,78,iyu_step_5-step_5.wav,a,676,S3,3403
80,pretest_discrimination,1,79,iyu_step_4-step_4.wav,a,419,S3,3403
79.01234568,pretest_discrimination,0,80,iyu_step_2-step_4.wav,a,384,S3,3403
79.26829268,pretest_discrimination,1,81,iyu_step_2-step_4.wav,g,427,S3,3403
78.31325301,pretest_discrimination,0,82,iyu_step_3-step_1.wav,a,374,S3,3403
78.57142857,pretest_discrimination,1,83,iyu_step_2-step_2.wav,a,405,S3,3403
77.64705882,pretest_discrimination,0,84,iyu_step_5-step_5.wav,g,196,S3,3403
77.90697674,pretest_discrimination,1,85,iyu_step_3-step_1.wav,g,143,S3,3403
78.16091954,pretest_discrimination,1,86,iyu_step_4-step_2.wav,g,172,S3,3403
78.40909091,pretest_discrimination,1,87,iyu_step_3-step_3.wav,a,179,S3,3403
78.65168539,pretest_discrimination,1,88,iyu_step_3-step_1.wav,g,120,S3,3403
78.88888889,pretest_discrimination,1,89,iyu_step_1-step_3.wav,g,353,S3,3403
79.12087912,pretest_discrimination,1,90,iyu_step_4-step_6.wav,g,443,S3,3403
79.34782609,pretest_discrimination,1,91,iyu_step_7-step_5.wav,g,252,S3,3403
79.56989247,pretest_discrimination,1,92,iyu_step_2-step_4.wav,g,464,S3,3403
79.78723404,pretest_discrimination,1,93,iyu_step_3-step_1.wav,g,210,S3,3403
80,pretest_discrimination,1,94,iyu_step_4-step_6.wav,g,261,S3,3403
80.20833333,pretest_discrimination,1,95,iyu_step_7-step_7.wav,a,164,S3,3403
80.41237113,pretest_discrimination,1,96,iyu_step_1-step_3.wav,g,833,S3,3403
80.6122449,pretest_discrimination,1,97,iyu_step_3-step_1.wav,g,394,S3,3403
80.80808081,pretest_discrimination,1,98,iyu_step_2-step_4.wav,g,465,S3,3403
81,pretest_discrimination,1,99,iyu_step_7-step_7.wav,a,251,S3,3403
81.18811881,pretest_discrimination,1,100,iyu_step_1-step_1.wav,a,224,S3,3403
81.37254902,pretest_discrimination,1,101,iyu_step_5-step_3.wav,g,185,S3,3403
81.55339806,pretest_discrimination,1,102,iyu_step_3-step_1.wav,g,374,S3,3403
81.73076923,pretest_discrimination,1,103,iyu_step_7-step_5.wav,g,339,S3,3403
81.9047619,pretest_discrimination,1,104,iyu_step_5-step_7.wav,g,376,S3,3403
82.0754717,pretest_discrimination,1,105,iyu_step_2-step_2.wav,a,991,S3,3403
82.24299065,pretest_discrimination,1,106,iyu_step_7-step_5.wav,g,512,S3,3403
82.40740741,pretest_discrimination,1,107,iyu_step_4-step_4.wav,a,500,S3,3403
82.56880734,pretest_discrimination,1,108,iyu_step_5-step_3.wav,g,165,S3,3403
82.72727273,pretest_discrimination,1,109,iyu_step_4-step_2.wav,g,117,S3,3403
82.88288288,pretest_discrimination,1,110,iyu_step_7-step_7.wav,a,175,S3,3403
83.03571429,pretest_discrimination,1,111,iyu_step_2-step_2.wav,a,273,S3,3403
83.18584071,pretest_discrimination,1,112,iyu_step_4-step_4.wav,a,392,S3,3403
83.33333333,pretest_discrimination,1,113,iyu_step_3-step_5.wav,g,221,S3,3403
83.47826087,pretest_discrimination,1,114,iyu_step_6-step_4.wav,g,227,S3,3403
83.62068966,pretest_discrimination,1,115,iyu_step_5-step_7.wav,g,223,S3,3403
83.76068376,pretest_discrimination,1,116,iyu_step_1-step_3.wav,g,244,S3,3403
83.89830508,pretest_discrimination,1,117,iyu_step_7-step_5.wav,g,250,S3,3403
84.03361345,pretest_discrimination,1,118,iyu_step_7-step_7.wav,a,169,S3,3403
84.16666667,pretest_discrimination,1,119,iyu_step_6-step_6.wav,a,146,S3,3403
84.29752066,pretest_discrimination,1,120,iyu_step_6-step_6.wav,a,146,S3,3403
84.42622951,pretest_discrimination,1,121,iyu_step_4-step_2.wav,g,119,S3,3403
84.55284553,pretest_discrimination,1,122,iyu_step_4-step_6.wav,g,161,S3,3403
84.67741935,pretest_discrimination,1,123,iyu_step_3-step_3.wav,a,635,S3,3403
84.8,pretest_discrimination,1,124,iyu_step_1-step_1.wav,a,183,S3,3403
84.92063492,pretest_discrimination,1,125,iyu_step_4-step_4.wav,a,290,S3,3403
85.03937008,pretest_discrimination,1,126,iyu_step_3-step_3.wav,a,317,S3,3403
85.15625,pretest_discrimination,1,127,iyu_step_6-step_4.wav,g,269,S3,3403
85.27131783,pretest_discrimination,1,128,iyu_step_4-step_6.wav,g,201,S3,3403
85.38461538,pretest_discrimination,1,129,iyu_step_5-step_3.wav,g,224,S3,3403
85.49618321,pretest_discrimination,1,130,iyu_step_7-step_5.wav,g,279,S3,3403
85.60606061,pretest_discrimination,1,131,iyu_step_2-step_4.wav,g,636,S3,3403
85.71428571,pretest_discrimination,1,132,iyu_step_2-step_4.wav,g,254,S3,3403
85.82089552,pretest_discrimination,1,133,iyu_step_2-step_4.wav,g,368,S3,3403
85.92592593,pretest_discrimination,1,134,iyu_step_3-step_3.wav,a,341,S3,3403
86.02941176,pretest_discrimination,1,135,iyu_step_5-step_5.wav,a,436,S3,3403
86.13138686,pretest_discrimination,1,136,iyu_step_1-step_1.wav,a,217,S3,3403
86.23188406,pretest_discrimination,1,137,iyu_step_3-step_5.wav,g,295,S3,3403
86.33093525,pretest_discrimination,1,138,iyu_step_7-step_7.wav,a,885,S3,3403
86.42857143,pretest_discrimination,1,139,iyu_step_1-step_1.wav,a,5363,S3,3403
86.5248227,pretest_discrimination,1,140,iyu_step_1-step_1.wav,a,540,S3,3403
86.61971831,pretest_discrimination,1,141,iyu_step_7-step_5.wav,g,429,S3,3403
86.71328671,pretest_discrimination,1,142,iyu_step_2-step_2.wav,a,384,S3,3403
86.80555556,pretest_discrimination,1,143,iyu_step_3-step_3.wav,a,396,S3,3403
86.20689655,pretest_discrimination,0,144,iyu_step_6-step_6.wav,g,4380,S3,3403
86.30136986,pretest_discrimination,1,145,iyu_step_5-step_7.wav,g,255,S3,3403
86.39455782,pretest_discrimination,1,146,iyu_step_2-step_4.wav,g,400,S3,3403
86.48648649,pretest_discrimination,1,147,iyu_step_3-step_5.wav,g,331,S3,3403
86.57718121,pretest_discrimination,1,148,iyu_step_5-step_7.wav,g,439,S3,3403
86.66666667,pretest_discrimination,1,149,iyu_step_1-step_1.wav,a,452,S3,3403
86.75496689,pretest_discrimination,1,150,iyu_step_5-step_5.wav,a,396,S3,3403
86.84210526,pretest_discrimination,1,151,iyu_step_4-step_4.wav,a,581,S3,3403
86.92810458,pretest_discrimination,1,152,iyu_step_2-step_2.wav,a,339,S3,3403
87.01298701,pretest_discrimination,1,153,iyu_step_4-step_4.wav,a,284,S3,3403
87.09677419,pretest_discrimination,1,154,iyu_step_1-step_3.wav,g,206,S3,3403
87.17948718,pretest_discrimination,1,155,iyu_step_7-step_7.wav,a,333,S3,3403
87.2611465,pretest_discrimination,1,156,iyu_step_5-step_5.wav,a,385,S3,3403
87.34177215,pretest_discrimination,1,157,iyu_step_5-step_7.wav,g,240,S3,3403
87.42138365,pretest_discrimination,1,158,iyu_step_4-step_6.wav,g,307,S3,3403
87.5,pretest_discrimination,1,159,iyu_step_4-step_4.wav,a,251,S3,3403
87.57763975,pretest_discrimination,1,160,iyu_step_5-step_7.wav,g,202,S3,3403
87.65432099,pretest_discrimination,1,161,iyu_step_7-step_5.wav,g,311,S3,3403
87.73006135,pretest_discrimination,1,162,iyu_step_4-step_6.wav,g,510,S3,3403
87.80487805,pretest_discrimination,1,163,iyu_step_3-step_1.wav,g,480,S3,3403
87.87878788,pretest_discrimination,1,164,iyu_step_2-step_2.wav,a,313,S3,3403
87.95180723,pretest_discrimination,1,165,iyu_step_4-step_4.wav,a,403,S3,3403
88.0239521,pretest_discrimination,1,166,iyu_step_5-step_7.wav,g,330,S3,3403
88.0952381,pretest_discrimination,1,167,iyu_step_1-step_3.wav,g,542,S3,3403
87.5739645,pretest_discrimination,0,168,iyu_step_3-step_5.wav,a,551,S3,3403
87.64705882,pretest_discrimination,1,169,iyu_step_5-step_7.wav,g,515,S3,3403
87.71929825,pretest_discrimination,1,170,iyu_step_6-step_6.wav,a,311,S3,3403
87.79069767,pretest_discrimination,1,171,iyu_step_1-step_1.wav,a,289,S3,3403
87.86127168,pretest_discrimination,1,172,iyu_step_3-step_5.wav,g,216,S3,3403
87.93103448,pretest_discrimination,1,173,iyu_step_3-step_5.wav,g,197,S3,3403
88,pretest_discrimination,1,174,iyu_step_5-step_5.wav,a,201,S3,3403
88.06818182,pretest_discrimination,1,175,iyu_step_3-step_3.wav,a,236,S3,3403
88.13559322,pretest_discrimination,1,176,iyu_step_7-step_5.wav,g,229,S3,3403
87.64044944,pretest_discrimination,0,177,iyu_step_5-step_3.wav,a,539,S3,3403
87.70949721,pretest_discrimination,1,178,iyu_step_2-step_2.wav,a,356,S3,3403
87.77777778,pretest_discrimination,1,179,iyu_step_5-step_3.wav,g,283,S3,3403
87.84530387,pretest_discrimination,1,180,iyu_step_5-step_5.wav,a,230,S3,3403
87.91208791,pretest_discrimination,1,181,iyu_step_3-step_5.wav,g,228,S3,3403
87.97814208,pretest_discrimination,1,182,iyu_step_6-step_6.wav,a,733,S3,3403
88.04347826,pretest_discrimination,1,183,iyu_step_1-step_1.wav,a,161,S3,3403
88.10810811,pretest_discrimination,1,184,iyu_step_5-step_3.wav,g,126,S3,3403
88.17204301,pretest_discrimination,1,185,iyu_step_3-step_1.wav,g,251,S3,3403
88.23529412,pretest_discrimination,1,186,iyu_step_5-step_5.wav,a,331,S3,3403
88.29787234,training1,1,187,sinestep1.wav,a,275,S3,3403
100,training1,1,188,sinestep7.wav,g,263,S3,3403
100,training1,1,189,sinestep7.wav,g,210,S3,3403
100,training1,1,190,sinestep7.wav,g,241,S3,3403
100,training1,1,191,sinestep1.wav,a,125,S3,3403
100,training1,1,192,sinestep7.wav,g,105,S3,3403
100,training1,1,193,sinestep1.wav,a,93,S3,3403
100,training1,1,194,sinestep1.wav,a,123,S3,3403
100,training1,1,195,sinestep7.wav,g,162,S3,3403
100,training1,1,196,sinestep7.wav,g,129,S3,3403
100,training1,1,197,sinestep1.wav,a,214,S3,3403
100,training1,1,198,sinestep7.wav,g,117,S3,3403
100,training1,1,199,sinestep1.wav,a,78,S3,3403
100,training1,1,200,sinestep7.wav,g,829,S3,3403
100,training1,1,201,sinestep7.wav,g,238,S3,3403
100,training1,1,202,sinestep7.wav,g,120,S3,3403
100,training1,1,203,sinestep7.wav,g,161,S3,3403
100,training1,1,204,sinestep1.wav,a,47,S3,3403
100,training1,1,205,sinestep7.wav,g,31,S3,3403
100,training1,1,206,sinestep7.wav,g,151,S3,3403
100,training1,1,207,sinestep1.wav,a,46,S3,3403
100,training1,1,208,sinestep1.wav,a,104,S3,3403
100,training1,1,209,sinestep7.wav,g,63,S3,3403
100,training1,1,210,sinestep1.wav,a,248,S3,3403
100,training1,1,211,sinestep1.wav,a,90,S3,3403
100,training1,1,212,sinestep7.wav,g,86,S3,3403
100,training1,1,213,sinestep1.wav,a,87,S3,3403
100,training1,1,214,sinestep1.wav,a,70,S3,3403
100,training1,1,215,sinestep1.wav,a,48,S3,3403
100,training1,1,216,sinestep7.wav,g,47,S3,3403
96.66666667,training1,0,217,sinestep7.wav,a,448,S3,3403
96.77419355,training1,1,218,sinestep1.wav,a,709,S3,3403
96.875,training1,1,219,sinestep1.wav,a,145,S3,3403
96.96969697,training1,1,220,sinestep1.wav,a,29,S3,3403
97.05882353,training1,1,221,sinestep7.wav,g,182,S3,3403
97.14285714,training1,1,222,sinestep1.wav,a,104,S3,3403
97.22222222,training1,1,223,sinestep1.wav,a,172,S3,3403
97.2972973,training1,1,224,sinestep1.wav,a,37,S3,3403
97.36842105,training1,1,225,sinestep7.wav,g,58,S3,3403
97.43589744,training1,1,226,sinestep1.wav,a,241,S3,3403
97.5,training1,1,227,sinestep7.wav,g,623,S3,3403
97.56097561,training1,1,228,sinestep7.wav,g,199,S3,3403
97.61904762,training1,1,229,sinestep7.wav,g,127,S3,3403
97.6744186,training1,1,230,sinestep1.wav,a,65,S3,3403
97.72727273,training1,1,231,sinestep1.wav,a,36,S3,3403
97.77777778,training1,1,232,sinestep7.wav,g,2,S3,3403
97.82608696,training1,1,233,sinestep1.wav,a,82,S3,3403
97.87234043,training1,1,234,sinestep7.wav,g,40,S3,3403
97.91666667,training1,1,235,sinestep7.wav,g,185,S3,3403
97.95918367,training1,1,236,sinestep1.wav,a,42,S3,3403
98,training1,1,237,sinestep7.wav,g,51,S3,3403
98.03921569,training1,1,238,sinestep1.wav,a,522,S3,3403
98.07692308,training1,1,239,sinestep7.wav,g,1081,S3,3403
96.22641509,training1,0,240,sinestep7.wav,a,9,S3,3403
96.2962963,training1,1,241,sinestep1.wav,a,260,S3,3403
96.36363636,training1,1,242,sinestep1.wav,a,19,S3,3403
96.42857143,training1,1,243,sinestep1.wav,a,75,S3,3403
96.49122807,training1,1,244,sinestep1.wav,a,55,S3,3403
96.55172414,training1,1,245,sinestep7.wav,g,57,S3,3403
96.61016949,training1,1,246,sinestep7.wav,g,26,S3,3403
96.66666667,training2,1,247,sinestep6.wav,g,1161,S3,3403
100,training2,1,248,sinestep6.wav,g,116,S3,3403
100,training2,1,249,sinestep6.wav,g,141,S3,3403
100,training2,1,250,sinestep6.wav,g,48,S3,3403
100,training2,1,251,sinestep6.wav,g,5,S3,3403
100,training2,1,252,sinestep6.wav,g,23,S3,3403
100,training2,1,253,sinestep2.wav,a,442,S3,3403
100,training2,1,254,sinestep2.wav,a,33,S3,3403
100,training2,1,255,sinestep2.wav,a,48,S3,3403
100,training2,1,256,sinestep2.wav,a,394,S3,3403
100,training2,1,257,sinestep6.wav,g,93,S3,3403
100,training2,1,258,sinestep2.wav,a,401,S3,3403
100,training2,1,259,sinestep2.wav,a,113,S3,3403
100,training2,1,260,sinestep2.wav,a,51,S3,3403
100,training2,1,261,sinestep2.wav,a,17,S3,3403
100,training2,1,262,sinestep2.wav,a,47,S3,3403
100,training2,1,263,sinestep2.wav,a,30,S3,3403
100,training2,1,264,sinestep6.wav,g,53,S3,3403
100,training2,1,265,sinestep2.wav,a,82,S3,3403
100,training2,1,266,sinestep2.wav,a,67,S3,3403
100,training2,1,267,sinestep2.wav,a,86,S3,3403
100,training2,1,268,sinestep2.wav,a,47,S3,3403
100,training2,1,269,sinestep6.wav,g,124,S3,3403
100,training2,1,270,sinestep6.wav,g,282,S3,3403
