accuracy,block,correct_response,count_logger,fname,response_response,response_time_response,session,subject_nr
0,pretest_discrimination,0,0,iyu_step_1-step_3.wav,g,1633,S3,3203
50,pretest_discrimination,1,1,iyu_step_7-step_7.wav,g,1096,S3,3203
66.66666667,pretest_discrimination,1,2,iyu_step_1-step_3.wav,a,985,S3,3203
50,pretest_discrimination,0,3,iyu_step_1-step_3.wav,g,599,S3,3203
40,pretest_discrimination,0,4,iyu_step_4-step_2.wav,g,651,S3,3203
50,pretest_discrimination,1,5,iyu_step_5-step_5.wav,g,442,S3,3203
57.14285714,pretest_discrimination,1,6,iyu_step_6-step_6.wav,g,427,S3,3203
50,pretest_discrimination,0,7,iyu_step_5-step_5.wav,a,352,S3,3203
44.44444444,pretest_discrimination,0,8,iyu_step_6-step_6.wav,a,396,S3,3203
50,pretest_discrimination,1,9,iyu_step_4-step_4.wav,g,895,S3,3203
54.54545455,pretest_discrimination,1,10,iyu_step_4-step_4.wav,g,339,S3,3203
58.33333333,pretest_discrimination,1,11,iyu_step_4-step_6.wav,a,545,S3,3203
61.53846154,pretest_discrimination,1,12,iyu_step_7-step_7.wav,g,382,S3,3203
57.14285714,pretest_discrimination,0,13,iyu_step_5-step_5.wav,a,418,S3,3203
53.33333333,pretest_discrimination,0,14,iyu_step_3-step_5.wav,g,414,S3,3203
50,pretest_discrimination,0,15,iyu_step_3-step_5.wav,g,305,S3,3203
47.05882353,pretest_discrimination,0,16,iyu_step_1-step_3.wav,g,440,S3,3203
44.44444444,pretest_discrimination,0,17,iyu_step_3-step_3.wav,a,248,S3,3203
42.10526316,pretest_discrimination,0,18,iyu_step_4-step_2.wav,g,272,S3,3203
45,pretest_discrimination,1,19,iyu_step_7-step_5.wav,a,389,S3,3203
42.85714286,pretest_discrimination,0,20,iyu_step_7-step_7.wav,a,557,S3,3203
45.45454545,pretest_discrimination,1,21,iyu_step_1-step_3.wav,a,323,S3,3203
47.82608696,pretest_discrimination,1,22,iyu_step_7-step_7.wav,g,540,S3,3203
50,pretest_discrimination,1,23,iyu_step_4-step_6.wav,a,349,S3,3203
52,pretest_discrimination,1,24,iyu_step_3-step_5.wav,a,491,S3,3203
50,pretest_discrimination,0,25,iyu_step_1-step_3.wav,g,400,S3,3203
51.85185185,pretest_discrimination,1,26,iyu_step_1-step_1.wav,g,206,S3,3203
53.57142857,pretest_discrimination,1,27,iyu_step_7-step_7.wav,g,502,S3,3203
51.72413793,pretest_discrimination,0,28,iyu_step_4-step_4.wav,a,379,S3,3203
50,pretest_discrimination,0,29,iyu_step_3-step_5.wav,g,160,S3,3203
51.61290323,pretest_discrimination,1,30,iyu_step_5-step_7.wav,a,475,S3,3203
50,pretest_discrimination,0,31,iyu_step_4-step_6.wav,g,416,S3,3203
51.51515152,pretest_discrimination,1,32,iyu_step_6-step_6.wav,g,983,S3,3203
50,pretest_discrimination,0,33,iyu_step_3-step_5.wav,g,380,S3,3203
51.42857143,pretest_discrimination,1,34,iyu_step_5-step_3.wav,a,467,S3,3203
50,pretest_discrimination,0,35,iyu_step_1-step_3.wav,g,345,S3,3203
51.35135135,pretest_discrimination,1,36,iyu_step_1-step_1.wav,g,448,S3,3203
52.63157895,pretest_discrimination,1,37,iyu_step_5-step_7.wav,a,327,S3,3203
53.84615385,pretest_discrimination,1,38,iyu_step_4-step_6.wav,a,396,S3,3203
55,pretest_discrimination,1,39,iyu_step_7-step_7.wav,g,317,S3,3203
56.09756098,pretest_discrimination,1,40,iyu_step_1-step_1.wav,g,377,S3,3203
57.14285714,pretest_discrimination,1,41,iyu_step_7-step_5.wav,a,568,S3,3203
55.81395349,pretest_discrimination,0,42,iyu_step_3-step_1.wav,g,274,S3,3203
56.81818182,pretest_discrimination,1,43,iyu_step_6-step_4.wav,a,1127,S3,3203
57.77777778,pretest_discrimination,1,44,iyu_step_6-step_6.wav,g,302,S3,3203
58.69565217,pretest_discrimination,1,45,iyu_step_5-step_3.wav,a,405,S3,3203
59.57446809,pretest_discrimination,1,46,iyu_step_5-step_3.wav,a,441,S3,3203
60.41666667,pretest_discrimination,1,47,iyu_step_1-step_1.wav,g,285,S3,3203
59.18367347,pretest_discrimination,0,48,iyu_step_2-step_4.wav,g,185,S3,3203
60,pretest_discrimination,1,49,iyu_step_3-step_3.wav,g,249,S3,3203
60.78431373,pretest_discrimination,1,50,iyu_step_4-step_6.wav,a,280,S3,3203
61.53846154,pretest_discrimination,1,51,iyu_step_1-step_1.wav,g,428,S3,3203
62.26415094,pretest_discrimination,1,52,iyu_step_6-step_4.wav,a,547,S3,3203
62.96296296,pretest_discrimination,1,53,iyu_step_4-step_2.wav,a,596,S3,3203
63.63636364,pretest_discrimination,1,54,iyu_step_6-step_4.wav,a,690,S3,3203
64.28571429,pretest_discrimination,1,55,iyu_step_3-step_3.wav,g,211,S3,3203
64.9122807,pretest_discrimination,1,56,iyu_step_7-step_7.wav,g,578,S3,3203
63.79310345,pretest_discrimination,0,57,iyu_step_2-step_4.wav,g,478,S3,3203
64.40677966,pretest_discrimination,1,58,iyu_step_5-step_5.wav,g,339,S3,3203
65,pretest_discrimination,1,59,iyu_step_2-step_2.wav,g,298,S3,3203
65.57377049,pretest_discrimination,1,60,iyu_step_4-step_4.wav,g,203,S3,3203
66.12903226,pretest_discrimination,1,61,iyu_step_2-step_2.wav,g,290,S3,3203
66.66666667,pretest_discrimination,1,62,iyu_step_4-step_4.wav,g,234,S3,3203
65.625,pretest_discrimination,0,63,iyu_step_3-step_5.wav,g,336,S3,3203
64.61538462,pretest_discrimination,0,64,iyu_step_5-step_3.wav,g,342,S3,3203
65.15151515,pretest_discrimination,1,65,iyu_step_6-step_4.wav,a,284,S3,3203
65.67164179,pretest_discrimination,1,66,iyu_step_3-step_3.wav,g,296,S3,3203
