accuracy,block,correct_response,count_logger,fname,response_response,response_time_response,session_number,subject_nr
100,pretest_discrimination,1,0,iyu_step_4-step_6.wav,a,1116,S3,903
100,pretest_discrimination,1,1,iyu_step_4-step_6.wav,a,335,S3,903
66.66666667,pretest_discrimination,0,2,iyu_step_5-step_5.wav,g,293,S3,903
75,pretest_discrimination,1,3,iyu_step_3-step_3.wav,g,233,S3,903
80,pretest_discrimination,1,4,iyu_step_1-step_1.wav,g,328,S3,903
83.33333333,pretest_discrimination,1,5,iyu_step_7-step_7.wav,g,306,S3,903
85.71428571,pretest_discrimination,1,6,iyu_step_3-step_5.wav,a,237,S3,903
87.5,pretest_discrimination,1,7,iyu_step_3-step_3.wav,g,924,S3,903
88.88888889,pretest_discrimination,1,8,iyu_step_4-step_2.wav,a,588,S3,903
90,pretest_discrimination,1,9,iyu_step_3-step_3.wav,g,358,S3,903
90.90909091,pretest_discrimination,1,10,iyu_step_7-step_7.wav,g,351,S3,903
91.66666667,pretest_discrimination,1,11,iyu_step_1-step_3.wav,a,338,S3,903
92.30769231,pretest_discrimination,1,12,iyu_step_2-step_4.wav,a,1970,S3,903
92.85714286,pretest_discrimination,1,13,iyu_step_1-step_3.wav,a,509,S3,903
93.33333333,pretest_discrimination,1,14,iyu_step_1-step_3.wav,a,311,S3,903
93.75,pretest_discrimination,1,15,iyu_step_2-step_2.wav,g,619,S3,903
94.11764706,pretest_discrimination,1,16,iyu_step_1-step_3.wav,a,723,S3,903
94.44444444,pretest_discrimination,1,17,iyu_step_4-step_4.wav,g,318,S3,903
94.73684211,pretest_discrimination,1,18,iyu_step_6-step_4.wav,a,693,S3,903
95,pretest_discrimination,1,19,iyu_step_4-step_2.wav,a,827,S3,903
95.23809524,pretest_discrimination,1,20,iyu_step_3-step_5.wav,a,280,S3,903
90.90909091,pretest_discrimination,0,21,iyu_step_3-step_5.wav,g,1139,S3,903
