accuracy,block,correct_response,count_logger,fname,response_response,response_time_response,session_number,subject_nr
0,pretest_discrimination,0,0,iyu_step_6-step_4.wav,None,6000,S3,803
50,pretest_discrimination,1,1,iyu_step_2-step_4.wav,a,4456,S3,803
33.33333333,pretest_discrimination,0,2,iyu_step_7-step_7.wav,None,6000,S3,803
25,pretest_discrimination,0,3,iyu_step_5-step_3.wav,g,2647,S3,803
40,pretest_discrimination,1,4,iyu_step_3-step_1.wav,a,3258,S3,803
33.33333333,pretest_discrimination,0,5,iyu_step_3-step_1.wav,None,6000,S3,803
42.85714286,pretest_discrimination,1,6,iyu_step_4-step_2.wav,a,2211,S3,803
37.5,pretest_discrimination,0,7,iyu_step_3-step_3.wav,a,4136,S3,803
33.33333333,pretest_discrimination,0,8,iyu_step_4-step_4.wav,a,1469,S3,803
30,pretest_discrimination,0,9,iyu_step_3-step_3.wav,None,6000,S3,803
27.27272727,pretest_discrimination,0,10,iyu_step_5-step_7.wav,g,1617,S3,803
33.33333333,pretest_discrimination,1,11,iyu_step_1-step_3.wav,a,1518,S3,803
30.76923077,pretest_discrimination,0,12,iyu_step_2-step_2.wav,a,613,S3,803
28.57142857,pretest_discrimination,0,13,iyu_step_4-step_2.wav,g,950,S3,803
26.66666667,pretest_discrimination,0,14,iyu_step_3-step_5.wav,g,1575,S3,803
25,pretest_discrimination,0,15,iyu_step_6-step_4.wav,g,669,S3,803
23.52941176,pretest_discrimination,0,16,iyu_step_5-step_5.wav,a,1729,S3,803
22.22222222,pretest_discrimination,0,17,iyu_step_2-step_4.wav,g,1096,S3,803
21.05263158,pretest_discrimination,0,18,iyu_step_6-step_4.wav,g,1362,S3,803
20,pretest_discrimination,0,19,iyu_step_5-step_5.wav,a,1058,S3,803
19.04761905,pretest_discrimination,0,20,iyu_step_1-step_1.wav,a,630,S3,803
18.18181818,pretest_discrimination,0,21,iyu_step_1-step_1.wav,a,766,S3,803
17.39130435,pretest_discrimination,0,22,iyu_step_3-step_1.wav,g,1870,S3,803
16.66666667,pretest_discrimination,0,23,iyu_step_3-step_5.wav,g,1176,S3,803
20,pretest_discrimination,1,24,iyu_step_4-step_4.wav,g,3004,S3,803
19.23076923,pretest_discrimination,0,25,iyu_step_3-step_5.wav,g,947,S3,803
18.51851852,pretest_discrimination,0,26,iyu_step_7-step_7.wav,a,1291,S3,803
17.85714286,pretest_discrimination,0,27,iyu_step_6-step_6.wav,None,6000,S3,803
20.68965517,pretest_discrimination,1,28,iyu_step_1-step_3.wav,a,663,S3,803
20,pretest_discrimination,0,29,iyu_step_1-step_1.wav,a,4097,S3,803
19.35483871,pretest_discrimination,0,30,iyu_step_4-step_6.wav,g,4069,S3,803
18.75,pretest_discrimination,0,31,iyu_step_4-step_4.wav,a,5997,S3,803
18.18181818,pretest_discrimination,0,32,iyu_step_7-step_5.wav,g,1310,S3,803
17.64705882,pretest_discrimination,0,33,iyu_step_6-step_6.wav,a,1222,S3,803
17.14285714,pretest_discrimination,0,34,iyu_step_3-step_3.wav,a,725,S3,803
16.66666667,pretest_discrimination,0,35,iyu_step_3-step_3.wav,a,734,S3,803
16.21621622,pretest_discrimination,0,36,iyu_step_7-step_5.wav,g,1040,S3,803
18.42105263,pretest_discrimination,1,37,iyu_step_3-step_1.wav,a,908,S3,803
