accuracy,block,correct_response,count_logger,fname,response_response,response_time_response,session,subject_nr
0,pretest_discrimination,0,0,iyu_step_4-step_6.wav,a,934,S3,26
0,pretest_discrimination,0,1,iyu_step_3-step_5.wav,a,482,S3,26
33.33333333,pretest_discrimination,1,2,iyu_step_6-step_4.wav,g,824,S3,26
25,pretest_discrimination,0,3,iyu_step_5-step_3.wav,a,580,S3,26
40,pretest_discrimination,1,4,iyu_step_4-step_2.wav,g,905,S3,26
50,pretest_discrimination,1,5,iyu_step_5-step_7.wav,g,2153,S3,26
57.14285714,pretest_discrimination,1,6,iyu_step_2-step_4.wav,g,397,S3,26
62.5,pretest_discrimination,1,7,iyu_step_1-step_3.wav,g,351,S3,26
66.66666667,pretest_discrimination,1,8,iyu_step_3-step_3.wav,a,151,S3,26
70,pretest_discrimination,1,9,iyu_step_3-step_3.wav,a,154,S3,26
72.72727273,pretest_discrimination,1,10,iyu_step_7-step_5.wav,g,301,S3,26
66.66666667,pretest_discrimination,0,11,iyu_step_4-step_2.wav,a,315,S3,26
69.23076923,pretest_discrimination,1,12,iyu_step_2-step_4.wav,g,234,S3,26
71.42857143,pretest_discrimination,1,13,iyu_step_4-step_6.wav,g,463,S3,26
73.33333333,pretest_discrimination,1,14,iyu_step_7-step_7.wav,a,160,S3,26
68.75,pretest_discrimination,0,15,iyu_step_2-step_2.wav,g,796,S3,26
70.58823529,pretest_discrimination,1,16,iyu_step_3-step_3.wav,a,258,S3,26
72.22222222,pretest_discrimination,1,17,iyu_step_1-step_1.wav,a,216,S3,26
73.68421053,pretest_discrimination,1,18,iyu_step_1-step_3.wav,g,160,S3,26
75,pretest_discrimination,1,19,iyu_step_2-step_2.wav,a,179,S3,26
76.19047619,pretest_discrimination,1,20,iyu_step_2-step_2.wav,a,116,S3,26
77.27272727,pretest_discrimination,1,21,iyu_step_5-step_5.wav,a,422,S3,26
78.26086957,pretest_discrimination,1,22,iyu_step_2-step_4.wav,g,166,S3,26
79.16666667,pretest_discrimination,1,23,iyu_step_7-step_7.wav,a,216,S3,26
80,pretest_discrimination,1,24,iyu_step_3-step_3.wav,a,264,S3,26
80.76923077,pretest_discrimination,1,25,iyu_step_5-step_5.wav,a,406,S3,26
81.48148148,pretest_discrimination,1,26,iyu_step_4-step_2.wav,g,384,S3,26
78.57142857,pretest_discrimination,0,27,iyu_step_5-step_7.wav,a,269,S3,26
75.86206897,pretest_discrimination,0,28,iyu_step_6-step_4.wav,a,841,S3,26
76.66666667,pretest_discrimination,1,29,iyu_step_3-step_1.wav,g,364,S3,26
77.41935484,pretest_discrimination,1,30,iyu_step_5-step_3.wav,g,918,S3,26
78.125,pretest_discrimination,1,31,iyu_step_4-step_2.wav,g,772,S3,26
78.78787879,pretest_discrimination,1,32,iyu_step_6-step_6.wav,a,506,S3,26
79.41176471,pretest_discrimination,1,33,iyu_step_5-step_5.wav,a,469,S3,26
80,pretest_discrimination,1,34,iyu_step_2-step_4.wav,g,135,S3,26
80.55555556,pretest_discrimination,1,35,iyu_step_5-step_3.wav,g,205,S3,26
81.08108108,pretest_discrimination,1,36,iyu_step_3-step_5.wav,g,295,S3,26
