accuracy,block,correct_response,count_logger,fname,response_response,response_time_response,session_number,subject_nr
100,pretest_discrimination,1,0,iyu_step_4-step_4.wav,G,3710,S3,1503
100,pretest_discrimination,1,1,iyu_step_4-step_6.wav,A,559,S3,1503
100,pretest_discrimination,1,2,iyu_step_2-step_4.wav,A,797,S3,1503
100,pretest_discrimination,1,3,iyu_step_2-step_2.wav,G,223,S3,1503
80,pretest_discrimination,0,4,iyu_step_4-step_4.wav,A,146,S3,1503
83.33333333,pretest_discrimination,1,5,iyu_step_2-step_2.wav,G,836,S3,1503
85.71428571,pretest_discrimination,1,6,iyu_step_5-step_7.wav,A,191,S3,1503
87.5,pretest_discrimination,1,7,iyu_step_3-step_3.wav,G,225,S3,1503
77.77777778,pretest_discrimination,0,8,iyu_step_5-step_3.wav,G,402,S3,1503
80,pretest_discrimination,1,9,iyu_step_4-step_6.wav,A,266,S3,1503
72.72727273,pretest_discrimination,0,10,iyu_step_5-step_3.wav,G,289,S3,1503
75,pretest_discrimination,1,11,iyu_step_2-step_4.wav,A,21,S3,1503
76.92307692,pretest_discrimination,1,12,iyu_step_4-step_6.wav,A,187,S3,1503
71.42857143,pretest_discrimination,0,13,iyu_step_3-step_3.wav,A,148,S3,1503
73.33333333,pretest_discrimination,1,14,iyu_step_7-step_7.wav,G,72,S3,1503
68.75,pretest_discrimination,0,15,iyu_step_4-step_6.wav,G,162,S3,1503
70.58823529,pretest_discrimination,1,16,iyu_step_7-step_5.wav,A,229,S3,1503
72.22222222,pretest_discrimination,1,17,iyu_step_5-step_5.wav,G,602,S3,1503
68.42105263,pretest_discrimination,0,18,iyu_step_5-step_7.wav,G,162,S3,1503
70,pretest_discrimination,1,19,iyu_step_7-step_7.wav,G,217,S3,1503
71.42857143,pretest_discrimination,1,20,iyu_step_2-step_2.wav,G,194,S3,1503
68.18181818,pretest_discrimination,0,21,iyu_step_5-step_7.wav,G,357,S3,1503
69.56521739,pretest_discrimination,1,22,iyu_step_2-step_4.wav,A,237,S3,1503
66.66666667,pretest_discrimination,0,23,iyu_step_5-step_7.wav,G,109,S3,1503
68,pretest_discrimination,1,24,iyu_step_4-step_4.wav,G,165,S3,1503
65.38461538,pretest_discrimination,0,25,iyu_step_2-step_4.wav,G,128,S3,1503
66.66666667,pretest_discrimination,1,26,iyu_step_4-step_6.wav,A,83,S3,1503
64.28571429,pretest_discrimination,0,27,iyu_step_3-step_5.wav,G,213,S3,1503
62.06896552,pretest_discrimination,0,28,iyu_step_6-step_6.wav,A,145,S3,1503
63.33333333,pretest_discrimination,1,29,iyu_step_5-step_3.wav,A,190,S3,1503
64.51612903,pretest_discrimination,1,30,iyu_step_1-step_3.wav,A,123,S3,1503
62.5,pretest_discrimination,0,31,iyu_step_4-step_4.wav,A,54,S3,1503
60.60606061,pretest_discrimination,0,32,iyu_step_3-step_3.wav,A,102,S3,1503
58.82352941,pretest_discrimination,0,33,iyu_step_4-step_2.wav,G,399,S3,1503
60,pretest_discrimination,1,34,iyu_step_5-step_5.wav,G,174,S3,1503
58.33333333,pretest_discrimination,0,35,iyu_step_4-step_6.wav,G,218,S3,1503
59.45945946,pretest_discrimination,1,36,iyu_step_3-step_1.wav,A,26,S3,1503
57.89473684,pretest_discrimination,0,37,iyu_step_5-step_5.wav,A,382,S3,1503
58.97435897,pretest_discrimination,1,38,iyu_step_1-step_3.wav,A,180,S3,1503
57.5,pretest_discrimination,0,39,iyu_step_3-step_3.wav,A,470,S3,1503
58.53658537,pretest_discrimination,1,40,iyu_step_7-step_7.wav,G,116,S3,1503
59.52380952,pretest_discrimination,1,41,iyu_step_1-step_3.wav,A,232,S3,1503
60.46511628,pretest_discrimination,1,42,iyu_step_5-step_5.wav,G,357,S3,1503
61.36363636,pretest_discrimination,1,43,iyu_step_2-step_4.wav,A,294,S3,1503
62.22222222,pretest_discrimination,1,44,iyu_step_7-step_7.wav,G,36,S3,1503
63.04347826,pretest_discrimination,1,45,iyu_step_3-step_1.wav,A,114,S3,1503
63.82978723,pretest_discrimination,1,46,iyu_step_3-step_1.wav,A,21,S3,1503
62.5,pretest_discrimination,0,47,iyu_step_3-step_1.wav,G,103,S3,1503
61.2244898,pretest_discrimination,0,48,iyu_step_5-step_3.wav,G,101,S3,1503
60,pretest_discrimination,0,49,iyu_step_4-step_2.wav,G,7,S3,1503
60.78431373,pretest_discrimination,1,50,iyu_step_7-step_7.wav,G,1108,S3,1503
61.53846154,pretest_discrimination,1,51,iyu_step_2-step_4.wav,A,115,S3,1503
62.26415094,pretest_discrimination,1,52,iyu_step_2-step_4.wav,A,54,S3,1503
62.96296296,pretest_discrimination,1,53,iyu_step_7-step_5.wav,A,185,S3,1503
63.63636364,pretest_discrimination,1,54,iyu_step_5-step_3.wav,A,43,S3,1503
64.28571429,pretest_discrimination,1,55,iyu_step_4-step_4.wav,G,292,S3,1503
64.9122807,pretest_discrimination,1,56,iyu_step_6-step_4.wav,A,167,S3,1503
63.79310345,pretest_discrimination,0,57,iyu_step_1-step_3.wav,G,292,S3,1503
62.71186441,pretest_discrimination,0,58,iyu_step_2-step_4.wav,G,169,S3,1503
