block,count_main_sequence,first_trial_timestamp,fname,response_catch_response,response_time_catch_response,subject_nr,time_stimulus,time_to_pad,timing
P,NA,170517,vowelstep1_catch.wav,1,527,16,170534,0,
P,NA,170517,sinestep7_catch.wav,None,1000,16,172534,896,
P,NA,170517,vowelstep5_catch.wav,1,620,16,174534,427,
P,NA,170517,sinestep7.wav,None,1000,16,176534,805,
P,NA,170517,sinestep7.wav,None,1000,16,211935,-33407,
P,NA,170517,sinestep3.wav,None,1000,16,213485,-32956,
P,NA,170517,sinestep1.wav,None,1000,16,215035,-32505,
P,NA,170517,vowelstep7.wav,None,1000,16,216585,-32064,
P,NA,170517,vowelstep3.wav,None,1000,16,218151,-31624,
P,NA,170517,silence.wav,None,1000,16,219701,-31176,
P,NA,170517,sinestep1.wav,None,1000,16,221268,-30734,
P,NA,170517,vowelstep1.wav,None,1000,16,222852,-30317,
P,NA,170517,sinestep5.wav,None,1000,16,224419,-29895,
P,NA,170517,sinestep1.wav,None,1000,16,225969,-29445,
P,NA,170517,sinestep1.wav,None,1000,16,227535,-29008,
P,NA,170517,vowelstep1.wav,None,1000,16,229085,-28555,
P,NA,170517,silence.wav,None,1000,16,230652,-28116,
P,NA,170517,silence.wav,None,1000,16,232218,-27686,
P,NA,170517,silence.wav,None,1000,16,233785,-27249,
P,NA,170517,sinestep3_catch.wav,1,84,16,235335,-26808,
P,NA,170517,vowelstep7.wav,None,1000,16,235968,-25441,
P,NA,170517,silence.wav,None,1000,16,237535,-25006,
P,NA,170517,vowelstep7.wav,None,1000,16,239101,-24567,
P,NA,170517,vowelstep3.wav,None,1000,16,240652,-24116,
P,NA,170517,silence.wav,None,1000,16,242202,-23677,
P,NA,170517,vowelstep1.wav,None,1000,16,243752,-23228,
P,NA,170517,sinestep3.wav,None,1000,16,245319,-22789,
P,NA,170517,vowelstep1.wav,None,1000,16,246869,-22347,
P,NA,170517,silence.wav,None,1000,16,248419,-21898,
P,NA,170517,sinestep7.wav,None,1000,16,249985,-21458,
P,NA,170517,sinestep5_catch.wav,1,218,16,251535,-21006,
P,NA,170517,silence.wav,None,1000,16,252318,-19785,
P,NA,170517,sinestep7.wav,None,1000,16,253885,-19357,
P,NA,170517,sinestep5.wav,None,1000,16,255435,-18907,
P,NA,170517,sinestep3.wav,None,1000,16,257002,-18467,
P,NA,170517,sinestep1_catch.wav,1,297,16,258569,-18048,
P,NA,170517,vowelstep3_catch.wav,1,445,16,259419,-16897,
P,NA,170517,vowelstep5_catch.wav,1,225,16,260436,-15903,
P,NA,170517,vowelstep7.wav,None,1000,16,261219,-14683,
P,NA,170517,silence.wav,None,1000,16,262786,-14250,
P,NA,170517,vowelstep7_catch.wav,1,426,16,264336,-13809,
P,NA,170517,vowelstep3.wav,None,1000,16,265319,-12785,
P,NA,170517,silence.wav,None,1000,16,266885,-12359,
P,NA,170517,sinestep7_catch.wav,1,428,16,268435,-11908,
P,NA,170517,sinestep7.wav,None,1000,16,269435,-10899,
P,NA,170517,vowelstep5.wav,None,1000,16,271002,-10468,
P,NA,170517,vowelstep3.wav,None,1000,16,272552,-10020,
P,NA,170517,sinestep5.wav,None,1000,16,274102,-9578,
P,NA,170517,sinestep5_catch.wav,1,361,16,275669,-9138,
P,NA,170517,sinestep3.wav,None,1000,16,276586,-8051,
P,NA,170517,silence.wav,None,1000,16,278153,-7620,
P,NA,170517,vowelstep7.wav,None,1000,16,279703,-7169,
P,NA,170517,sinestep3_catch.wav,1,413,16,281253,-6729,
P,NA,170517,vowelstep5.wav,None,1000,16,282236,-5703,
P,NA,170517,silence.wav,None,1000,16,283786,-5259,
P,NA,170517,sinestep1.wav,None,1000,16,285352,-4820,
P,NA,170517,vowelstep1.wav,None,1000,16,286919,-4398,
P,NA,170517,silence.wav,None,1000,16,288486,-3950,
P,NA,170517,silence.wav,None,1000,16,290036,-3510,
P,NA,170517,silence.wav,None,1000,16,291602,-3069,
P,NA,170517,sinestep1_catch.wav,1,286,16,293170,-2639,
P,NA,170517,sinestep1.wav,None,1000,16,294020,-1488,
P,NA,170517,silence.wav,None,1000,16,295586,-1061,
P,NA,170517,vowelstep1_catch.wav,1,316,16,297136,-611,
P,NA,170517,vowelstep5.wav,None,1000,16,298536,512,
P,NA,170517,sinestep5.wav,None,1000,16,300536,438,
P,NA,170517,vowelstep3.wav,None,1000,16,302536,439,
P,NA,170517,silence.wav,None,1000,16,304536,449,
P,NA,170517,silence.wav,None,1000,16,306536,418,
P,NA,170517,sinestep7.wav,None,1000,16,308536,428,
P,NA,170517,vowelstep5.wav,None,1000,16,310520,428,
P,NA,170517,silence.wav,None,1000,16,312537,454,
P,NA,170517,vowelstep3_catch.wav,1,295,16,314537,436,
P,NA,170517,silence.wav,None,1000,16,316536,1141,
P,NA,170517,vowelstep5.wav,None,1000,16,318536,436,
P,NA,170517,vowelstep5_catch.wav,1,347,16,320536,427,
P,NA,170517,vowelstep7_catch.wav,1,490,16,322536,1080,
P,NA,170517,sinestep3.wav,None,1000,16,324536,934,
P,NA,170517,vowelstep5.wav,None,1000,16,326536,427,
P,NA,170517,vowelstep3.wav,None,1000,16,328520,436,
P,NA,170517,silence.wav,None,1000,16,330520,455,
P,NA,170517,sinestep3.wav,None,1000,16,332520,466,
P,NA,170517,silence.wav,None,1000,16,334520,446,
P,NA,170517,sinestep7_catch.wav,1,243,16,336537,447,
P,NA,170517,sinestep5_catch.wav,1,356,16,338537,1182,
P,NA,170517,sinestep5.wav,None,1000,16,340536,1077,
P,NA,170517,sinestep5.wav,None,1000,16,342536,433,
P,NA,170517,vowelstep7.wav,None,1000,16,344536,433,
P,NA,170517,sinestep3_catch.wav,1,184,16,346521,435,
P,NA,170517,vowelstep1.wav,None,1000,16,348520,1260,
A,0,798486,sinestep5_catch.wav,1,653,16,798494,0,1.285
A,0,798486,vowelstep1.wav,None,1000,16,800495,689,3.285
A,0,798486,vowelstep3.wav,None,1000,16,802494,343,5.285
A,0,798486,sinestep1.wav,None,1000,16,804494,335,7.285
A,0,798486,sinestep5_catch.wav,1,94,16,806494,335,9.285
A,0,798486,sinestep7.wav,None,1000,16,808494,1242,11.285
A,0,798486,sinestep3.wav,None,1000,16,810494,333,13.285
A,0,798486,silence.wav,None,1000,16,812494,347,15.285
A,0,798486,vowelstep7.wav,None,1000,16,814494,347,17.285
A,0,798486,sinestep7.wav,None,1000,16,816494,358,19.285
A,0,798486,vowelstep5_catch.wav,1,154,16,818495,357,21.285
A,0,798486,sinestep7.wav,None,1000,16,820495,1183,23.285
A,0,798486,sinestep3.wav,None,1000,16,822495,336,25.285
A,0,798486,silence.wav,None,1000,16,824495,333,27.285
A,0,798486,sinestep3.wav,None,1000,16,826494,348,29.285
A,0,798486,sinestep5_catch.wav,1,93,16,828494,347,31.285
A,0,798486,sinestep1.wav,None,1000,16,830494,1251,33.285
A,0,798486,sinestep1.wav,None,1000,16,832494,327,35.285
A,0,798486,sinestep5.wav,None,1000,16,834495,337,37.285
A,0,798486,vowelstep3.wav,None,1000,16,836495,337,39.285
A,0,798486,vowelstep5.wav,None,1000,16,838495,336,41.285
A,0,798486,vowelstep3.wav,None,1000,16,840495,347,43.285
A,0,798486,vowelstep1.wav,None,1000,16,842495,346,45.285
A,0,798486,vowelstep3.wav,None,1000,16,844495,348,47.285
A,0,798486,sinestep3.wav,None,1000,16,846495,354,49.285
A,0,798486,sinestep7.wav,None,1000,16,848495,337,51.285
A,0,798486,sinestep5.wav,None,1000,16,850494,333,53.285
A,0,798486,vowelstep7_catch.wav,1,91,16,852495,338,55.285
A,0,798486,silence.wav,None,1000,16,854495,1238,57.285
A,0,798486,vowelstep3.wav,None,1000,16,856495,342,59.285
A,0,798486,vowelstep1.wav,None,1000,16,858495,346,61.285
A,0,798486,silence.wav,None,1000,16,860495,354,63.285
A,0,798486,sinestep3.wav,None,1000,16,862495,335,65.285
A,0,798486,sinestep7.wav,None,1000,16,864495,333,67.285
A,0,798486,sinestep5.wav,None,1000,16,866495,335,69.285
A,0,798486,sinestep5.wav,None,1000,16,868495,340,71.285
